customer_id,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport
F708213,Fiber Optic,Yes,Yes,No,No,No,Yes
F711590,DSL,Yes,No,No,No,No,Yes
F719220,Fiber Optic,Yes,Yes,No,No,No,Yes
F719405,DSL,Yes,Yes,Yes,No,No,No
F721878,None,Yes,No,Yes,No,Yes,Yes
F721899,Fiber Optic,No,No,No,Yes,No,No
F729151,None,Yes,No,Yes,No,No,No
F734657,DSL,Yes,No,No,Yes,Yes,Yes
F744495,None,Yes,No,No,No,No,Yes
F745735,DSL,Yes,No,Yes,No,No,Yes
F747970,DSL,Yes,No,No,No,Yes,Yes
F753373,DSL,Yes,No,No,No,Yes,No
F757012,Fiber Optic,Yes,No,Yes,Yes,Yes,No
F757995,None,Yes,Yes,No,Yes,No,No
F758869,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes
F761138,Fiber Optic,Yes,No,No,No,No,No
F763031,None,Yes,No,Yes,Yes,No,No
F765325,Fiber Optic,Yes,No,No,Yes,No,No
F768518,Fiber Optic,Yes,Yes,Yes,Yes,No,No
F769164,DSL,Yes,Yes,No,No,No,No
F774246,Fiber Optic,Yes,No,No,Yes,Yes,No
F774584,None,Yes,No,No,No,No,Yes
F775718,Fiber Optic,Yes,Yes,No,Yes,No,No
F778893,Fiber Optic,Yes,Yes,No,No,Yes,No
F780524,None,Yes,No,Yes,Yes,No,No
F781849,DSL,No,Yes,No,No,Yes,No
F78209,DSL,Yes,No,Yes,Yes,No,No
F782647,Fiber Optic,Yes,No,No,No,Yes,Yes
F785085,DSL,No,No,Yes,Yes,Yes,No
F789013,Fiber Optic,Yes,No,No,Yes,No,Yes
F789317,Fiber Optic,Yes,No,No,No,No,Yes
F790476,None,No,No,No,No,Yes,No
F790515,None,Yes,No,No,Yes,No,No
F791466,None,Yes,No,Yes,Yes,No,No
F794193,DSL,Yes,Yes,Yes,Yes,Yes,No
F796999,DSL,Yes,No,Yes,Yes,No,Yes
F799896,Fiber Optic,No,Yes,No,No,No,No
F800197,None,No,No,Yes,No,No,Yes
F800672,DSL,Yes,No,No,Yes,Yes,No
F801032,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
F801493,Fiber Optic,Yes,Yes,No,Yes,Yes,No
F809236,None,Yes,Yes,Yes,No,No,Yes
F812880,Fiber Optic,No,Yes,No,No,No,No
F813169,Fiber Optic,Yes,No,No,No,No,Yes
F814308,DSL,Yes,No,No,Yes,No,Yes
F815786,None,Yes,Yes,No,Yes,Yes,No
F81860,Fiber Optic,Yes,No,No,No,Yes,No
F818870,Fiber Optic,Yes,No,Yes,Yes,No,No
F820783,Fiber Optic,Yes,No,No,No,Yes,No
F823751,DSL,No,No,No,No,No,Yes
F830666,DSL,Yes,No,No,Yes,No,Yes
F834875,Fiber Optic,Yes,Yes,No,No,No,No
F83510,DSL,Yes,Yes,No,Yes,Yes,No
F836680,Fiber Optic,Yes,Yes,Yes,No,No,No
F83785,DSL,Yes,Yes,No,Yes,Yes,Yes
F843369,None,Yes,Yes,No,No,Yes,No
F847848,Fiber Optic,Yes,No,No,No,Yes,No
F84786,None,Yes,Yes,No,Yes,No,No
F851755,DSL,Yes,No,Yes,No,No,Yes
F853511,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes
F85431,DSL,Yes,Yes,Yes,Yes,No,No
F855746,None,Yes,Yes,No,Yes,No,No
F856239,DSL,Yes,Yes,No,Yes,No,Yes
F857256,DSL,Yes,No,No,Yes,Yes,No
F858862,Fiber Optic,Yes,No,No,No,Yes,Yes
F861254,DSL,Yes,No,Yes,No,No,Yes
F866945,DSL,Yes,No,No,Yes,Yes,Yes
F869236,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No
F86943,None,Yes,Yes,No,No,Yes,No
F873880,DSL,Yes,Yes,No,No,No,No
F876097,None,Yes,Yes,No,Yes,Yes,No
F876671,None,Yes,No,Yes,Yes,No,Yes
F878212,None,Yes,Yes,No,No,Yes,No
F880256,Fiber Optic,Yes,No,Yes,Yes,No,No
F881222,DSL,Yes,Yes,Yes,Yes,No,Yes
F882447,DSL,Yes,No,No,Yes,No,Yes
F882723,None,Yes,No,Yes,No,Yes,No
F884375,DSL,Yes,Yes,Yes,Yes,Yes,No
F888948,DSL,Yes,Yes,Yes,No,No,No
F890957,DSL,Yes,Yes,No,Yes,No,Yes
F890984,None,Yes,No,Yes,No,No,Yes
F893663,None,Yes,Yes,Yes,No,Yes,Yes
F897077,Fiber Optic,Yes,Yes,No,No,No,Yes
F900891,None,Yes,No,No,No,Yes,No
F902621,None,Yes,No,Yes,Yes,Yes,No
F904069,Fiber Optic,Yes,No,No,No,No,Yes
F905282,DSL,Yes,No,Yes,No,No,Yes
F908532,Fiber Optic,Yes,No,No,Yes,No,No
F910877,DSL,Yes,Yes,No,No,Yes,No
F911285,None,Yes,No,No,Yes,No,No
F914859,Fiber Optic,Yes,No,Yes,No,Yes,Yes
F914979,DSL,Yes,Yes,No,No,Yes,Yes
F918156,None,Yes,No,No,No,No,No
F921697,None,No,No,Yes,No,Yes,No
F923846,Fiber Optic,Yes,Yes,No,No,No,No
F925724,DSL,Yes,No,No,No,No,No
F926070,Fiber Optic,Yes,Yes,Yes,No,No,Yes
F929683,DSL,Yes,No,Yes,Yes,No,Yes
F934616,None,Yes,Yes,No,Yes,No,No
F937361,DSL,Yes,No,No,Yes,No,No
F937423,DSL,Yes,No,No,Yes,No,No
F943189,Fiber Optic,Yes,No,Yes,No,No,No
F945096,None,Yes,Yes,Yes,No,No,No
F946414,Fiber Optic,Yes,No,No,Yes,No,Yes
F950195,DSL,Yes,No,No,Yes,No,No
F952209,Fiber Optic,Yes,No,Yes,No,Yes,No
F952565,DSL,Yes,No,Yes,No,Yes,Yes
F953442,None,Yes,Yes,No,Yes,No,No
F958984,DSL,Yes,Yes,Yes,Yes,No,No
F960418,None,Yes,No,Yes,No,Yes,No
F963099,Fiber Optic,Yes,Yes,No,No,No,No
F963617,None,Yes,Yes,No,No,No,Yes
F963846,Fiber Optic,Yes,No,No,No,Yes,No
F965908,DSL,Yes,No,No,No,No,No
F969613,None,Yes,No,No,No,No,No
F973379,DSL,Yes,No,No,No,Yes,No
F97446,DSL,Yes,No,No,No,Yes,Yes
F977509,None,Yes,Yes,No,Yes,No,No
F980573,None,Yes,No,No,No,No,No
F98602,Fiber Optic,Yes,No,Yes,Yes,No,No
F98604,Fiber Optic,Yes,Yes,No,No,No,No
F988047,Fiber Optic,Yes,Yes,Yes,No,Yes,No
F990377,Fiber Optic,Yes,No,No,Yes,No,Yes
F991691,DSL,Yes,No,No,No,No,Yes
F992079,DSL,Yes,No,Yes,Yes,No,Yes
F993064,Fiber Optic,Yes,Yes,No,Yes,No,No
F994396,Fiber Optic,Yes,Yes,No,No,Yes,No
F995738,Fiber Optic,Yes,No,Yes,No,No,No
F996979,Fiber Optic,Yes,No,Yes,No,No,No
F997820,None,Yes,No,No,Yes,Yes,Yes
G03073,Fiber Optic,No,No,Yes,No,No,Yes
G04810,Fiber Optic,Yes,Yes,Yes,Yes,No,No
G04878,DSL,Yes,No,No,No,No,No
G06529,DSL,Yes,Yes,No,Yes,Yes,No
G08081,None,Yes,No,No,No,Yes,Yes
G106476,DSL,Yes,Yes,No,Yes,Yes,Yes
G106600,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No
G11282,None,Yes,No,Yes,No,No,Yes
G114456,DSL,Yes,No,Yes,No,No,No
G119666,Fiber Optic,No,No,Yes,No,No,No
G120083,DSL,Yes,Yes,No,Yes,Yes,No
G121569,None,Yes,Yes,Yes,Yes,Yes,Yes
G122279,Fiber Optic,Yes,Yes,Yes,No,No,No
G124632,None,Yes,No,No,Yes,Yes,Yes
G125653,Fiber Optic,Yes,Yes,Yes,Yes,No,No
G126132,Fiber Optic,Yes,No,No,No,Yes,No
G132105,DSL,Yes,No,No,No,No,No
G134959,DSL,Yes,No,No,Yes,No,No
G137820,DSL,Yes,Yes,No,Yes,No,Yes
G140743,DSL,No,No,Yes,Yes,Yes,No
G161967,DSL,Yes,No,Yes,Yes,Yes,No
G164719,Fiber Optic,No,No,No,No,No,No
G169859,Fiber Optic,Yes,Yes,No,No,Yes,No
G17131,Fiber Optic,No,No,Yes,Yes,No,Yes
G174513,Fiber Optic,Yes,No,Yes,No,Yes,Yes
G175682,Fiber Optic,Yes,Yes,No,Yes,Yes,No
G178589,None,Yes,Yes,No,Yes,No,Yes
G18466,Fiber Optic,Yes,Yes,No,No,Yes,No
G18578,Fiber Optic,Yes,Yes,Yes,No,No,No
G189405,Fiber Optic,Yes,No,No,No,Yes,Yes
G192124,Fiber Optic,Yes,Yes,No,No,Yes,No
G194988,None,Yes,Yes,No,No,No,No
G197856,None,Yes,No,No,No,Yes,No
G198481,Fiber Optic,No,Yes,No,No,No,No
G201104,Fiber Optic,Yes,No,No,No,No,No
G20890,DSL,No,Yes,Yes,No,No,Yes
G213314,None,Yes,Yes,No,Yes,Yes,Yes
G214147,None,Yes,No,Yes,No,No,No
G214956,DSL,Yes,Yes,No,No,Yes,No
G214970,Fiber Optic,Yes,No,No,Yes,Yes,No
G215554,DSL,Yes,No,Yes,No,Yes,Yes
G215973,None,Yes,Yes,No,No,Yes,No
G216510,Fiber Optic,Yes,No,No,No,No,Yes
G217247,Fiber Optic,Yes,No,No,No,Yes,No
G223009,Fiber Optic,No,No,No,No,Yes,Yes
G223396,DSL,Yes,No,No,No,No,Yes
G226727,Fiber Optic,Yes,No,Yes,Yes,No,Yes
G227154,None,Yes,No,No,Yes,No,No
G231952,DSL,Yes,No,No,Yes,No,No
G23603,Fiber Optic,Yes,No,Yes,Yes,No,No
G238388,Fiber Optic,Yes,No,Yes,No,Yes,No
G241795,Fiber Optic,Yes,No,Yes,No,No,No
G244590,DSL,Yes,No,No,No,Yes,Yes
G24522,Fiber Optic,Yes,No,Yes,Yes,Yes,No
G246830,None,Yes,Yes,Yes,Yes,No,Yes
G248257,None,Yes,Yes,No,No,No,No
G250165,DSL,Yes,No,No,No,No,No
G250913,Fiber Optic,Yes,No,No,No,No,No
G254016,Fiber Optic,Yes,Yes,No,Yes,No,No
G255435,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes
G257423,DSL,Yes,Yes,No,Yes,Yes,No
G257426,Fiber Optic,Yes,No,Yes,Yes,No,No
G258705,DSL,Yes,Yes,No,No,Yes,No
G262368,Fiber Optic,Yes,No,Yes,Yes,Yes,No
G265562,None,No,No,Yes,No,No,Yes
G265983,None,Yes,Yes,No,Yes,Yes,Yes
G267189,Fiber Optic,No,Yes,No,No,Yes,No
G26954,Fiber Optic,Yes,No,Yes,No,No,Yes
G271409,None,Yes,Yes,No,No,Yes,No
G272085,DSL,Yes,No,No,No,No,No
G27660,Fiber Optic,Yes,Yes,No,Yes,No,Yes
G277541,Fiber Optic,Yes,Yes,No,Yes,Yes,No
G278278,DSL,Yes,No,No,No,No,No
G280276,None,Yes,Yes,No,Yes,Yes,Yes
G28056,Fiber Optic,Yes,No,No,No,Yes,Yes
G280682,Fiber Optic,Yes,Yes,Yes,No,No,No
G286091,None,Yes,No,No,No,No,No
G287039,None,Yes,No,Yes,No,No,Yes
G292619,None,Yes,No,No,Yes,Yes,Yes
G294682,None,Yes,No,Yes,No,No,Yes
G298695,DSL,Yes,Yes,No,Yes,Yes,No
G298866,DSL,Yes,No,Yes,No,No,No
G299299,DSL,Yes,Yes,No,No,Yes,Yes
G29944,Fiber Optic,Yes,Yes,Yes,Yes,No,No
G302426,None,Yes,No,No,No,Yes,Yes
G30274,Fiber Optic,Yes,Yes,No,No,No,Yes
G307248,DSL,Yes,Yes,Yes,No,Yes,No
G308571,Fiber Optic,Yes,Yes,No,Yes,No,No
G309407,DSL,Yes,No,No,No,Yes,No
G311984,Fiber Optic,Yes,No,No,No,No,Yes
G31296,Fiber Optic,Yes,No,No,No,No,No
G313221,None,Yes,No,Yes,No,No,No
G313318,Fiber Optic,Yes,No,No,Yes,No,Yes
G315668,DSL,Yes,Yes,Yes,No,No,Yes
G320395,DSL,Yes,No,No,No,No,Yes
G320703,DSL,Yes,Yes,No,No,No,Yes
G324107,Fiber Optic,Yes,No,Yes,No,No,No
G325351,DSL,Yes,No,No,No,No,No
G329032,Fiber Optic,Yes,Yes,No,No,No,Yes
G331576,Fiber Optic,No,No,No,Yes,No,Yes
G332624,DSL,Yes,Yes,No,No,Yes,Yes
G335816,None,Yes,No,No,Yes,Yes,No
G336446,DSL,Yes,Yes,No,Yes,No,No
G340831,Fiber Optic,Yes,Yes,No,Yes,Yes,No
G341241,None,Yes,No,No,No,Yes,Yes
G34233,DSL,No,No,No,Yes,Yes,No
G343802,DSL,Yes,No,Yes,Yes,Yes,Yes
G346319,Fiber Optic,No,Yes,No,No,Yes,Yes
G350853,DSL,Yes,No,No,No,Yes,No
G351633,DSL,Yes,No,No,Yes,Yes,No
G354597,Fiber Optic,No,No,No,Yes,Yes,No
G355202,None,Yes,Yes,No,Yes,No,No
G355289,Fiber Optic,No,No,Yes,No,Yes,Yes
G355459,Fiber Optic,Yes,Yes,Yes,Yes,No,No
G359370,DSL,Yes,No,No,Yes,No,No
G364202,DSL,Yes,Yes,Yes,No,No,No
G364873,None,Yes,No,No,No,Yes,Yes
G364947,None,Yes,No,Yes,No,Yes,No
G36722,None,Yes,No,No,Yes,No,No
G367803,None,Yes,Yes,Yes,No,Yes,No
G371724,DSL,Yes,No,No,Yes,Yes,No
G372009,None,Yes,Yes,No,Yes,Yes,No
G372041,DSL,Yes,Yes,No,No,No,No
G374414,Fiber Optic,Yes,No,Yes,No,Yes,No
G381370,Fiber Optic,Yes,No,No,Yes,No,Yes
G382072,None,Yes,No,No,Yes,No,No
G390885,Fiber Optic,Yes,Yes,No,Yes,No,Yes
G391761,Fiber Optic,Yes,No,Yes,No,Yes,No
G39363,None,Yes,No,No,No,No,No
G404485,Fiber Optic,Yes,No,No,No,Yes,Yes
G410567,DSL,Yes,No,Yes,Yes,Yes,Yes
G412206,Fiber Optic,Yes,No,No,Yes,No,Yes
G415738,None,No,Yes,Yes,No,No,Yes
G416862,Fiber Optic,Yes,No,No,No,Yes,Yes
G417160,None,Yes,Yes,No,No,No,No
G417957,Fiber Optic,Yes,No,Yes,Yes,No,Yes
G419144,Fiber Optic,Yes,No,No,No,No,No
G419393,None,Yes,No,No,No,Yes,No
G421530,Fiber Optic,Yes,No,Yes,No,No,No
G426825,None,Yes,No,No,No,No,No
G427544,Fiber Optic,Yes,Yes,No,No,No,Yes
G428249,Fiber Optic,Yes,Yes,No,No,No,No
G428791,None,Yes,No,No,Yes,No,Yes
G434946,None,Yes,Yes,No,Yes,No,No
G441045,Fiber Optic,Yes,No,No,No,Yes,Yes
G442682,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes
G44432,DSL,Yes,Yes,Yes,Yes,Yes,No
G444516,DSL,Yes,Yes,No,Yes,No,No
G44628,None,Yes,No,Yes,No,No,No
G447264,None,Yes,No,Yes,Yes,Yes,No
G451064,DSL,Yes,No,No,No,No,No
G451927,Fiber Optic,Yes,No,No,No,Yes,No
G453675,Fiber Optic,Yes,Yes,Yes,No,No,No
G454055,Fiber Optic,Yes,No,No,Yes,No,No
G45989,DSL,Yes,No,No,No,No,No
G460115,DSL,Yes,Yes,No,Yes,No,Yes
G463713,None,Yes,No,Yes,No,No,Yes
G466917,DSL,Yes,Yes,No,Yes,No,No
G470445,Fiber Optic,Yes,Yes,No,No,No,No
G470750,DSL,Yes,No,Yes,Yes,No,No
G472732,DSL,Yes,Yes,No,Yes,No,No
G480012,Fiber Optic,Yes,No,Yes,No,Yes,No
G483633,DSL,Yes,No,Yes,No,No,No
G48472,None,Yes,Yes,No,Yes,No,No
G485481,None,No,No,No,Yes,No,Yes
G486098,None,Yes,Yes,No,Yes,Yes,No
G490319,DSL,Yes,No,Yes,No,No,No
G491883,Fiber Optic,Yes,Yes,No,No,Yes,No
G497362,Fiber Optic,Yes,Yes,No,No,No,No
G499792,DSL,Yes,No,Yes,No,Yes,No
G502249,Fiber Optic,Yes,No,No,No,No,Yes
G503565,Fiber Optic,Yes,No,Yes,No,Yes,Yes
G503874,Fiber Optic,Yes,No,Yes,No,No,No
G505754,Fiber Optic,Yes,No,No,Yes,Yes,Yes
G512688,DSL,Yes,Yes,No,No,Yes,No
G514638,None,Yes,No,No,No,No,No
G516608,None,Yes,No,Yes,Yes,No,No
G516698,DSL,No,No,Yes,No,Yes,No
G517180,Fiber Optic,Yes,Yes,No,No,No,No
G525533,DSL,Yes,No,No,No,No,No
G527970,Fiber Optic,Yes,No,Yes,No,No,No
G528920,Fiber Optic,Yes,Yes,Yes,Yes,No,No
G534310,None,Yes,No,Yes,Yes,No,No
G538504,DSL,Yes,No,Yes,Yes,Yes,Yes
G539846,Fiber Optic,Yes,Yes,No,Yes,No,No
G540539,DSL,Yes,Yes,No,Yes,Yes,No
G540903,Fiber Optic,Yes,No,No,No,Yes,No
G547194,DSL,Yes,No,Yes,No,Yes,No
G548369,Fiber Optic,Yes,No,No,Yes,No,Yes
G551449,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes
G551745,DSL,Yes,No,Yes,No,No,Yes
G55258,Fiber Optic,Yes,Yes,Yes,No,No,No
G554632,DSL,Yes,Yes,Yes,Yes,Yes,Yes
G557255,DSL,Yes,Yes,Yes,No,Yes,No
G557674,DSL,Yes,Yes,No,No,Yes,No
G563440,Fiber Optic,Yes,Yes,Yes,No,No,No
G563523,Fiber Optic,Yes,No,Yes,No,Yes,Yes
G56644,None,Yes,No,No,Yes,No,No
G569062,DSL,Yes,No,Yes,Yes,Yes,No
G569192,DSL,No,No,No,No,Yes,No
G570471,Fiber Optic,Yes,No,No,No,Yes,Yes
G571225,Fiber Optic,Yes,No,No,Yes,No,No
G578584,Fiber Optic,Yes,Yes,Yes,Yes,No,No
G581130,DSL,Yes,No,Yes,Yes,Yes,No
G581987,Fiber Optic,Yes,No,Yes,Yes,No,No
G583212,Fiber Optic,Yes,No,No,Yes,Yes,No
G584592,DSL,Yes,No,No,No,No,No
G588673,None,Yes,Yes,No,No,Yes,No
G590799,DSL,Yes,No,Yes,Yes,Yes,Yes
G591541,Fiber Optic,Yes,No,No,Yes,No,Yes
G59211,Fiber Optic,Yes,No,No,Yes,Yes,No
G595300,Fiber Optic,Yes,No,No,Yes,No,No
G598131,DSL,Yes,No,Yes,No,Yes,No
G605184,Fiber Optic,Yes,Yes,Yes,No,No,Yes
G608721,Fiber Optic,Yes,No,Yes,Yes,No,No
G610690,DSL,Yes,No,No,Yes,Yes,No
G616093,Fiber Optic,No,Yes,No,No,No,No
G623098,DSL,Yes,No,No,No,No,No
G627048,Fiber Optic,Yes,Yes,Yes,Yes,No,No
G629174,Fiber Optic,Yes,No,No,No,No,Yes
G631493,DSL,Yes,No,No,Yes,Yes,No
G632313,Fiber Optic,Yes,Yes,No,Yes,Yes,No
G633258,DSL,Yes,Yes,No,No,No,No
G642581,DSL,Yes,No,No,Yes,No,No
G647110,None,Yes,Yes,No,No,No,Yes
G64810,None,Yes,Yes,No,Yes,Yes,Yes
G650313,None,Yes,Yes,No,No,Yes,No
G650321,DSL,Yes,Yes,No,Yes,No,No
G651788,Fiber Optic,Yes,No,No,No,Yes,No
G655070,DSL,No,No,No,Yes,Yes,No
G661518,None,Yes,No,No,No,No,No
G668616,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
G670932,DSL,Yes,Yes,No,Yes,No,No
G670980,None,Yes,Yes,Yes,Yes,Yes,No
G671583,Fiber Optic,Yes,Yes,No,No,No,Yes
G67438,Fiber Optic,Yes,No,No,Yes,No,No
G676884,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
G678658,None,Yes,Yes,No,Yes,No,No
G678901,Fiber Optic,Yes,No,No,Yes,No,No
G680326,Fiber Optic,Yes,No,Yes,Yes,No,No
G68954,Fiber Optic,Yes,No,No,Yes,No,Yes
G692468,Fiber Optic,Yes,No,No,No,Yes,Yes
G695985,Fiber Optic,Yes,Yes,No,No,Yes,No
G696221,Fiber Optic,No,No,No,Yes,No,No
G699718,None,Yes,No,Yes,No,Yes,No
G700859,DSL,Yes,No,No,No,No,No
G705750,Fiber Optic,Yes,Yes,No,Yes,No,No
G706993,None,Yes,No,Yes,Yes,No,Yes
G707517,None,No,Yes,No,Yes,Yes,No
G709630,DSL,Yes,No,Yes,Yes,No,No
G715462,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
G721287,Fiber Optic,Yes,Yes,No,No,Yes,No
G72246,None,Yes,Yes,No,Yes,No,No
G72948,None,Yes,No,No,Yes,No,No
G730072,None,Yes,No,No,Yes,No,No
G730827,DSL,Yes,Yes,Yes,Yes,No,No
G733851,DSL,Yes,Yes,No,Yes,No,Yes
G734993,DSL,Yes,No,No,Yes,No,Yes
G73581,DSL,Yes,No,No,No,No,No
G73603,Fiber Optic,Yes,No,No,No,No,Yes
G736869,Fiber Optic,Yes,No,No,No,Yes,No
G740292,Fiber Optic,Yes,No,No,Yes,Yes,No
G742125,Fiber Optic,Yes,No,Yes,No,Yes,No
G745212,None,Yes,Yes,No,No,Yes,No
G752725,Fiber Optic,Yes,No,No,No,Yes,No
G753886,DSL,Yes,Yes,No,Yes,Yes,Yes
G755151,Fiber Optic,Yes,Yes,No,No,Yes,No
G756797,None,Yes,No,No,Yes,No,No
G759279,DSL,Yes,No,No,Yes,Yes,No
G761551,Fiber Optic,Yes,No,No,Yes,No,No
G761865,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No
G763681,Fiber Optic,No,No,Yes,No,No,No
G763971,Fiber Optic,Yes,No,No,No,No,Yes
G769178,Fiber Optic,Yes,No,No,No,No,Yes
G775790,DSL,Yes,Yes,No,No,No,No
G777381,None,Yes,Yes,No,No,Yes,No
G779348,None,Yes,No,No,No,Yes,No
G779745,DSL,Yes,No,Yes,No,Yes,No
G786082,Fiber Optic,Yes,No,No,Yes,No,No
G793552,None,Yes,No,Yes,Yes,Yes,Yes
G794930,None,Yes,No,Yes,Yes,No,No
G795070,Fiber Optic,Yes,Yes,No,No,No,No
G798762,DSL,Yes,No,No,Yes,Yes,No
G799295,Fiber Optic,Yes,Yes,Yes,No,No,No
G799648,DSL,Yes,Yes,Yes,Yes,No,No
G799664,DSL,Yes,No,Yes,Yes,No,No
G805398,Fiber Optic,Yes,No,No,Yes,Yes,No
G813506,None,Yes,No,No,No,No,Yes
G820541,Fiber Optic,Yes,Yes,No,Yes,No,No
G824974,Fiber Optic,Yes,No,No,No,No,No
G827935,None,Yes,Yes,No,No,Yes,Yes
G837666,None,Yes,No,No,No,Yes,Yes
G838188,Fiber Optic,Yes,No,No,No,No,No
G838916,None,Yes,No,Yes,Yes,No,No
G842176,None,Yes,No,No,Yes,No,Yes
G851411,Fiber Optic,Yes,No,Yes,No,No,No
G851746,DSL,Yes,Yes,No,Yes,No,No
G854983,Fiber Optic,Yes,No,No,No,No,Yes
G856109,DSL,Yes,Yes,Yes,No,Yes,Yes
G861521,Fiber Optic,Yes,Yes,No,Yes,Yes,No
G862093,DSL,Yes,No,Yes,No,No,No
G863758,Fiber Optic,Yes,No,Yes,No,No,No
G864744,DSL,Yes,No,Yes,Yes,Yes,No
G864898,Fiber Optic,Yes,No,Yes,Yes,No,No
G868055,DSL,Yes,Yes,No,No,Yes,No
G868770,None,No,Yes,No,No,Yes,No
G869245,Fiber Optic,Yes,No,No,No,No,Yes
G873962,DSL,Yes,Yes,Yes,No,Yes,No
G879772,Fiber Optic,Yes,No,Yes,Yes,Yes,No
G879941,Fiber Optic,Yes,No,Yes,No,No,Yes
G88174,Fiber Optic,Yes,Yes,Yes,Yes,No,No
G885667,DSL,No,Yes,No,No,No,No
G885904,None,Yes,Yes,No,Yes,Yes,Yes
G88929,None,Yes,Yes,No,No,No,Yes
G890475,Fiber Optic,Yes,Yes,No,Yes,No,Yes
G89397,DSL,No,Yes,Yes,Yes,No,Yes
G896541,Fiber Optic,Yes,No,No,No,Yes,No
G897228,DSL,Yes,Yes,Yes,Yes,No,No
G898600,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes
G898919,DSL,No,No,No,Yes,No,No
G902299,Fiber Optic,Yes,Yes,No,Yes,No,No
G906721,Fiber Optic,Yes,Yes,No,Yes,Yes,No
G912511,DSL,Yes,No,Yes,Yes,No,Yes
G912657,Fiber Optic,Yes,Yes,No,Yes,No,No
G914245,Fiber Optic,Yes,Yes,No,No,Yes,Yes
G914703,Fiber Optic,No,Yes,Yes,Yes,No,No
G916269,None,Yes,No,No,No,Yes,No
G916594,DSL,Yes,Yes,Yes,Yes,Yes,No
G920737,DSL,Yes,Yes,No,Yes,Yes,No
G922869,DSL,Yes,Yes,No,Yes,No,No
G924265,DSL,Yes,No,Yes,Yes,No,No
G924469,DSL,Yes,Yes,No,Yes,No,No
G92465,DSL,Yes,No,No,No,Yes,Yes
G927101,Fiber Optic,Yes,Yes,Yes,No,Yes,No
G932654,Fiber Optic,Yes,No,No,Yes,No,No
G932741,Fiber Optic,Yes,Yes,No,No,Yes,No
G932953,Fiber Optic,Yes,No,Yes,No,No,Yes
G933624,DSL,Yes,No,Yes,Yes,No,Yes
G934557,Fiber Optic,Yes,No,No,Yes,No,Yes
G938547,Fiber Optic,Yes,No,No,No,Yes,No
G939272,None,Yes,No,No,No,No,Yes
G939750,Fiber Optic,Yes,No,No,Yes,No,No
G941019,DSL,Yes,Yes,No,No,No,Yes
G944076,DSL,Yes,No,Yes,Yes,No,No
G944376,DSL,Yes,Yes,No,Yes,Yes,No
G945520,Fiber Optic,Yes,No,No,No,No,Yes
G946463,Fiber Optic,Yes,No,Yes,Yes,Yes,No
G947589,Fiber Optic,Yes,Yes,No,No,Yes,Yes
G948882,None,Yes,Yes,Yes,No,No,Yes
G953447,DSL,Yes,Yes,Yes,Yes,Yes,Yes
G954272,Fiber Optic,Yes,No,No,Yes,Yes,No
G954415,Fiber Optic,Yes,No,No,No,No,No
G954666,Fiber Optic,Yes,No,Yes,Yes,Yes,No
G956439,DSL,Yes,Yes,No,No,No,Yes
G957553,Fiber Optic,Yes,Yes,No,No,No,No
G95859,DSL,Yes,Yes,No,No,Yes,No
G962546,Fiber Optic,Yes,Yes,No,No,Yes,No
G963411,Fiber Optic,Yes,No,No,Yes,No,No
G966744,DSL,Yes,Yes,No,No,Yes,No
G972214,DSL,Yes,No,No,Yes,No,Yes
G973898,None,Yes,No,No,Yes,Yes,No
G975600,DSL,Yes,Yes,No,Yes,No,Yes
G97647,DSL,Yes,Yes,No,Yes,No,No
G977357,None,Yes,No,No,Yes,No,No
G987231,None,Yes,No,No,Yes,No,Yes
G988623,None,Yes,No,No,Yes,No,No
G991106,None,Yes,Yes,No,No,No,Yes
G991474,Fiber Optic,Yes,No,Yes,Yes,No,No
G991506,DSL,Yes,No,No,No,No,No
G991685,None,Yes,Yes,No,No,No,No
G992361,DSL,Yes,No,No,No,No,No
G99438,DSL,Yes,Yes,Yes,No,Yes,Yes
G999447,DSL,Yes,No,Yes,No,Yes,No
G999732,Fiber Optic,Yes,No,Yes,No,No,No
H01215,DSL,Yes,No,No,No,Yes,No
H02721,None,Yes,Yes,Yes,No,Yes,No
H05636,Fiber Optic,Yes,Yes,No,Yes,No,Yes
H08927,Fiber Optic,Yes,No,No,Yes,No,No
H100331,Fiber Optic,No,Yes,No,Yes,Yes,Yes
H100341,Fiber Optic,Yes,Yes,No,Yes,No,Yes
H10198,DSL,Yes,Yes,No,No,No,No
H103547,DSL,Yes,Yes,No,No,No,Yes
H104068,Fiber Optic,Yes,No,Yes,No,No,No
H104879,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes
