customer_id,Timely_Responses,Timely Fixes,Timely_Replacement,Reliability,Options,Respectful,Courteous,Active_Listening
F893663,5,5,5,2,4,3,4,5
F897077,4,5,4,3,4,3,3,4
F900891,4,4,4,4,2,3,3,5
F902621,4,3,4,4,4,4,3,3
F904069,4,4,3,4,4,3,6,2
F905282,4,4,4,5,2,3,3,4
F908532,3,4,3,2,4,3,3,3
F910877,4,5,5,3,2,5,5,3
F911285,3,4,4,3,4,3,1,4
F914859,3,3,3,2,5,4,3,3
F914979,4,5,4,2,4,3,5,4
F918156,3,3,1,4,4,1,4,3
F921697,6,4,6,2,4,5,5,3
F923846,4,5,4,3,3,4,3,3
F925724,1,1,2,5,2,3,3,2
F926070,3,4,4,2,5,3,3,5
F929683,3,3,4,3,3,2,3,2
F934616,2,2,2,4,2,3,4,3
F937361,4,4,2,3,5,3,1,3
F937423,4,5,5,4,4,4,5,5
F943189,3,2,4,3,4,3,4,3
F945096,2,3,2,2,4,3,5,2
F946414,2,2,1,5,2,3,4,2
F950195,4,3,2,4,3,3,4,4
F952209,6,5,4,2,3,4,3,4
F952565,4,4,5,2,2,4,4,5
F953442,3,2,2,4,3,2,4,2
F958984,3,3,3,4,4,4,5,6
F960418,2,1,1,3,3,2,3,1
F963099,5,5,5,3,2,5,5,4
F963617,6,5,7,5,2,5,5,5
F963846,6,5,4,4,4,3,5,3
F965908,3,3,3,2,5,2,3,3
F969613,3,3,4,4,1,4,4,3
F973379,2,2,1,7,2,4,3,3
F97446,4,4,3,3,4,4,6,4
F977509,3,2,3,2,3,4,4,3
F980573,2,3,4,3,3,3,2,2
F98602,3,3,5,3,3,3,4,3
F98604,5,5,4,4,5,5,5,5
F988047,4,4,4,5,3,5,4,4
F990377,4,4,3,4,4,5,4,3
F991691,3,3,3,4,5,4,4,3
F992079,3,3,3,2,3,3,1,3
F993064,3,4,4,3,4,5,4,3
F994396,3,4,4,5,3,4,3,3
F995738,3,2,2,3,3,2,3,5
F996979,4,4,4,3,3,3,4,4
F997820,2,1,3,4,2,4,4,4
G03073,5,4,4,4,4,4,3,3
G04810,4,4,4,3,5,4,3,4
G04878,4,3,4,4,3,5,5,3
G06529,5,4,5,4,2,5,3,4
G08081,2,3,3,3,5,2,3,2
G106476,4,4,4,3,3,3,2,4
G106600,3,3,1,5,3,3,3,4
G11282,2,2,3,3,6,3,3,5
G114456,3,3,3,5,2,3,3,3
G119666,4,3,5,2,5,3,3,4
G120083,2,2,2,4,3,3,1,2
G121569,3,3,3,4,4,3,3,4
G122279,3,4,4,2,5,3,3,3
G124632,3,3,3,5,3,4,3,5
G125653,3,4,3,4,3,4,2,4
G126132,3,4,3,1,4,3,2,3
G132105,3,4,4,4,4,3,3,4
G134959,2,3,4,4,4,3,5,4
G137820,2,3,3,3,2,3,4,1
G140743,4,3,4,3,4,3,4,3
G161967,3,3,3,5,3,4,4,4
G164719,4,4,5,4,3,3,2,5
G169859,4,4,4,2,3,3,4,4
G17131,1,1,2,4,3,1,4,3
G174513,4,4,5,3,3,3,5,5
G175682,4,4,3,3,4,3,3,2
G178589,3,3,3,2,4,4,3,2
G18466,4,5,2,4,3,5,2,2
G18578,5,5,3,4,3,4,4,3
G189405,4,5,4,4,3,3,4,3
G192124,3,3,2,5,4,3,3,4
G194988,5,4,5,1,3,5,4,4
G197856,3,4,3,4,5,2,2,3
G198481,4,3,4,5,2,3,2,4
G201104,2,1,3,4,3,2,3,3
G20890,3,4,2,3,3,4,4,5
G213314,3,4,5,3,3,3,4,3
G214147,3,3,3,4,4,4,3,3
G214956,4,2,4,4,3,3,2,3
G214970,3,3,3,4,4,3,4,3
G215554,4,3,5,2,6,2,3,2
G215973,4,3,3,4,3,4,3,5
G216510,4,4,6,3,4,3,3,2
G217247,3,3,3,3,4,4,4,3
G223009,4,4,4,3,3,4,2,3
G223396,2,2,3,2,4,1,2,3
G226727,3,4,3,6,3,4,5,3
G227154,3,3,2,4,4,4,3,3
G231952,2,2,4,3,4,3,3,4
G23603,3,3,2,4,4,3,3,3
G238388,3,4,4,3,3,4,3,3
G241795,5,5,4,3,3,5,5,3
G244590,3,5,3,3,5,4,6,2
G24522,3,2,3,4,2,3,1,2
G246830,5,4,5,4,4,4,4,4
G248257,3,4,3,3,4,3,4,3
G250165,4,4,2,5,4,3,4,5
G250913,4,4,3,3,3,3,4,3
G254016,5,4,5,2,5,3,3,2
G255435,5,5,6,3,3,5,5,4
G257423,3,2,2,4,2,4,4,2
G257426,2,3,3,3,4,1,2,2
G258705,3,2,3,3,3,4,2,5
G262368,4,5,4,6,1,5,5,3
G265562,3,3,2,4,4,3,4,1
G265983,2,2,2,4,4,2,4,4
G267189,3,2,4,2,4,3,2,3
G26954,2,2,4,4,4,4,3,4
G271409,5,4,3,2,5,4,3,4
G272085,2,3,3,4,2,3,5,3
G27660,4,3,3,2,5,3,3,3
G277541,4,4,4,5,1,4,5,5
G278278,5,5,5,3,3,4,5,5
G280276,3,5,4,4,3,3,3,4
G28056,3,4,3,4,3,5,4,5
G280682,4,5,3,3,4,2,4,4
G286091,3,4,2,3,3,4,3,4
G287039,2,3,2,5,3,3,2,2
G292619,1,2,2,4,2,3,4,1
G294682,3,3,3,3,4,3,4,6
G298695,3,4,3,4,4,3,3,3
G298866,2,3,3,3,3,4,3,4
G299299,2,2,2,3,2,3,4,2
G29944,3,2,3,4,3,3,5,3
G302426,4,3,2,3,3,4,4,1
G30274,3,3,2,3,3,2,3,4
G307248,3,4,3,4,2,5,4,4
G308571,4,4,2,3,5,3,5,3
G309407,2,3,2,3,4,1,2,4
G311984,3,3,4,3,3,3,4,5
G31296,2,2,3,3,5,3,3,3
G313221,3,4,3,5,3,4,4,6
G313318,3,2,3,3,4,5,2,3
G315668,3,2,3,3,4,3,3,3
G320395,2,1,2,5,5,4,2,3
G320703,4,3,4,4,4,4,5,3
G324107,5,5,4,4,4,6,4,3
G325351,6,4,4,5,3,5,3,4
G329032,4,4,5,3,5,4,4,4
G331576,4,4,3,5,3,5,4,3
G332624,3,2,2,5,4,3,4,2
G335816,3,3,3,3,5,3,3,4
G336446,4,3,4,3,4,4,2,4
G340831,5,4,4,3,5,4,3,3
G341241,5,5,5,4,3,6,5,5
G34233,4,4,3,3,4,3,3,1
G343802,5,4,4,4,3,4,4,4
G346319,2,3,3,2,4,2,2,3
G350853,4,4,5,4,4,3,3,2
G351633,2,2,3,3,6,3,3,2
G354597,2,2,1,3,4,3,3,2
G355202,3,4,3,4,3,4,3,4
G355289,5,6,6,5,3,4,4,2
G355459,3,4,3,6,2,5,5,3
G359370,4,3,4,4,2,3,4,3
G364202,4,5,4,4,4,4,4,5
G364873,3,2,4,4,4,4,4,3
G364947,1,1,1,4,2,2,3,4
G36722,3,3,3,3,5,4,4,5
G367803,2,1,2,3,4,2,3,2
G371724,2,3,4,3,4,3,4,2
G372009,3,3,2,3,3,4,4,2
G372041,4,5,4,4,2,4,4,6
G374414,5,5,5,2,4,4,3,4
G381370,3,2,3,2,4,5,3,4
G382072,1,2,3,2,4,4,2,3
G390885,5,5,4,5,4,4,2,4
G391761,3,4,4,6,2,5,4,5
G39363,5,3,4,4,4,3,2,4
G404485,3,3,2,3,3,2,2,3
G410567,4,3,3,4,3,4,5,3
G412206,2,2,2,1,4,3,3,2
G415738,4,4,3,3,5,3,2,3
G416862,4,4,4,2,4,2,4,2
G417160,5,4,4,4,4,5,4,4
G417957,4,4,4,2,4,4,4,3
G419144,3,2,2,5,3,4,3,1
G419393,2,2,2,5,2,3,3,3
G421530,3,2,3,5,2,2,4,4
G426825,3,4,3,6,4,4,4,3
G427544,3,2,3,4,4,3,3,4
G428249,2,2,3,4,2,3,4,3
G428791,5,5,4,4,3,4,3,4
G434946,4,4,3,4,3,3,5,3
G441045,3,3,3,3,5,3,2,3
G442682,4,5,3,5,2,3,3,4
G44432,4,3,4,3,3,4,4,3
G444516,3,4,5,4,4,5,3,3
G44628,3,3,3,5,3,4,4,5
G447264,4,5,4,3,5,4,4,3
G451064,5,5,3,4,4,5,4,4
G451927,4,4,4,3,5,3,2,3
G453675,5,4,3,3,4,5,5,4
G454055,4,5,4,3,4,6,5,3
G45989,5,5,4,4,3,4,4,4
G460115,3,3,4,4,2,5,4,4
G463713,4,4,4,5,2,5,4,3
G466917,2,3,3,4,4,2,2,3
G470445,2,4,4,5,2,4,4,3
G470750,4,4,4,3,3,4,4,3
G472732,3,3,3,4,4,2,3,4
G480012,4,2,2,4,3,3,4,2
G483633,4,5,3,4,2,4,4,6
G48472,2,2,2,4,3,3,3,1
G485481,3,2,4,5,2,4,3,3
G486098,2,3,2,2,3,2,3,1
G490319,3,3,4,5,2,2,4,2
G491883,5,5,4,4,1,4,5,4
G497362,4,4,4,3,4,4,4,4
G499792,3,3,3,2,4,3,2,2
G502249,3,4,3,3,4,3,4,3
G503565,2,2,2,4,4,1,2,4
G503874,5,4,4,3,3,5,5,4
G505754,4,3,3,5,3,3,4,2
G512688,4,4,3,4,3,4,4,4
G514638,4,5,3,4,4,4,4,3
G516608,2,3,3,3,5,4,3,4
G516698,4,3,4,4,3,4,4,4
G517180,4,3,5,4,4,4,2,4
G525533,4,4,4,4,3,5,3,5
G527970,2,2,2,1,4,2,3,3
G528920,3,2,3,4,3,3,2,3
G534310,4,4,5,3,4,4,4,2
G538504,3,3,4,6,3,3,2,3
G539846,4,3,4,2,4,5,3,4
G540539,4,4,4,5,3,4,5,5
G540903,3,2,2,3,3,2,4,3
G547194,5,4,4,4,3,5,3,5
G548369,3,3,2,3,3,4,3,3
G551449,4,4,4,5,3,4,3,5
G551745,3,3,4,5,4,4,3,3
G55258,3,3,2,5,3,5,3,3
G554632,4,3,3,3,3,2,4,4
G557255,5,7,4,3,4,4,5,4
G557674,3,4,4,3,2,5,3,3
G563440,4,4,4,2,4,3,3,4
G563523,3,3,3,4,4,2,3,4
G56644,3,3,3,3,4,4,4,3
G569062,3,4,4,3,3,5,5,3
G569192,3,3,3,4,3,3,6,2
G570471,4,4,3,4,3,3,3,4
G571225,1,2,1,2,4,2,1,2
G578584,3,4,2,2,5,4,3,3
G581130,2,2,2,3,3,3,4,3
G581987,5,5,3,3,5,3,3,4
G583212,5,5,5,4,4,5,4,4
G584592,3,3,3,5,3,4,5,5
G588673,4,5,4,2,5,4,5,4
G590799,3,4,2,2,5,3,3,2
G591541,3,3,5,4,4,3,4,3
G59211,3,2,4,2,6,2,2,3
G595300,4,3,3,2,4,3,5,4
G598131,4,2,4,4,3,3,5,5
G605184,3,3,4,4,4,4,4,2
G608721,2,1,2,4,3,2,1,4
G610690,5,4,4,3,3,5,4,4
G616093,4,3,5,4,4,3,3,3
G623098,3,3,3,2,4,3,4,2
G627048,3,3,4,3,3,4,3,4
G629174,4,3,4,4,5,3,3,3
G631493,3,3,3,2,4,2,2,3
G632313,3,3,3,5,3,3,2,3
G633258,2,2,4,3,4,2,2,3
G642581,3,3,3,3,4,3,3,3
G647110,4,4,4,4,5,4,4,4
G64810,2,3,1,4,3,3,4,1
G650313,3,4,3,2,5,3,2,2
G650321,2,4,2,3,4,3,2,4
G651788,4,4,2,3,3,4,3,3
G655070,5,4,4,5,3,4,5,4
G661518,4,4,4,1,4,2,3,4
G668616,3,3,4,3,2,4,4,4
G670932,6,5,3,5,3,4,6,5
G670980,3,3,4,3,3,3,4,2
G671583,3,3,3,4,5,4,4,5
G67438,5,4,4,3,1,4,3,4
G676884,2,3,3,2,4,2,3,3
G678658,4,5,6,3,4,4,5,4
G678901,4,4,4,3,3,3,4,3
G680326,3,4,3,5,3,3,4,3
G68954,4,4,2,3,5,2,2,4
G692468,3,2,3,4,4,3,3,4
G695985,4,4,4,3,4,4,3,3
G696221,3,3,2,3,3,4,6,5
G699718,4,3,1,5,3,4,3,5
G700859,3,3,4,2,3,3,3,5
G705750,4,4,3,4,3,4,4,3
G706993,3,3,3,4,4,4,4,5
G707517,3,3,4,4,2,4,4,3
G709630,4,5,4,4,4,4,3,3
G715462,4,4,3,4,3,3,3,3
G721287,4,4,3,3,5,3,3,3
G72246,4,4,3,4,3,3,4,3
G72948,4,4,5,3,5,4,4,3
G730072,2,2,2,5,4,2,3,2
G730827,1,2,2,2,2,3,3,1
G733851,4,2,3,3,4,3,2,2
G734993,2,3,3,5,3,3,4,3
G73581,4,4,5,4,5,4,4,3
G73603,5,4,5,2,4,5,4,4
G736869,4,5,4,3,3,4,4,4
G740292,4,4,4,4,3,3,4,3
G742125,4,4,4,2,4,3,3,3
G745212,5,4,4,5,3,4,3,3
G752725,4,5,3,4,3,4,5,4
G753886,3,2,3,2,6,2,3,3
G755151,4,4,5,4,3,5,2,4
G756797,2,2,3,4,4,2,2,3
G759279,4,4,5,5,3,5,6,2
G761551,5,4,5,4,3,3,5,5
G761865,3,4,4,4,1,4,5,3
G763681,5,4,4,3,3,5,3,4
G763971,4,4,3,2,4,4,3,4
G769178,4,3,5,4,6,4,4,4
G775790,4,3,3,2,4,3,2,4
G777381,3,2,3,3,4,4,3,2
G779348,3,3,3,5,3,3,3,4
G779745,4,4,3,3,3,3,4,4
G786082,3,4,3,4,2,4,3,4
G793552,3,4,4,4,3,3,3,3
G794930,2,3,2,3,3,3,4,2
G795070,3,4,2,2,4,3,4,2
G798762,4,5,4,3,5,4,3,2
G799295,4,3,3,4,2,3,5,4
G799648,3,4,4,4,3,3,3,3
G799664,4,4,3,4,3,4,3,5
G805398,3,4,4,2,3,3,3,3
G813506,2,2,3,4,3,4,3,4
G820541,4,4,5,2,5,3,3,5
G824974,5,4,4,4,3,6,4,6
G827935,4,4,5,4,4,5,2,3
G837666,4,5,4,3,4,3,5,5
G838188,2,2,2,3,3,3,4,3
G838916,3,4,3,2,5,2,3,3
G842176,4,4,4,5,4,3,4,4
G851411,3,3,4,4,4,3,4,2
G851746,5,5,4,3,4,3,3,3
G854983,4,4,4,5,3,4,4,4
G856109,4,3,4,4,4,4,6,5
G861521,3,3,4,4,3,3,3,4
G862093,5,4,5,5,1,4,4,6
G863758,4,3,3,5,2,5,4,5
G864744,2,2,2,4,2,4,4,4
G864898,3,3,4,2,5,2,4,3
G868055,4,5,4,2,4,3,3,2
G868770,4,3,5,4,2,4,4,4
G869245,4,3,3,3,3,4,3,3
G873962,2,2,2,6,1,4,4,5
G879772,4,5,4,5,2,6,3,5
G879941,5,5,4,3,5,4,4,4
G88174,3,2,3,3,4,3,2,4
G885667,4,4,5,4,5,3,5,4
G885904,4,4,6,4,4,4,3,3
G88929,3,3,2,2,4,3,2,3
G890475,4,3,3,3,5,3,3,3
G89397,2,3,3,5,4,2,3,2
G896541,2,3,3,4,2,4,2,4
G897228,4,4,4,4,3,4,4,5
G898600,4,3,4,2,4,4,3,2
G898919,4,3,4,2,4,4,3,5
G902299,3,4,3,5,4,2,2,2
G906721,4,3,4,4,3,5,3,3
G912511,3,4,4,3,3,5,4,3
G912657,4,4,5,3,4,3,2,4
G914245,1,2,3,5,2,2,1,2
G914703,4,3,3,1,4,2,4,4
G916269,4,3,4,4,3,4,3,4
G916594,4,3,4,4,2,5,4,3
G920737,3,3,3,3,5,2,3,3
G922869,4,5,5,3,2,4,5,5
G924265,4,3,4,4,3,5,4,3
G924469,3,3,3,5,2,4,5,6
G92465,3,3,3,3,3,4,3,3
G927101,3,3,4,2,4,2,2,3
G932654,2,2,3,2,4,2,2,3
G932741,5,3,4,3,4,4,6,3
G932953,4,3,4,3,4,3,3,3
G933624,4,5,3,3,4,4,3,2
G934557,1,2,3,5,5,3,2,3
G938547,5,4,5,3,4,4,3,2
G939272,5,3,5,2,4,3,3,2
G939750,4,5,3,3,5,3,4,4
G941019,4,4,4,4,3,4,4,5
G944076,4,3,4,3,4,3,3,3
G944376,4,4,4,4,4,5,5,5
G945520,4,4,3,4,3,3,3,4
G946463,2,3,1,4,4,3,4,2
G947589,3,3,3,5,3,3,2,4
G948882,4,3,3,3,6,3,3,4
G953447,2,2,2,4,2,4,4,3
G954272,3,4,4,5,3,5,4,3
G954415,5,4,4,6,3,4,5,4
G954666,3,3,3,3,4,4,4,4
G956439,4,4,3,4,5,4,5,5
G957553,2,3,3,4,4,2,3,3
G95859,4,5,5,4,4,4,3,4
G962546,3,4,4,4,2,5,4,3
G963411,3,4,2,3,3,3,6,4
G966744,4,4,4,4,3,5,5,4
G972214,3,2,3,4,4,2,3,3
G973898,5,5,5,3,3,3,3,1
G975600,4,3,4,1,5,3,2,3
G97647,3,5,4,3,3,5,4,4
G977357,3,4,4,5,5,3,3,2
G987231,4,4,4,4,3,3,3,2
G988623,2,2,2,5,3,5,3,3
G991106,4,3,5,4,4,3,3,4
G991474,4,4,4,5,3,5,3,5
G991506,4,4,4,2,4,3,2,3
G991685,3,3,4,3,3,3,4,4
G992361,4,4,4,4,5,4,5,5
G99438,1,1,2,3,4,1,4,3
G999447,3,3,4,4,3,3,2,5
G999732,3,3,3,5,4,4,4,4
H01215,5,4,4,4,3,4,4,4
H02721,4,4,4,3,4,4,3,3
H05636,5,4,5,4,4,4,6,3
H08927,3,5,4,3,4,2,3,4
H100331,4,5,4,1,3,3,4,4
H100341,3,4,4,3,5,4,4,3
H10198,1,2,3,5,4,2,3,4
H103547,4,3,3,4,3,4,5,4
H104068,5,4,4,3,6,6,5,4
H104879,3,3,3,4,3,4,3,2
H10521,6,5,3,4,2,3,4,4
H106495,4,2,2,4,4,3,4,4
H107535,2,3,3,2,4,3,2,2
H108393,4,3,4,3,4,3,4,4
H108397,4,3,1,4,3,4,5,3
H111089,4,3,4,2,3,4,4,3
H113074,3,3,4,3,5,3,3,2
H113197,3,3,4,3,4,3,4,3
H113239,5,4,4,5,3,4,4,3
H114965,5,4,4,3,5,3,3,4
H118911,4,4,3,4,3,3,3,5
H126929,4,3,3,4,4,3,3,3
H130516,3,4,3,5,3,4,4,3
H131682,6,4,5,2,5,5,4,4
H134108,4,3,3,5,2,5,4,4
H134577,3,3,3,6,2,5,5,5
H145896,4,4,5,2,5,2,3,3
H146363,4,3,4,3,5,3,2,4
H148227,3,4,3,3,4,3,4,3
H151913,4,4,2,4,4,3,5,5
H153597,3,3,3,4,2,3,3,2
H153949,2,2,3,3,5,4,2,3
H154358,4,3,4,5,2,5,6,5
H155905,3,3,3,2,4,3,3,2
H16644,3,3,2,3,4,3,3,3
H168237,4,4,5,4,2,4,4,4
H17041,1,2,4,4,3,3,3,2
H171672,2,3,3,3,3,3,5,3
H17292,3,4,3,4,5,1,3,3
H173763,3,3,4,4,4,4,1,3
H174467,2,3,4,1,4,2,3,4
H175210,4,5,4,3,3,4,5,5
H176781,5,5,4,5,3,5,5,4
H179945,4,5,5,3,4,3,3,5
H18222,3,4,4,4,2,4,4,2
H183654,3,5,4,3,3,3,3,3
H185700,4,3,3,3,4,3,4,4
H187434,2,3,3,3,4,3,3,4
H199029,2,3,2,3,4,3,3,4
H19974,4,4,4,5,2,4,6,4
H20147,4,4,4,5,5,5,5,4
H202571,3,4,4,4,3,3,3,5
H203149,3,3,3,4,4,2,4,4
H203586,2,2,3,5,4,3,3,4
H203700,4,4,5,1,5,4,2,2
H215697,3,3,2,4,2,4,1,4
H220280,2,3,3,4,3,2,4,3
H220560,3,3,3,3,3,3,4,2
H220719,4,4,5,4,4,3,4,4
H221146,3,4,4,4,2,3,3,3
H227023,3,3,2,3,4,3,4,3
H228822,5,4,5,3,4,4,3,3
H232921,3,3,3,3,4,2,4,4
H233450,3,2,2,2,3,4,3,4
H245198,3,3,3,2,3,4,4,4
H247341,3,3,2,5,3,4,2,5
H247640,4,4,3,2,3,3,5,3
H24863,4,4,3,5,1,5,4,3
H248782,2,4,3,4,4,2,3,5
H251041,4,4,4,3,4,4,5,4
H251318,4,4,3,4,3,4,4,4
H251472,5,5,6,4,3,4,4,3
H262649,3,3,4,4,3,4,3,3
H263050,3,3,3,3,3,3,3,3
H266236,4,3,2,4,3,5,4,4
H268652,5,5,4,4,3,4,4,4
H269415,3,3,4,2,3,5,3,3
H279354,5,4,4,3,4,4,5,5
H283133,2,3,3,3,3,3,3,4
H286080,3,4,4,2,3,3,4,3
H289305,4,4,4,4,3,3,4,5
H289802,3,3,3,4,3,4,4,3
H292733,6,6,5,2,3,4,5,4
H294328,3,4,4,2,3,4,4,5
H297976,3,2,3,2,5,4,3,2
H298416,5,6,5,3,3,5,4,5
H300268,3,4,3,3,2,3,4,4
H304203,5,5,5,3,2,5,5,6
H305043,3,3,4,3,6,1,3,3
H306057,2,3,3,5,2,4,3,3
H307794,3,3,4,3,4,3,4,5
H309760,5,4,5,4,3,5,4,3
H313345,3,3,3,3,4,3,6,3
H314025,2,2,2,4,4,3,3,3
H315719,3,4,5,2,4,6,3,5
H315988,2,2,3,2,3,2,1,3
H316557,3,3,4,2,4,3,4,3
H319659,3,3,1,3,5,3,1,3
H326789,2,2,4,3,3,4,3,3
H329436,5,3,5,4,3,4,2,2
H330611,5,3,4,5,2,5,5,2
H33347,4,3,3,7,2,4,4,4
H337960,1,2,2,5,4,3,2,3
H338128,3,4,4,2,4,3,3,5
H339217,3,4,2,3,4,3,4,4
H339301,4,5,4,4,3,4,4,4
H343519,3,4,3,4,3,4,3,4
H350868,3,3,3,3,4,3,4,3
H35497,4,4,5,4,2,4,4,4
H35820,3,4,3,4,3,3,3,3
H358470,3,3,3,4,3,4,5,4
H361743,3,3,3,4,2,4,4,3
H365334,3,3,4,3,3,4,3,2
H368014,6,6,5,3,3,5,4,5
H368190,2,3,4,4,4,3,4,3
H372061,4,4,5,5,3,4,4,4
H374449,2,2,3,3,5,2,1,3
H375394,4,3,5,6,3,4,5,4
H378177,3,4,5,4,4,5,5,5
H378203,3,3,3,5,4,5,4,5
H380138,3,3,4,4,5,3,3,4
H382978,1,2,2,5,2,4,3,2
H383527,5,5,5,3,4,4,3,3
H385829,3,2,4,3,4,3,4,4
H385873,5,5,6,3,4,3,5,4
H391200,3,3,4,4,3,5,5,4
H393650,1,1,2,4,3,2,4,2
H396745,5,5,4,3,3,3,4,4
H399454,3,3,3,4,1,4,3,2
H400324,5,3,3,2,3,3,3,5
H401803,4,4,3,5,4,3,4,5
H403456,3,4,5,5,2,4,3,5
H404111,3,3,4,3,4,4,4,4
H406692,4,3,5,4,4,4,3,3
H409478,1,2,2,4,4,3,3,4
H411705,3,2,3,4,4,4,3,3
H413751,3,2,2,4,3,2,2,2
H416650,3,4,4,2,4,4,3,2
H418550,4,4,4,5,3,3,3,4
H419829,3,4,3,2,4,2,4,3
H419978,3,3,4,4,4,5,4,4
H421614,4,3,4,5,2,4,5,3
H42526,3,4,3,3,4,3,3,3
H425994,4,5,5,3,3,5,3,5
H427572,5,5,5,4,2,5,5,5
H429618,3,2,3,5,3,3,3,4
H433038,3,3,3,3,4,3,4,3
H433120,2,2,2,5,2,3,2,4
H441282,3,3,3,2,4,3,1,4
H445914,2,3,3,3,4,3,3,4
H44622,3,2,4,2,5,2,3,4
H44900,2,2,3,5,2,4,3,3
H450608,5,4,5,4,4,3,5,4
H452286,4,4,4,3,3,4,4,5
H455492,4,3,3,3,3,3,5,5
H457208,2,2,2,4,4,3,4,4
H463610,1,1,4,3,3,2,4,2
H465886,2,1,3,3,4,3,3,3
H466889,4,4,6,4,4,5,4,4
H466983,5,6,6,4,3,5,4,4
H468406,5,4,4,3,5,3,4,4
H471461,3,5,4,3,2,4,4,4
H472673,3,4,4,1,6,3,2,3
H478829,4,4,4,4,4,4,4,4
H482032,5,5,6,5,2,5,4,4
H483436,5,5,4,3,4,4,3,3
H483940,3,3,4,3,3,5,4,5
H490984,2,3,3,3,4,4,3,3
H497688,3,4,3,4,5,2,3,4
H500107,3,3,2,2,4,4,3,3
H508349,3,3,3,3,5,3,4,1
H509049,5,6,4,6,1,4,4,6
H510824,3,3,4,1,4,2,4,3
H511997,4,4,5,4,4,4,3,3
H513187,4,4,5,4,3,3,5,4
H515536,3,3,3,4,4,3,3,3
H51608,4,4,4,3,3,4,5,4
H518825,3,3,3,3,5,2,3,3
H523291,4,4,3,3,4,4,4,3
H523864,4,4,5,3,3,4,4,4
H525851,4,3,4,4,3,3,4,3
H528993,2,2,1,3,4,2,2,2
H529435,3,2,3,1,5,2,4,2
H530265,2,4,2,2,3,4,5,3
H53122,2,3,2,3,5,4,3,4
H532086,5,4,5,3,4,3,3,5
H536623,3,3,3,5,2,3,5,3
H540729,5,5,6,4,4,5,4,4
H544748,2,2,2,4,2,3,4,4
H545752,5,3,4,2,4,3,3,5
H548788,6,5,5,2,5,4,2,4
H549933,3,5,3,3,4,3,3,3
H550709,4,4,2,3,3,2,2,4
H551955,3,4,3,4,4,3,3,4
H553856,4,5,4,3,3,4,4,4
H557046,3,4,4,4,4,4,4,4
H557601,3,3,3,4,5,5,3,4
H558630,4,3,3,4,3,4,5,2
H566885,4,4,5,2,6,3,3,3
H568978,3,2,4,3,4,3,4,3
H572770,3,2,3,3,5,4,3,3
H572927,4,5,4,4,4,3,3,5
H575679,2,2,1,2,4,3,1,2
H576124,4,4,3,3,3,5,4,4
H581110,4,4,4,2,3,3,4,4
H584520,3,3,3,2,6,3,3,2
H588870,5,6,7,3,2,5,4,4
H593898,4,4,2,2,5,2,2,5
H604389,3,4,3,4,3,5,5,2
H609180,3,3,3,4,2,3,3,4
H61682,5,5,5,1,4,4,3,5
H619362,4,5,5,4,1,3,4,5
H620090,4,5,3,4,3,3,2,4
H620644,2,2,2,2,3,3,1,2
H621471,3,4,4,4,4,4,3,4
H623733,2,3,4,2,4,3,3,2
H624630,3,4,5,2,4,3,3,3
H626146,5,5,3,4,3,5,5,5
H628307,3,4,3,4,5,3,2,4
H630459,3,1,3,3,4,2,3,4
H632227,5,4,3,3,5,4,2,3
H633094,4,4,4,2,6,3,3,3
H634047,3,3,3,4,4,6,4,5
H63433,1,3,3,4,2,4,4,4
H634606,3,3,4,3,4,5,4,5
H63784,4,4,4,4,3,4,5,5
H63833,3,4,4,5,3,3,3,4
H645568,5,4,6,3,4,5,4,5
H646152,5,5,4,3,5,2,3,3
H652696,4,3,5,5,3,4,3,4
H654233,4,5,4,4,2,4,3,4
H658358,2,2,4,4,3,4,2,2
H659207,4,4,6,4,3,5,3,4
H662697,2,2,3,3,3,3,2,3
H66365,5,4,3,4,4,4,3,4
H664759,2,3,3,3,2,3,2,4
H669815,3,3,3,3,4,5,3,5
H671131,4,3,4,4,2,3,4,5
H672869,3,3,4,2,4,3,3,3
H673597,4,3,3,5,3,5,3,4
H674623,2,2,3,5,2,5,3,4
H676214,3,2,5,4,4,4,4,2
H677214,1,1,2,4,3,5,1,3
H68068,3,4,3,3,4,3,4,4
H681000,3,5,4,4,4,3,3,5
H682238,4,4,4,3,3,3,2,4
H682549,3,4,3,3,2,4,4,3
H682725,4,4,4,3,3,4,5,5
H683813,2,2,3,3,3,2,3,3
H683825,3,3,3,4,3,3,4,4
H685776,4,3,4,4,5,3,4,4
H686071,3,2,4,1,3,3,3,3
H686155,4,4,5,3,3,4,2,3
H687284,4,5,3,4,2,3,4,5
H690253,5,5,5,2,5,3,3,3
H691053,5,4,4,5,2,4,5,4
H696459,2,1,2,4,3,4,4,3
H69857,5,5,4,4,3,5,5,6
H699311,1,2,1,4,4,3,2,4
H700435,2,3,2,4,3,2,5,4
H707643,5,3,4,4,3,4,4,3
H710167,3,3,3,3,5,3,4,3
H710205,2,3,3,4,2,4,3,5
H712105,5,5,4,6,2,6,5,3
H714009,5,4,4,3,3,4,5,6
H714912,3,3,3,2,3,5,4,3
H715023,3,3,3,3,4,3,3,4
H716635,3,4,4,3,2,4,5,5
H719093,2,2,4,2,4,2,4,5
H722182,4,4,5,3,3,4,5,5
H722651,6,6,6,3,4,4,4,5
H726356,6,6,5,5,4,5,4,3
H728463,1,3,3,2,5,3,2,2
H738053,3,3,3,5,1,4,4,3
