customer_id,lat,lng,population,children,age,income,marital,churn,gender,tenure,monthly_charge,bandwidth_gp_year,outage_sec_week,email,contacts,yearly_equip_faiure,techie,port_modem,tablet,job_id,payment_id,contract_id,location_id
H683813,32.42759,-97.54354,3810,0,61,50375.2,Never Married,Yes,Male,1.500126,232.6415,676.2344842,11.40109,10,0,0,No,Yes,No,82,3,1,2987
A544585,41.93381,-91.44865,6123,2,88,111592,Never Married,Yes,Male,6.732509,202.6829,1153.214047,9.241887,14,1,0,No,No,No,69,4,1,6670
A903151,39.16523,-94.5229,14673,0,54,37928.26,Separated,Yes,Male,1.442102,222.6792,837.2614393,6.726035,13,0,0,Yes,No,No,292,2,2,817
I950522,39.71039,-81.27687,35,4,27,40826.44,Separated,No,Female,10.89683,147.4421,1246.67277,7.683895,15,0,1,No,Yes,No,350,4,3,2584
H304203,42.94508,-90.96765,158,0,49,25770.44,Divorced,No,Female,10.69505,137.4698,1364.959051,10.45012,15,2,1,No,No,No,289,3,1,2531
J512358,39.57307,-75.98179,771,3,46,49535.29,Married,Yes,Female,6.905862,199.9902,1606.823213,13.56355,18,0,0,No,Yes,No,603,2,1,4625
O886055,42.59042,-122.9275,12338,4,35,14113.73,Divorced,No,Female,22.31932,152.4952,2343.988024,10.59909,6,1,0,No,No,No,158,2,1,5938
K114992,40.83348,-81.76594,13410,0,58,63348.18,Never Married,Yes,Female,4.984918,172.4705,1108.077901,7.353978,12,0,0,Yes,No,No,144,3,1,5120
B352309,39.9914,-91.23958,1316,0,30,17104.77,Widowed,Yes,Male,10.45497,139.9861,1307.834074,8.738173,11,2,0,No,No,No,616,1,1,7726
J20736,31.25813,-84.0423,764,3,67,23481.88,Divorced,No,Female,18.81683,184.9647,1907.20649,6.923674,12,0,0,No,No,No,442,4,3,1674
Y857689,39.31184,-93.19745,227,0,35,20613.38,Married,No,Female,18.01018,167.4564,1686.417922,10.66687,7,3,0,Yes,No,No,407,4,3,1493
G730827,39.73261,-103.1073,120,1,79,142650.5,Never Married,Yes,Male,5.014012,245.1283,1501.093332,2.820841,10,1,0,No,No,Yes,357,4,2,963
M257399,42.67197,-73.23904,7955,1,87,17100.24,Married,No,Female,9.817033,127.4887,954.2700173,9.040639,10,0,0,Yes,No,No,325,3,3,1694
A613026,35.46631,-86.9918,4204,1,55,31492.57,Widowed,Yes,Female,7.437784,230.1051,1170.676993,6.754503,9,0,0,No,Yes,No,414,2,1,2463
W365194,41.0123,-100.3726,900,1,54,12652.67,Married,No,Male,1.280324,139.9568,436.2297665,8.249498,14,2,0,No,Yes,Yes,413,4,3,1132
B705971,40.54736,-90.86657,1121,4,72,19685.04,Separated,Yes,Male,13.43811,174.9768,1965.462483,15.8001,12,0,0,No,Yes,Yes,292,4,1,3238
B482277,33.66067,-84.38709,16398,4,81,65315.4,Widowed,No,Female,3.765838,137.4686,494.8412692,9.956429,12,0,0,No,No,No,107,3,1,1135
L223677,37.75515,-121.9727,35102,0,63,42613.78,Divorced,No,Female,12.50419,162.4833,1636.48816,11.10537,14,5,0,No,No,No,304,2,2,8211
T809308,27.89683,-82.67971,8093,0,28,8414.55,Divorced,No,Male,1.798433,179.9476,528.989098,18.77915,6,2,1,No,Yes,No,305,3,3,5191
P855307,44.68734,-69.64364,37,0,18,4397.39,Never Married,No,Female,7.35817,182.447,961.4048126,11.2971,12,1,1,No,Yes,No,284,2,1,8338
J489262,38.81693,-90.06612,2172,0,73,27105.8,Married,Yes,Female,7.744129,167.4564,720.6519058,7.526996,11,0,1,Yes,No,No,35,2,1,1700
T966251,27.14476,-80.94553,24163,4,76,20552.64,Divorced,No,Male,16.79677,139.9792,1820.926895,11.71667,11,0,0,No,Yes,Yes,467,1,2,488
Z34186,37.08814,-79.78134,4180,3,20,12188.82,Divorced,No,Prefer not to answer,1.311693,152.466,530.0519539,8.063233,10,1,1,No,Yes,No,373,3,3,1390
I161979,38.90468,-77.0315,13222,4,61,24625.37,Separated,Yes,Male,6.960522,162.4676,1466.444336,10.06942,12,2,1,No,Yes,No,214,4,1,3204
S19660,35.72596,-82.52324,21314,3,61,7418.73,Never Married,Yes,Female,5.525134,277.6513,1288.15613,8.417611,9,1,0,No,Yes,No,302,1,1,7505
F247943,33.2863,-84.27969,36986,6,85,25696.67,Widowed,Yes,Male,10.29048,194.9663,1815.26546,7.655763,10,0,1,Yes,No,No,501,2,1,4401
V981763,30.5329,-87.28294,14524,1,48,26594.83,Never Married,No,Female,18.32904,162.447,2206.253895,8.578558,16,3,0,No,No,No,210,2,2,2762
P514284,35.36899,-78.07487,38865,2,82,24431.39,Married,Yes,Male,1.794202,174.9768,917.029715,9.044468,16,2,0,Yes,Yes,No,165,1,2,4432
K159541,39.3494,-88.64047,964,0,24,67833.88,Separated,No,Female,16.38978,142.5007,2095.926619,10.84353,12,2,0,Yes,Yes,Yes,364,3,2,6012
S627734,28.27173,-81.6902,19855,4,59,39258.2,Separated,No,Female,22.34478,194.9744,2231.25397,12.23081,14,1,0,No,Yes,No,74,3,1,8132
Z481614,29.83601,-90.11042,56308,0,55,51872.86,Separated,Yes,Male,12.91538,217.4702,1524.881001,10.35484,16,1,0,No,Yes,No,134,4,1,3656
X147999,42.88621,-71.13378,2309,0,54,41212.98,Married,Yes,Male,11.59627,202.6362,1929.992785,11.74908,16,2,0,No,No,Yes,597,4,1,458
I246752,37.48296,-120.6619,871,4,82,38585.6,Married,No,Male,15.2121,167.4564,1508.478673,12.38931,9,2,0,No,Yes,No,95,1,2,1266
H61682,38.92505,-95.55884,3417,10,42,20896.26,Never Married,Yes,Male,3.771607,207.4974,1117.284921,8.884262,14,1,0,Yes,No,No,381,2,1,1119
Z155409,38.16914,-88.04315,1175,0,41,60239.95,Never Married,No,Male,11.64744,162.4827,1381.77131,6.304689,6,1,0,No,No,Yes,234,2,3,396
H932507,46.44874,-94.00749,1970,1,34,47017.43,Divorced,No,Male,25.72493,124.9781,2354.102724,12.82818,14,1,0,No,Yes,No,55,1,2,4159
Q417407,42.45255,-95.16234,1024,1,34,11250.31,Divorced,Yes,Female,1.393262,240.1149,722.2139832,10.42511,12,1,0,No,No,No,126,1,2,5151
Z628420,45.6115,-88.16741,782,0,81,70435.61,Divorced,Yes,Male,12.173,149.9447,1619.686288,12.17307,11,1,0,No,Yes,No,167,4,1,2017
O845822,37.83504,-89.65967,445,2,53,12861.54,Married,No,Female,8.909806,139.9875,1342.337702,9.308406,16,1,1,No,Yes,Yes,594,1,2,5684
X697479,26.05908,-80.32174,15226,2,88,40879.22,Separated,No,Male,10.48608,112.4551,874.0562063,10.82274,19,1,0,No,No,Yes,257,3,1,4204
Q373527,36.73291,-119.7837,7611,4,23,44462.77,Divorced,No,Female,19.26465,104.9643,2203.565459,13.03399,10,1,0,Yes,No,No,88,2,1,6641
P529004,41.87167,-111.9947,841,1,67,31614.26,Widowed,Yes,Male,6.24751,175.1331,986.8685971,14.64439,14,1,1,No,Yes,No,212,4,1,2304
C18933,46.73543,-112.3053,67,1,21,40895.64,Separated,No,Male,9.063713,92.5018,1031.540479,11.06501,9,1,0,Yes,Yes,No,382,4,2,8234
W664355,41.72464,-87.82808,14018,0,68,20306.89,Never Married,Yes,Male,10.02603,162.4937,1183.503581,9.811647,16,1,0,Yes,No,Yes,297,3,1,5394
P279595,38.05619,-81.32385,475,0,44,61478.9,Divorced,Yes,Male,28.22989,139.965,3068.956506,13.91858,15,0,1,No,No,No,39,3,1,5474
B455335,43.72735,-74.30538,24,1,47,81376.2,Separated,No,Male,7.617535,159.9656,1326.411799,9.650519,5,3,2,Yes,Yes,No,357,4,3,5520
N421546,43.94335,-91.84355,2580,6,58,46435.57,Divorced,No,Female,20.58561,140.0049,2005.474189,13.58247,10,0,0,Yes,Yes,No,133,1,3,7663
N224205,43.18417,-112.7684,1283,5,75,40402.71,Married,No,Male,12.359,159.9794,1827.076857,6.136428,14,0,0,No,Yes,No,118,3,1,2105
B225501,33.91706,-86.23811,2625,0,26,11476.29,Widowed,No,Male,8.437873,82.49655,923.1400229,9.656318,6,0,0,No,Yes,No,632,4,2,8437
I33248,31.82637,-93.02461,107,2,30,9336.09,Married,Yes,Female,14.01692,207.4754,2099.82555,14.27424,15,1,0,No,Yes,No,397,3,1,1997
G786082,39.47351,-95.23196,417,2,53,28954.2,Never Married,No,Female,1.506136,159.9349,460.5286853,7.942358,16,1,1,No,Yes,Yes,369,3,2,951
E135018,47.40863,-93.90402,4979,0,29,32952.41,Separated,Yes,Male,5.457127,202.65,1589.753327,9.749545,8,4,0,No,Yes,No,365,2,3,4111
D285590,41.2105,-85.69774,5295,0,88,71113.67,Never Married,No,Female,4.148103,124.9781,296.0266799,11.26128,10,0,0,No,No,Yes,416,1,3,8428
E564058,44.27155,-101.1956,612,0,42,46183.09,Separated,Yes,Female,8.867664,252.6378,1362.782508,8.650145,10,0,0,Yes,Yes,No,119,4,1,150
W664734,26.80467,-80.62356,8618,0,51,90253.73,Never Married,Yes,Male,6.663036,162.447,1292.032339,10.96431,7,1,0,No,Yes,No,206,4,1,5538
Z172324,41.6548,-86.25879,10980,4,68,57292.08,Widowed,No,Female,1.563383,124.9607,673.250968,9.906298,10,0,0,No,Yes,Yes,75,2,3,2735
T35900,40.47511,-79.95285,12237,2,46,42550.92,Divorced,Yes,Male,13.75426,277.6375,1947.058707,9.513517,12,1,1,No,No,No,400,2,1,7792
V955342,44.32503,-88.62775,9145,0,89,38411.45,Married,Yes,Male,2.367066,232.6378,1136.589804,8.846501,14,0,0,No,No,No,508,1,1,7362
C36361,36.05359,-95.80494,62429,1,30,51136.82,Never Married,No,Male,2.333094,140.0049,530.0667964,4.791388,15,1,0,No,No,Yes,164,4,1,2372
B269529,39.73761,-86.09695,39227,0,56,17595.76,Never Married,No,Male,14.86158,159.9512,1439.925812,5.549034,9,2,1,No,Yes,Yes,12,3,1,961
D873060,45.55988,-96.56527,5,0,31,31609.92,Widowed,Yes,Female,1.768753,220.1478,736.3553892,8.776267,11,2,1,No,Yes,No,101,4,2,3627
S597816,34.30309,-90.43193,1116,2,81,61843.65,Widowed,Yes,Male,18.25291,182.4762,1863.348549,7.89302,13,1,2,No,No,No,426,4,1,6203
Q226767,33.74478,-84.37513,22275,4,48,5952.44,Divorced,No,Male,1.275948,107.5286,476.7850753,8.355446,8,1,0,No,No,No,581,1,1,3233
F926070,40.82019,-80.01925,274,1,41,54507.42,Divorced,Yes,Female,29.95876,255.1417,3119.385384,6.322552,9,2,0,No,No,No,26,3,1,3110
E740186,30.15874,-91.78739,19546,4,87,62656.2,Widowed,No,Female,2.073632,129.9621,861.7738077,9.916894,9,1,0,No,Yes,Yes,518,3,2,4676
D470800,44.51317,-98.00368,224,2,61,41577.62,Never Married,No,Female,10.49402,139.9349,1584.241573,10.1125,11,1,0,Yes,No,No,474,4,3,1011
L693816,37.42868,-121.9434,27224,8,76,27520.03,Never Married,Yes,Male,6.368504,202.65,1756.610979,10.02298,13,1,0,No,Yes,Yes,603,3,1,4841
K421567,40.75342,-93.31808,2625,2,82,24128.19,Widowed,Yes,Female,7.674186,162.4937,924.1809843,10.53533,9,1,0,No,Yes,No,211,4,1,383
H330611,44.94966,-69.25694,2032,1,65,40835.59,Married,No,Female,16.75789,172.4705,2080.564441,8.848665,15,3,0,No,No,No,391,3,2,1922
E25818,30.40606,-87.29175,1034,3,40,21334.55,Widowed,No,Male,8.473966,162.4982,1208.504726,8.568261,16,1,0,No,No,No,512,3,1,1417
K111418,70.64066,-159.9304,508,2,33,27065.94,Married,No,Male,30.82191,162.5005,3042.656083,10.79675,12,0,0,No,No,Yes,323,3,1,616
Q154549,39.23206,-93.04875,2539,5,55,47950.33,Divorced,Yes,Female,7.8432,147.4421,935.4475784,11.70586,10,1,1,Yes,Yes,Yes,588,1,1,3703
Y901042,38.66652,-77.42484,26902,0,29,36470.53,Widowed,No,Female,8.03514,114.9728,798.0189824,4.254491,15,2,1,Yes,No,Yes,486,3,2,5824
J567825,26.56799,-82.01544,37375,1,82,36598.52,Never Married,Yes,Male,5.150963,165.0182,822.9997439,10.76274,12,1,1,No,Yes,No,481,4,1,5253
C816362,40.7829,-77.17549,2131,3,56,20980.42,Never Married,Yes,Female,24.2732,275.1336,2765.521967,9.720452,12,0,1,Yes,No,No,361,2,1,2970
Y07907,39.58137,-89.9399,2122,3,76,6315.61,Married,No,Female,9.38517,255.1555,1461.269401,7.590769,7,0,1,No,No,Yes,108,4,3,3739
G404485,44.34026,-123.3605,2684,4,80,6074.44,Separated,Yes,Female,13.81972,162.4713,1438.002278,10.997,14,2,1,No,No,No,62,1,1,6023
L927003,38.58746,-77.69398,3182,2,74,36966.64,Divorced,Yes,Male,1.37258,187.656,680.4074741,8.401275,11,1,0,No,No,No,54,4,2,8010
F477453,42.63776,-82.57958,11885,4,18,18377.18,Married,No,Female,1.84687,137.4872,464.4350832,13.42037,7,0,0,No,No,Yes,108,1,3,5499
E706607,40.55778,-87.88532,1485,4,63,128114.3,Widowed,Yes,Female,12.23147,217.4702,1483.466725,9.466427,10,0,0,No,Yes,No,11,4,1,857
Q69497,35.18591,-99.24866,1114,0,30,21200.76,Separated,No,Male,6.554584,127.5112,831.986868,13.4046,11,0,1,No,Yes,Yes,290,4,3,768
X672018,29.11262,-97.75698,281,0,23,47958.56,Divorced,Yes,Female,2.599617,149.9913,650.0225046,10.47559,13,1,0,No,Yes,No,194,4,1,1282
J509388,32.7398,-117.2437,31148,0,81,30462.45,Married,Yes,Male,2.827378,164.967,965.4344564,10.7882,13,1,0,No,Yes,Yes,132,4,1,3167
Z177465,33.90855,-90.75661,217,2,76,20382.46,Separated,Yes,Male,16.12971,197.484,2275.291432,9.545723,11,2,0,No,No,Yes,232,4,1,4710
W872847,39.9731,-82.96898,8368,0,29,41658.22,Married,No,Female,23.9038,137.4836,2593.650846,12.06193,10,0,0,No,Yes,No,395,4,1,7684
L639744,32.27507,-99.52899,7379,0,88,35311.08,Divorced,No,Male,1.73409,184.9647,428.5644943,11.88241,11,2,1,No,No,No,257,4,1,3986
O566378,31.18888,-95.25573,98,2,18,9961.23,Separated,No,Male,17.45182,124.9781,1759.464436,16.08459,13,0,2,No,Yes,No,465,1,3,2553
I138940,33.53232,-85.2632,7351,0,82,43867.04,Never Married,Yes,Prefer not to answer,3.82548,222.6143,1134.14173,9.438856,12,2,0,No,Yes,No,298,2,3,539
S281020,40.69196,-74.46494,3231,4,88,6742.39,Widowed,No,Male,10.00949,139.9816,1236.291583,10.33351,14,0,0,No,Yes,No,444,3,2,40
G410567,44.56975,-96.69075,456,4,63,39377.62,Married,No,Male,15.81095,142.5007,2126.056803,8.983351,10,3,1,No,Yes,Yes,242,1,3,2067
T577346,28.94734,-100.5923,777,4,43,77380.28,Divorced,Yes,Female,4.310974,240.1149,1024.131285,10.7808,14,1,0,No,Yes,No,296,2,2,4264
Y833178,44.59856,-68.91904,1001,0,86,40628.46,Separated,Yes,Female,1.200106,164.9889,336.3711095,12.11645,9,1,0,Yes,No,Yes,258,2,1,7079
O404871,36.77912,-93.11433,5981,5,23,29680.81,Divorced,Yes,Female,1.99818,194.9768,758.9886777,8.997143,8,0,0,No,No,No,495,3,1,3651
E356128,35.85921,-78.82712,32801,1,18,35023.76,Separated,No,Female,16.93745,137.4686,1688.294747,6.530306,13,1,1,No,No,No,417,1,3,258
Z681811,40.36894,-74.00421,8867,3,21,14527.8,Widowed,Yes,Male,13.05373,220.1185,1761.265371,9.976783,12,2,0,Yes,No,Yes,58,2,1,2739
N524531,39.88326,-76.7119,2226,3,45,38936.96,Married,No,Male,3.533323,182.4676,793.8062657,10.54543,10,3,1,No,No,No,60,1,1,8435
C221288,32.99129,-105.8915,2139,10,20,30767.83,Never Married,No,Female,16.93329,179.9476,2020.896358,11.6043,12,1,0,No,Yes,No,20,2,1,8347
X821996,32.77183,-92.36288,9996,0,59,27832.64,Widowed,No,Female,2.888303,134.9509,296.7260391,9.824765,16,1,1,No,Yes,No,507,1,3,2674
R105246,44.98779,-123.2065,647,3,54,44711.74,Widowed,Yes,Female,6.307859,107.4806,862.6906733,11.79632,13,0,0,No,No,No,600,2,1,5110
C229879,31.33328,-87.2006,39,0,67,7004.93,Never Married,Yes,Female,4.812563,172.4885,1003.080929,6.914264,9,0,0,No,Yes,No,339,2,1,5512
U168359,38.95976,-87.09107,1332,10,63,18129.29,Widowed,No,Male,25.10781,149.9621,2646.099689,12.06529,17,1,0,No,No,No,493,3,1,2341
M661436,27.97958,-82.77982,25445,0,46,6843.81,Separated,No,Female,10.32034,162.447,1525.81124,11.13605,9,1,0,No,Yes,No,370,4,3,5069
T495094,40.96329,-81.68998,8549,1,32,49271.78,Divorced,Yes,Male,16.7433,245.147,2536.53749,13.31371,11,0,0,No,No,No,1,1,3,7716
O549028,44.95325,-74.32488,2192,1,38,52374.17,Married,No,Female,6.652608,252.6378,1225.184798,12.83511,14,2,1,No,No,No,423,4,3,4515
C215264,33.62333,-96.43179,2879,0,20,39603.42,Never Married,Yes,Male,6.7064,159.9875,877.2126863,10.19664,12,2,1,Yes,No,No,273,2,1,7137
G499792,41.02127,-74.33188,7999,6,25,138555.9,Divorced,Yes,Male,11.96096,142.4827,2058.120961,13.31326,12,3,0,No,Yes,No,154,1,1,4906
R981365,33.6425,-117.8417,17086,2,71,20246.17,Married,Yes,Female,7.900866,184.9853,1063.793472,9.072518,13,0,0,Yes,No,Yes,138,1,1,6662
J832286,33.90187,-117.9173,23867,3,41,18373.26,Separated,No,Male,4.245295,147.4421,707.2606071,6.015014,12,2,0,No,Yes,Yes,289,2,1,7240
T604835,46.80184,-120.6751,17148,3,64,35087.57,Widowed,No,Female,10.0496,210.138,1421.06817,4.641244,16,0,1,No,Yes,No,289,1,3,3117
I643695,41.03938,-85.73048,24,1,56,31246.25,Divorced,No,Female,11.46674,132.4798,1715.911701,8.943512,10,2,3,No,Yes,Yes,66,1,1,6565
D888294,32.92201,-95.57201,3368,6,84,4566.8,Widowed,Yes,Male,4.469398,159.9942,834.0925038,12.25739,13,0,0,No,Yes,No,438,3,1,5742
M477891,33.03734,-83.92709,16459,3,55,77277.55,Widowed,No,Female,10.59491,184.9647,1272.863604,13.77913,14,0,0,No,Yes,Yes,609,1,1,6678
D33088,37.27426,-80.6343,148,9,21,33765.05,Separated,Yes,Male,2.82818,182.49,1092.512913,7.328353,11,2,1,Yes,No,No,524,1,1,4386
Z865787,35.07588,-85.75437,6402,1,77,15205.14,Divorced,Yes,Female,6.71156,255.1665,1200.461726,15.12772,12,2,0,No,No,Yes,556,1,3,1179
P151266,36.55169,-97.85715,414,1,38,32982.82,Widowed,No,Female,5.25157,127.4421,1069.18746,14.32552,11,1,0,No,Yes,No,131,4,2,2286
Q616832,40.80636,-84.17079,12407,3,40,13139.33,Married,No,Male,16.4299,179.9794,1800.326325,9.181711,15,0,0,No,No,No,142,4,1,508
R882445,41.3938,-73.83612,8483,1,58,48293.12,Never Married,Yes,Male,7.896371,202.65,1725.323883,11.58885,13,0,0,No,Yes,Yes,454,3,1,1002
C72437,48.05707,-115.7696,702,1,56,83923.73,Divorced,Yes,Female,15.06815,119.9897,1516.686884,11.80835,12,1,0,No,No,No,510,3,1,6157
E553347,44.78225,-85.39565,6891,2,55,10487.07,Widowed,Yes,Male,3.700985,252.624,924.6142337,9.235801,17,1,0,No,No,No,214,2,1,8180
B129670,37.60316,-85.43182,218,0,45,25280.79,Married,No,Male,17.26451,127.4421,2082.052634,12.03055,10,0,1,No,Yes,Yes,75,2,3,7353
T399319,34.51014,-83.59159,10818,2,22,58622.05,Widowed,No,Male,16.5852,182.4433,2329.310551,7.701754,11,2,0,No,No,No,341,3,2,5291
U954852,37.55547,-82.62666,727,1,20,28051.07,Divorced,No,Female,10.81514,195.0062,1341.508482,11.13448,17,0,0,No,No,No,146,2,2,7840
R934554,40.31244,-78.39147,5587,3,50,70321.71,Separated,Yes,Male,4.617824,187.4847,967.8404944,12.99114,10,0,1,No,Yes,No,435,4,1,5653
E926120,46.61557,-95.55126,6210,2,63,16538.08,Widowed,No,Female,2.237975,139.9678,492.0307787,11.55503,12,1,0,No,Yes,No,54,1,3,5567
Q806598,42.52965,-88.71557,2243,0,34,27290.36,Divorced,No,Male,12.14453,159.9512,1289.426725,10.26872,13,1,0,No,No,No,166,2,1,8374
K669942,35.68854,-94.27204,778,1,83,60280.07,Never Married,No,Male,23.86996,132.466,2609.91314,5.547264,12,1,2,No,Yes,No,163,1,1,6394
H203586,35.06241,-83.72758,8759,2,62,21987.29,Widowed,Yes,Male,7.495281,127.4586,968.8124201,12.33937,14,3,1,No,No,No,144,3,1,2562
M664307,42.15002,-76.95274,1833,4,60,23624.9,Never Married,No,Prefer not to answer,8.756923,149.9483,964.5339675,9.360451,10,2,2,No,Yes,Yes,462,4,1,987
D308819,40.17005,-105.2036,34791,0,18,46431.14,Divorced,No,Female,5.874949,194.9663,1406.140722,5.272185,14,0,0,No,Yes,No,236,1,3,4437
P770229,41.66031,-84.55807,2371,2,19,58988.72,Divorced,No,Prefer not to answer,7.238006,154.9618,1495.619695,12.18282,12,1,0,Yes,Yes,No,512,3,3,8399
I445425,43.67849,-86.46311,1509,5,25,67537.98,Divorced,No,Female,5.449246,120.0035,1034.133433,10.68361,11,1,0,No,Yes,No,461,2,1,3153
R714397,41.22222,-93.24101,822,1,35,4480.29,Married,No,Female,5.614074,127.4421,1108.726166,7.043901,9,1,0,Yes,No,Yes,136,1,2,4390
F60760,34.54918,-86.38259,4869,0,55,57944.08,Separated,No,Male,4.534721,172.4555,761.9139877,4.652367,12,1,0,No,No,No,631,3,2,3399
G271409,39.54706,-87.32665,12695,4,25,80674.2,Divorced,Yes,Male,10.06395,220.1615,1686.732783,11.83935,12,0,1,No,Yes,No,144,3,3,1559
S509823,38.98979,-99.75605,34,2,66,67090.95,Divorced,No,Male,22.12945,147.4783,2047.373281,16.16998,19,1,0,Yes,No,No,182,3,2,6127
Y244740,36.13005,-89.69069,6917,0,82,22420.64,Separated,No,Male,15.51392,79.97886,1244.129071,9.097873,14,3,0,Yes,No,No,76,1,2,7411
W832522,37.90612,-91.24857,5060,1,23,75633.41,Married,Yes,Male,4.526424,164.9785,1395.575443,12.41174,13,1,1,Yes,No,No,142,2,3,1427
D676040,43.71377,-98.04725,18465,1,42,18944.96,Divorced,Yes,Male,6.183692,172.4579,981.2775952,11.64528,14,2,1,No,No,No,28,2,1,6237
K507325,30.92503,-86.43981,3104,0,66,8840.8,Widowed,Yes,Female,17.27999,257.6549,2074.948906,8.721081,14,1,0,No,Yes,No,219,4,1,4629
A22477,46.85617,-96.82207,49344,0,86,40316.05,Never Married,No,Male,3.628867,184.967,601.2192303,15.35399,10,2,0,Yes,No,No,573,2,2,5790
C324392,43.1472,-88.23476,19151,1,73,29693.07,Divorced,No,Male,4.888977,147.4601,532.1499344,12.20093,8,1,0,No,Yes,No,600,3,1,839
M516584,34.44934,-92.2056,3650,0,43,18677.06,Divorced,No,Prefer not to answer,4.431604,117.472,542.7248776,5.566881,12,0,0,No,Yes,No,110,1,1,4171
A595003,25.85114,-80.14141,40005,1,83,18549.91,Never Married,No,Female,8.377189,240.1149,1133.808688,15.31929,10,0,0,No,No,Yes,400,1,2,716
M812363,42.13619,-85.84016,6608,0,72,50263.94,Widowed,Yes,Male,21.09953,174.9882,2540.062525,10.2098,15,1,1,No,Yes,Yes,418,1,1,6095
H404111,31.89314,-89.71877,9679,1,38,18967.02,Divorced,Yes,Female,1.989684,217.484,714.7114049,8.659247,11,1,0,No,Yes,No,271,1,2,1825
C980527,35.53869,-104.927,19039,3,76,57675.63,Widowed,Yes,Male,17.55759,184.9797,2258.203171,12.84399,14,1,0,Yes,No,No,313,1,1,1043
O608143,29.60797,-81.88407,10450,1,79,40279.05,Never Married,No,Male,10.55294,169.9741,1119.402193,10.19629,11,1,1,No,No,No,496,1,3,5166
M739753,33.69578,-112.1719,19649,4,38,33868.71,Widowed,Yes,Female,8.436679,129.9763,1214.354546,14.47447,12,1,1,No,No,No,159,4,1,2405
J773316,35.74049,-78.71758,46589,1,51,48969.64,Never Married,Yes,Female,15.2198,147.4421,1429.845787,9.289829,11,0,0,Yes,Yes,Yes,68,4,1,5788
C94744,38.84808,-90.28876,17879,4,68,22041.71,Widowed,Yes,Male,9.436909,149.9598,1150.114958,10.00097,14,3,0,No,Yes,Yes,90,3,1,634
V252156,39.30879,-123.756,2277,3,65,25491.07,Separated,Yes,Male,13.50244,192.4705,1544.180199,17.44685,7,0,0,Yes,Yes,No,307,2,1,6594
A995509,31.81488,-101.0464,1141,2,77,23705.5,Widowed,Yes,Male,1.717359,152.4579,944.8425929,10.81239,10,0,1,Yes,Yes,No,411,4,2,5116
N213769,29.20448,-98.77533,7362,0,39,16680.61,Divorced,Yes,Female,2.199825,182.4653,518.7305953,4.06556,10,1,1,No,Yes,No,439,1,1,3661
V639117,33.16876,-100.0377,77,0,73,108960.7,Never Married,Yes,Female,1.387769,159.9656,617.6429974,8.92923,13,1,1,Yes,Yes,No,48,1,1,7684
P299531,34.44481,-117.6251,6282,4,51,18347.2,Widowed,Yes,Female,10.39542,220.1615,1581.59431,11.30999,11,1,0,No,Yes,Yes,316,1,2,919
M649398,41.3011,-123.9904,337,3,78,41305.01,Separated,Yes,Female,9.026366,182.49,1146.502548,10.98554,12,1,0,No,Yes,No,213,1,1,2415
W424467,37.23018,-82.70802,692,0,66,66284.45,Married,No,Female,1.500082,105.011,155.5067148,10.44775,14,0,1,No,Yes,No,36,1,3,7207
B12658,47.52899,-114.1102,7186,3,38,68024.79,Separated,Yes,Female,4.243723,232.6415,1021.747631,6.654657,14,0,0,No,No,No,155,1,1,3029
J874338,36.43001,-77.72095,25792,1,47,53148.58,Married,Yes,Female,1.736879,104.9629,374.332233,10.27957,12,0,0,No,No,No,204,3,1,162
B276870,40.26517,-76.88281,0,5,53,20473.21,Widowed,Yes,Female,7.359812,152.509,1170.830123,16.84547,16,0,0,No,Yes,No,204,2,2,930
G298695,35.92722,-115.2083,40,1,59,11132.31,Widowed,Yes,Male,9.328119,194.9663,1667.732624,6.652103,10,2,0,Yes,No,No,150,2,1,8259
C308399,28.9529,-96.24037,87,2,20,42461.74,Widowed,No,Female,17.98715,165.0113,2047.681612,14.62764,12,1,1,No,No,No,131,1,3,5592
H810717,26.52439,-80.1075,44249,5,38,18437.44,Never Married,No,Male,25.68869,174.9755,2790.931185,9.653367,16,1,0,No,No,Yes,355,3,1,1292
U509405,38.16833,-121.3103,3881,1,43,52633.73,Divorced,No,Female,9.499599,172.4733,1193.771492,12.48083,14,0,0,No,Yes,No,39,4,3,4545
A936347,42.60873,-73.86589,16649,1,37,22641.64,Never Married,Yes,Male,1.13143,207.4811,730.8534585,8.90737,11,0,0,No,No,Yes,159,4,1,3775
S199884,26.21204,-80.2696,47974,3,30,19713.67,Separated,Yes,Male,6.472433,182.49,1176.899402,11.38017,11,3,0,Yes,Yes,No,541,4,1,7345
S287151,30.55759,-93.4503,1656,0,19,34970.28,Widowed,No,Female,3.155929,162.4653,1076.138741,7.131124,13,2,0,No,Yes,No,170,2,2,2146
K261171,40.95286,-86.57828,1538,0,82,19437.76,Married,No,Female,11.88503,124.9643,868.8224639,12.94698,16,2,0,No,Yes,No,100,3,3,2731
Y875215,48.01877,-122.7495,3141,2,31,23901.05,Separated,No,Male,4.448953,172.4871,977.9373731,9.31691,16,2,0,No,No,Yes,125,3,2,4244
H361743,44.33165,-71.81169,5931,4,30,23089.13,Never Married,Yes,Male,8.962034,159.965,1245.735579,12.33102,9,0,0,Yes,Yes,No,49,2,2,2913
J499878,34.1872,-83.04685,3256,5,37,45251.32,Widowed,Yes,Female,1.796113,245.1612,1042.042108,9.532535,12,2,0,No,Yes,No,72,4,2,2047
