location_id,zip,city,state,county
5798,64113,Kansas City,MO,Jackson
2563,30296,Riverdale,GA,Clayton
4887,55746,Hibbing,MN,St. Louis
1685,21131,Phoenix,MD,Baltimore
4457,50469,Rockwell,IA,Cerro Gordo
6864,76380,Seymour,TX,Baylor
4429,50237,Runnells,IA,Polk
3763,44108,Cleveland,OH,Cuyahoga
6616,73753,Kremlin,OK,Garfield
6445,72099,Little Rock Air Force Base,AR,Pulaski
5972,66503,Manhattan,KS,Riley
3612,42374,South Carrollton,KY,Muhlenberg
4308,49332,Mecosta,MI,Mecosta
2883,33579,Riverview,FL,Hillsborough
638,8734,Lanoka Harbor,NJ,Ocean
3490,40953,Hinkle,KY,Knox
5475,61414,Altona,IL,Knox
913,13084,La Fayette,NY,Onondaga
3281,38469,Loretto,TN,Lawrence
3178,37365,Palmer,TN,Grundy
8196,95971,Quincy,CA,Plumas
556,7646,New Milford,NJ,Bergen
2692,31749,Enigma,GA,Berrien
3650,43106,Bloomingburg,OH,Fayette
3740,43934,Lansing,OH,Belmont
7139,78931,Bleiblerville,TX,Austin
5178,58418,Bowdon,ND,Wells
3738,43927,Fairpoint,OH,Belmont
1300,16436,Spring Creek,PA,Warren
4698,53934,Friendship,WI,Adams
940,13315,Burlington Flats,NY,Otsego
5151,58064,Page,ND,Cass
7162,79096,Wheeler,TX,Wheeler
5537,61880,Tolono,IL,Champaign
4380,49925,Ewen,MI,Ontonagon
6950,77096,Houston,TX,Harris
6407,71826,Bradley,AR,Lafayette
5993,66741,Garland,KS,Bourbon
5614,62514,Boody,IL,Macon
4218,48469,Port Sanilac,MI,Sanilac
4069,47337,Dunreith,IN,Henry
3587,42122,Alvaton,KY,Warren
6062,67554,Lyons,KS,Rice
6435,72038,Crocketts Bluff,AR,Arkansas
1223,15712,Arcadia,PA,Indiana
3607,42345,Greenville,KY,Muhlenberg
1614,20019,Washington,DC,District of Columbia
349,4769,Presque Isle,ME,Aroostook
6500,72571,Rosie,AR,Independence
5980,66537,Scranton,KS,Osage
1397,17349,New Freedom,PA,York
4660,53223,Milwaukee,WI,Milwaukee
8101,95237,Lockeford,CA,San Joaquin
3786,44304,Akron,OH,Summit
6187,68749,Magnet,NE,Cedar
1008,13834,Portlandville,NY,Otsego
1963,24588,Rustburg,VA,Campbell
4419,50138,Knoxville,IA,Marion
7018,77901,Victoria,TX,Victoria
4750,54527,Glidden,WI,Ashland
1931,24266,Lebanon,VA,Russell
8221,96087,Shasta,CA,Shasta
6159,68463,Weeping Water,NE,Cass
1360,17030,Gratz,PA,Dauphin
8099,95225,Burson,CA,Calaveras
4251,48834,Fenwick,MI,Montcalm
4949,56151,Lake Wilson,MN,Murray
7002,77629,Nome,TX,Jefferson
5924,65753,Sparta,MO,Christian
1014,14012,Barker,NY,Niagara
5244,59036,Harlowton,MT,Wheatland
2862,33463,Lake Worth,FL,Palm Beach
1280,16240,Mayport,PA,Clarion
3579,42024,Barlow,KY,Ballard
8359,97857,Lostine,OR,Wallowa
5451,61310,Amboy,IL,Lee
5012,56554,Lake Park,MN,Becker
4147,48001,Algonac,MI,St. Clair
5370,60470,Ransom,IL,LaSalle
5875,65230,Armstrong,MO,Howard
3239,38060,Oakland,TN,Fayette
7784,90026,Los Angeles,CA,Los Angeles
2002,25005,Amma,WV,Roane
6191,68761,Oakdale,NE,Antelope
6771,75631,Beckville,TX,Panola
473,6373,Oneco,CT,Windham
8062,94708,Berkeley,CA,Alameda
8273,97071,Woodburn,OR,Marion
7874,92086,Warner Springs,CA,San Diego
1151,15210,Pittsburgh,PA,Allegheny
629,8608,Trenton,NJ,Mercer
8251,96762,Laie,HI,Honolulu
1217,15678,Rillton,PA,Westmoreland
2517,29912,Coosawhatchie,SC,Jasper
1604,19954,Houston,DE,Kent
7541,85087,New River,AZ,Maricopa
6992,77565,Kemah,TX,Galveston
1973,24801,Welch,WV,McDowell
6015,67016,Bentley,KS,Sedgwick
8524,99563,Chevak,AK,Wade Hampton
7867,92027,Escondido,CA,San Diego
7647,87056,Stanley,NM,Santa Fe
5377,60504,Aurora,IL,DuPage
1544,19025,Dresher,PA,Montgomery
4992,56386,Wahkon,MN,Mille Lacs
7664,87455,Newcomb,NM,San Juan
463,6249,Lebanon,CT,New London
949,13335,Edmeston,NY,Otsego
7516,84656,Scipio,UT,Millard
7229,79908,El Paso,TX,El Paso
8513,99371,Washtucna,WA,Adams
5064,57224,Claire City,SD,Roberts
7117,78701,Austin,TX,Travis
1569,19310,Atglen,PA,Chester
5107,57528,Colome,SD,Tripp
1166,15327,Dilliner,PA,Greene
7182,79347,Muleshoe,TX,Bailey
4016,46747,Hudson,IN,Steuben
4039,47023,Holton,IN,Ripley
1344,16876,Wallaceton,PA,Clearfield
3280,38461,Hampshire,TN,Maury
7747,89142,Las Vegas,NV,Clark
579,7856,Mount Arlington,NJ,Morris
2399,28705,Bakersville,NC,Mitchell
4040,47024,Laurel,IN,Franklin
8533,99607,Kalskag,AK,Bethel
6631,74015,Catoosa,OK,Rogers
1914,24134,Pearisburg,VA,Giles
1028,14111,North Collins,NY,Erie
5010,56551,Henning,MN,Otter Tail
3595,42232,Gracey,KY,Christian
6400,71743,Gurdon,AR,Clark
6233,69025,Curtis,NE,Frontier
3048,35760,New Hope,AL,Madison
7810,90713,Lakewood,CA,Los Angeles
3858,45160,Owensville,OH,Clermont
4645,53104,Bristol,WI,Kenosha
785,11939,East Marion,NY,Suffolk
2955,34474,Ocala,FL,Marion
2985,35031,Blountsville,AL,Blount
6738,75235,Dallas,TX,Dallas
4591,52334,South Amana,IA,Iowa
3245,38120,Memphis,TN,Shelby
8479,99018,Latah,WA,Spokane
6367,71339,Hamburg,LA,Avoyelles
6044,67436,Delphos,KS,Ottawa
7648,87059,Tijeras,NM,Bernalillo
1848,23408,Marionville,VA,Northampton
7980,93442,Morro Bay,CA,San Luis Obispo
2896,33755,Clearwater,FL,Pinellas
2990,35055,Cullman,AL,Cullman
2357,28538,Hookerton,NC,Greene
1539,18930,Kintnersville,PA,Bucks
3903,45503,Springfield,OH,Clark
5326,60013,Cary,IL,McHenry
978,13616,Calcium,NY,Jefferson
3519,41222,Hagerhill,KY,Johnson
1096,14753,Limestone,NY,Cattaraugus
8361,97867,North Powder,OR,Union
3814,44633,Holmesville,OH,Holmes
6688,74647,Newkirk,OK,Kay
7497,84324,Mantua,UT,Box Elder
4266,48875,Portland,MI,Ionia
4288,49094,Union City,MI,Branch
1571,19317,Chadds Ford,PA,Delaware
5676,63023,Dittmer,MO,Jefferson
167,2584,Nantucket,MA,Nantucket
5504,61568,Tremont,IL,Tazewell
5570,62217,Baldwin,IL,Randolph
156,2459,Newton Center,MA,Middlesex
2271,27882,Spring Hope,NC,Nash
86,1524,Leicester,MA,Worcester
2332,28371,Parkton,NC,Robeson
2664,31408,Savannah,GA,Chatham
3826,44804,Arcadia,OH,Hancock
2802,32828,Orlando,FL,Orange
7782,90016,Los Angeles,CA,Los Angeles
3193,37664,Kingsport,TN,Sullivan
5854,64772,Nevada,MO,Vernon
2845,33405,West Palm Beach,FL,Palm Beach
6411,71855,Ozan,AR,Hempstead
2220,27509,Butner,NC,Granville
3395,39664,Smithdale,MS,Amite
3043,35745,Estillfork,AL,Jackson
5635,62675,Petersburg,IL,Menard
1047,14261,Buffalo,NY,Erie
596,8049,Magnolia,NJ,Camden
6975,77448,Hungerford,TX,Wharton
7762,89427,Schurz,NV,Mineral
317,4430,East Millinocket,ME,Penobscot
1278,16226,Ford City,PA,Armstrong
5814,64444,Edgerton,MO,Platte
746,11451,Jamaica,NY,Queens
7096,78588,San Isidro,TX,Starr
1490,18417,Equinunk,PA,Wayne
2953,34452,Inverness,FL,Citrus
5412,60940,Grant Park,IL,Kankakee
5421,60966,Sheldon,IL,Iroquois
5415,60951,Martinton,IL,Iroquois
674,10069,New York,NY,New York
7742,89074,Henderson,NV,Clark
6666,74454,Porter,OK,Wagoner
6909,76861,Miles,TX,Runnels
1775,22640,Huntly,VA,Rappahannock
4372,49886,Spalding,MI,Menominee
7841,91602,North Hollywood,CA,Los Angeles
273,3850,Melvin Village,NH,Carroll
1903,24079,Copper Hill,VA,Floyd
2292,28019,Caroleen,NC,Rutherford
5716,63369,Old Monroe,MO,Lincoln
6896,76645,Hillsboro,TX,Hill
6806,75939,Corrigan,TX,Polk
3460,40353,Mount Sterling,KY,Montgomery
5943,66031,New Century,KS,Johnson
3175,37350,Lookout Mountain,TN,Hamilton
1021,14047,Derby,NY,Erie
4093,47468,Unionville,IN,Monroe
2869,33503,Balm,FL,Hillsborough
228,3223,Campton,NH,Grafton
6914,76887,Voca,TX,McCulloch
4249,48817,Corunna,MI,Shiawassee
4704,54017,New Richmond,WI,St. Croix
2380,28640,Jefferson,NC,Ashe
1577,19401,Norristown,PA,Montgomery
6380,71441,Kelly,LA,Caldwell
3096,36502,Atmore,AL,Escambia
4447,50325,Clive,IA,Polk
1274,16159,West Middlesex,PA,Mercer
7045,78207,San Antonio,TX,Bexar
6569,73122,Oklahoma City,OK,Oklahoma
1513,18640,Pittston,PA,Luzerne
8449,98647,Skamokawa,WA,Wahkiakum
7799,90266,Manhattan Beach,CA,Los Angeles
7364,82059,Granite Canon,WY,Laramie
3061,35990,Walnut Grove,AL,Etowah
6250,69161,Seneca,NE,Thomas
5418,60958,Pembroke Township,IL,Kankakee
3312,38732,Cleveland,MS,Bolivar
589,8005,Barnegat,NJ,Ocean
67,1340,Colrain,MA,Franklin
1220,15696,Youngstown,PA,Westmoreland
5539,61919,Camargo,IL,Douglas
6968,77414,Bay City,TX,Matagorda
3534,41390,Whick,KY,Breathitt
4151,48015,Center Line,MI,Macomb
8240,96729,Hoolehua,HI,Maui
2081,25913,Ravencliff,WV,Wyoming
2837,33306,Fort Lauderdale,FL,Broward
4806,54932,Eldorado,WI,Fond du Lac
7739,89040,Overton,NV,Clark
2307,28119,Morven,NC,Anson
7644,87046,Regina,NM,Sandoval
6406,71825,Blevins,AR,Hempstead
1741,22003,Annandale,VA,Fairfax
626,8530,Lambertville,NJ,Hunterdon
2944,34286,North Port,FL,Sarasota
1254,16027,Connoquenessing,PA,Butler
5830,64636,Coffey,MO,Daviess
1976,24817,Bradshaw,WV,McDowell
4869,55415,Minneapolis,MN,Hennepin
5577,62246,Greenville,IL,Bond
5022,56592,Winger,MN,Polk
14,725,Caguas,PR,Caguas
2441,29324,Clifton,SC,Spartanburg
2140,26431,Shinnston,WV,Harrison
7132,78852,Eagle Pass,TX,Maverick
8039,94506,Danville,CA,Contra Costa
8128,95388,Winton,CA,Merced
3000,35127,Pleasant Grove,AL,Jefferson
185,2745,New Bedford,MA,Bristol
1474,18220,Delano,PA,Schuylkill
4592,52335,South English,IA,Keokuk
7377,82646,Natrona,WY,Natrona
565,7711,Allenhurst,NJ,Monmouth
7008,77831,Bedias,TX,Grimes
3822,44693,Deersville,OH,Harrison
659,8873,Somerset,NJ,Somerset
2246,27617,Raleigh,NC,Wake
2035,25259,Looneyville,WV,Roane
1307,16511,Erie,PA,Erie
1393,17302,Airville,PA,York
8368,98029,Issaquah,WA,King
4121,47842,Clinton,IN,Vermillion
2099,26148,Macfarlan,WV,Ritchie
2313,28169,Waco,NC,Cleveland
2324,28337,Elizabethtown,NC,Bladen
3365,39332,Hickory,MS,Newton
4948,56145,Jeffers,MN,Cottonwood
1094,14748,Kill Buck,NY,Cattaraugus
6026,67103,Mayfield,KS,Sumner
2567,30319,Atlanta,GA,DeKalb
4824,55071,Saint Paul Park,MN,Washington
6750,75451,Leesburg,TX,Camp
7168,79230,Dodson,TX,Collingsworth
1655,20837,Poolesville,MD,Montgomery
3920,45696,Willow Wood,OH,Lawrence
3376,39425,Brooklyn,MS,Forrest
3686,43437,Jerry City,OH,Wood
1401,17402,York,PA,York
4668,53520,Brodhead,WI,Green
1082,14620,Rochester,NY,Monroe
7615,86053,Kaibeto,AZ,Coconino
3503,41055,Mayslick,KY,Mason
8227,96128,Standish,CA,Lassen
3777,44231,Garrettsville,OH,Portage
3087,36312,Ashford,AL,Houston
7950,93105,Santa Barbara,CA,Santa Barbara
2447,29403,Charleston,SC,Charleston
27,915,San Juan,PR,San Juan
6785,75702,Tyler,TX,Smith
3420,40011,Campbellsburg,KY,Henry
8098,95224,Avery,CA,Calaveras
3864,45211,Cincinnati,OH,Hamilton
1938,24312,Austinville,VA,Carroll
89,1540,Oxford,MA,Worcester
8544,99661,Sand Point,AK,Aleutians East
3443,40140,Garfield,KY,Breckinridge
2973,34744,Kissimmee,FL,Osceola
4543,51462,Scranton,IA,Greene
3844,45053,Okeana,OH,Butler
3064,36022,Deatsville,AL,Elmore
3905,45614,Bidwell,OH,Gallia
6664,74445,Morris,OK,Okmulgee
3127,36856,Fort Mitchell,AL,Russell
2285,27966,Powells Point,NC,Currituck
3487,40863,Pathfork,KY,Harlan
4790,54814,Bayfield,WI,Bayfield
3108,36564,Point Clear,AL,Baldwin
6161,68510,Lincoln,NE,Lancaster
6877,76491,Woodson,TX,Throckmorton
6637,74042,Lenapah,OK,Nowata
5065,57225,Clark,SD,Clark
8398,98266,Maple Falls,WA,Whatcom
728,11106,Astoria,NY,Queens
4066,47324,Boston,IN,Wayne
1824,23116,Mechanicsville,VA,Hanover
3641,43032,Kilbourne,OH,Delaware
7106,78631,Harper,TX,Gillespie
5009,56545,Gary,MN,Norman
7588,85640,Tumacacori,AZ,Santa Cruz
8440,98601,Amboy,WA,Clark
6104,67882,Wright,KS,Ford
2945,34287,North Port,FL,Sarasota
2126,26348,Folsom,WV,Wetzel
2996,35091,Kimberly,AL,Jefferson
7173,79255,Quitaque,TX,Briscoe
4518,51027,Ireton,IA,Sioux
6522,72773,Wesley,AR,Madison
3962,46128,Fillmore,IN,Putnam
5722,63435,Canton,MO,Lewis
1535,18914,Chalfont,PA,Bucks
4118,47805,Terre Haute,IN,Vigo
5642,62824,Clay City,IL,Clay
4365,49855,Marquette,MI,Marquette
3997,46539,Mentone,IN,Kosciusko
8358,97856,Long Creek,OR,Grant
1742,22027,Dunn Loring,VA,Fairfax
8337,97623,Bonanza,OR,Klamath
4212,48450,Lexington,MI,Sanilac
592,8026,Gibbsboro,NJ,Camden
8255,96771,Mountain View,HI,Hawaii
2147,26554,Fairmont,WV,Marion
7741,89054,Sloan,NV,Clark
4192,48230,Grosse Pointe,MI,Wayne
4301,49272,Pleasant Lake,MI,Jackson
6907,76853,Lometa,TX,Lampasas
2881,33572,Apollo Beach,FL,Hillsborough
3463,40434,Gray Hawk,KY,Jackson
6621,73842,Freedom,OK,Woodward
8324,97478,Springfield,OR,Lane
8034,94130,San Francisco,CA,San Francisco
4523,51048,Pierson,IA,Woodbury
2548,30214,Fayetteville,GA,Fayette
5372,60473,South Holland,IL,Cook
6529,72847,London,AR,Pope
5607,62459,Sainte Marie,IL,Jasper
3611,42369,Rockport,KY,Ohio
4009,46637,South Bend,IN,St. Joseph
6135,68316,Benedict,NE,York
1328,16748,Shinglehouse,PA,Potter
6867,76435,Carbon,TX,Eastland
2626,30814,Harlem,GA,Columbia
5393,60629,Chicago,IL,Cook
5273,59401,Great Falls,MT,Cascade
4566,52160,New Albin,IA,Allamakee
389,5150,North Springfield,VT,Windsor
2273,27896,Wilson,NC,Wilson
5404,60714,Niles,IL,Cook
6575,73401,Ardmore,OK,Carter
7753,89169,Las Vegas,NV,Clark
2438,29172,West Columbia,SC,Lexington
6855,76271,Tioga,TX,Grayson
1065,14489,Lyons,NY,Wayne
1437,17872,Shamokin,PA,Northumberland
2992,35063,Empire,AL,Walker
4989,56375,Saint Stephen,MN,Stearns
298,4096,Yarmouth,ME,Cumberland
7427,83440,Rexburg,ID,Madison
7631,86505,Ganado,AZ,Apache
5698,63119,Saint Louis,MO,St. Louis
618,8312,Clayton,NJ,Gloucester
8503,99174,Steptoe,WA,Whitman
7685,87749,Ute Park,NM,Colfax
4982,56345,Little Falls,MN,Morrison
3803,44460,Salem,OH,Columbiana
8316,97456,Monroe,OR,Benton
5074,57268,Toronto,SD,Deuel
3560,41719,Bonnyman,KY,Perry
7009,77833,Brenham,TX,Washington
3947,46036,Elwood,IN,Madison
444,5859,North Troy,VT,Orleans
2213,27405,Greensboro,NC,Guilford
6279,70121,New Orleans,LA,Jefferson
7618,86323,Chino Valley,AZ,Yavapai
3157,37185,Waverly,TN,Humphreys
2014,25109,Hometown,WV,Putnam
3464,40437,Hustonville,KY,Lincoln
5768,63869,New Madrid,MO,New Madrid
3,647,Ensenada,PR,GuÃ¡nica
1225,15715,Big Run,PA,Jefferson
7040,78151,Runge,TX,Karnes
5248,59068,Red Lodge,MT,Carbon
5897,65473,Fort Leonard Wood,MO,Pulaski
6949,77095,Houston,TX,Harris
301,4216,Andover,ME,Oxford
1296,16423,Lake City,PA,Erie
299,4097,North Yarmouth,ME,Cumberland
2276,27922,Cofield,NC,Hertford
4406,50074,Ellston,IA,Ringgold
5440,61112,Rockford,IL,Winnebago
2378,28630,Granite Falls,NC,Caldwell
737,11351,Flushing,NY,Queens
5045,56763,Warroad,MN,Roseau
78,1434,Devens,MA,Worcester
1732,21871,Westover,MD,Somerset
8106,95255,West Point,CA,Calaveras
8506,99218,Spokane,WA,Spokane
7760,89419,Lovelock,NV,Pershing
2859,33458,Jupiter,FL,Palm Beach
2023,25149,Ottawa,WV,Boone
8279,97123,Hillsboro,OR,Washington
6766,75566,Marietta,TX,Cass
2216,27410,Greensboro,NC,Guilford
139,2184,Braintree,MA,Norfolk
535,7403,Bloomingdale,NJ,Passaic
4248,48765,Turner,MI,Arenac
1801,22920,Afton,VA,Nelson
5269,59324,Ekalaka,MT,Carter
4680,53576,Orfordville,WI,Rock
8018,93926,Gonzales,CA,Monterey
1416,17727,Cedar Run,PA,Lycoming
1573,19363,Oxford,PA,Chester
8159,95608,Carmichael,CA,Sacramento
385,5089,Windsor,VT,Windsor
5647,62852,Keensburg,IL,Wabash
3081,36207,Anniston,AL,Calhoun
7269,80468,Parshall,CO,Grand
7355,81601,Glenwood Springs,CO,Garfield
6010,66960,Narka,KS,Republic
1310,16623,Cassville,PA,Huntingdon
681,10177,New York,NY,New York
837,12441,Highmount,NY,Ulster
4079,47361,Mount Summit,IN,Henry
7289,80701,Fort Morgan,CO,Morgan
3433,40057,Pleasureville,KY,Henry
5055,57052,Olivet,SD,Hutchinson
5792,64085,Richmond,MO,Ray
6329,70753,Lettsworth,LA,Pointe Coupee
794,12042,Climax,NY,Greene
1507,18614,Dushore,PA,Sullivan
3465,40456,Mount Vernon,KY,Rockcastle
4438,50264,Weldon,IA,Decatur
6794,75789,Troup,TX,Smith
4661,53224,Milwaukee,WI,Milwaukee
4042,47040,Rising Sun,IN,Ohio
1607,19967,Millville,DE,Sussex
5556,62054,Kane,IL,Greene
5306,59820,Alberton,MT,Mineral
2375,28622,Elk Park,NC,Avery
10,694,Vega Baja,PR,Vega Baja
3983,46259,Indianapolis,IN,Marion
7046,78211,San Antonio,TX,Bexar
1713,21673,Trappe,MD,Talbot
2798,32812,Orlando,FL,Orange
1133,15047,Greenock,PA,Allegheny
217,3071,New Ipswich,NH,Hillsborough
6116,68046,Papillion,NE,Sarpy
2995,35083,Holly Pond,AL,Cullman
5568,62214,Addieville,IL,Washington
5051,57033,Hartford,SD,Minnehaha
1229,15746,Hillsdale,PA,Indiana
7861,91914,Chula Vista,CA,San Diego
7508,84624,Delta,UT,Millard
5902,65566,Viburnum,MO,Iron
5179,58422,Cathay,ND,Wells
2358,28539,Hubert,NC,Onslow
275,3860,North Conway,NH,Carroll
1952,24476,Steeles Tavern,VA,Augusta
4186,48205,Detroit,MI,Wayne
2446,29388,Woodruff,SC,Spartanburg
5263,59253,Peerless,MT,Daniels
6574,73162,Oklahoma City,OK,Oklahoma
4732,54418,Bryant,WI,Langlade
914,13104,Manlius,NY,Onondaga
4923,56031,Fairmont,MN,Martin
1492,18430,Herrick Center,PA,Susquehanna
2327,28343,Gibson,NC,Scotland
4741,54454,Milladore,WI,Wood
3603,42327,Calhoun,KY,McLean
4843,55305,Hopkins,MN,Hennepin
5242,59030,Gardiner,MT,Park
477,6410,Cheshire,CT,New Haven
5582,62279,Renault,IL,Monroe
8569,99770,Selawik,AK,Northwest Arctic
8304,97396,Willamina,OR,Yamhill
7049,78225,San Antonio,TX,Bexar
1030,14145,Strykersville,NY,Wyoming
8349,97801,Pendleton,OR,Umatilla
8052,94580,San Lorenzo,CA,Alameda
878,12791,Youngsville,NY,Sullivan
7294,80801,Anton,CO,Washington
3847,45064,Somerville,OH,Butler
6264,70032,Arabi,LA,St. Bernard
2386,28658,Newton,NC,Catawba
2173,26836,Moorefield,WV,Hardy
7213,79761,Odessa,TX,Ector
5667,62977,Raleigh,IL,Saline
5880,65251,Fulton,MO,Callaway
5983,66605,Topeka,KS,Shawnee
8348,97760,Terrebonne,OR,Jefferson
7661,87413,Bloomfield,NM,San Juan
1795,22843,Mount Solon,VA,Augusta
8244,96740,Kailua Kona,HI,Hawaii
6479,72428,Etowah,AR,Mississippi
4681,53578,Prairie Du Sac,WI,Sauk
8050,94567,Pope Valley,CA,Napa
2987,35040,Calera,AL,Shelby
6670,74472,Whitefield,OK,Haskell
817,12167,Stamford,NY,Delaware
2584,30458,Statesboro,GA,Bulloch
2531,30072,Pine Lake,GA,DeKalb
4625,52765,New Liberty,IA,Scott
5938,66016,Cummings,KS,Atchison
5120,57626,Faith,SD,Meade
1674,21050,Forest Hill,MD,Harford
1493,18431,Honesdale,PA,Wayne
963,13431,Poland,NY,Herkimer
1694,21214,Baltimore,MD,Baltimore
2463,29475,Ruffin,SC,Colleton
1132,15035,East Mc Keesport,PA,Allegheny
3238,38058,Munford,TN,Tipton
1135,15057,Mc Donald,PA,Washington
8211,96046,Hyampom,CA,Trinity
5191,58481,Spiritwood,ND,Barnes
8338,97632,Malin,OR,Klamath
1700,21402,Annapolis,MD,Anne Arundel
488,6511,New Haven,CT,New Haven
1390,17255,Shade Gap,PA,Huntingdon
7505,84536,Monument Valley,UT,San Juan
4401,50054,Colfax,IA,Jasper
2762,32506,Pensacola,FL,Escambia
4432,50246,Stanhope,IA,Hamilton
6012,67008,Atlanta,KS,Cowley
8132,95425,Cloverdale,CA,Sonoma
3656,43148,Pleasantville,OH,Fairfield
458,6119,West Hartford,CT,Hartford
1266,16121,Farrell,PA,Mercer
1119,14867,Newfield,NY,Tompkins
396,5359,West Townshend,VT,Windham
4159,48050,New Haven,MI,Macomb
2017,25123,Leon,WV,Mason
5684,63060,Lonedell,MO,Franklin
4204,48381,Milford,MI,Oakland
6641,74054,Osage,OK,Osage
2304,28107,Midland,NC,Cabarrus
8234,96708,Haiku,HI,Maui
5474,61401,Galesburg,IL,Knox
5520,61761,Normal,IL,McLean
7663,87419,Navajo Dam,NM,San Juan
2105,26209,Snowshoe,WV,Pocahontas
8437,98583,Satsop,WA,Grays Harbor
1997,24946,Hillsboro,WV,Pocahontas
951,13340,Frankfort,NY,Herkimer
4111,47631,New Harmony,IN,Posey
8428,98542,Ethel,WA,Lewis
150,2359,Pembroke,MA,Plymouth
5538,61912,Ashmore,IL,Coles
2735,32246,Jacksonville,FL,Duval
7792,90048,Los Angeles,CA,Los Angeles
7362,82007,Cheyenne,WY,Laramie
2372,28611,Collettsville,NC,Caldwell
3627,42713,Bonnieville,KY,Hart
3233,38042,Hickory Valley,TN,Hardeman
3110,36575,Semmes,AL,Mobile
4676,53560,Mazomanie,WI,Dane
1011,13847,Trout Creek,NY,Delaware
4841,55129,Saint Paul,MN,Washington
383,5068,South Royalton,VT,Windsor
1922,24184,Wirtz,VA,Franklin
1417,17728,Cogan Station,PA,Lycoming
3703,43560,Sylvania,OH,Lucas
5824,64489,Stanberry,MO,Gentry
5253,59089,Wyola,MT,Big Horn
2970,34705,Astatula,FL,Lake
3739,43933,Jacobsburg,OH,Belmont
6023,67056,Halstead,KS,Harvey
8010,93702,Fresno,CA,Fresno
5499,61539,Kingston Mines,IL,Peoria
857,12526,Germantown,NY,Columbia
768,11715,Blue Point,NY,Suffolk
1282,16248,Rimersburg,PA,Clarion
3167,37301,Altamont,TN,Grundy
4710,54104,Athelstane,WI,Marinette
7684,87734,Ocate,NM,Mora
3986,46321,Munster,IN,Lake
2553,30230,Hogansville,GA,Troup
539,7423,Ho Ho Kus,NJ,Bergen
40,1030,Feeding Hills,MA,Hampden
2067,25705,Huntington,WV,Cabell
4264,48872,Perry,MI,Shiawassee
7079,78406,Corpus Christi,TX,Nueces
3651,43115,Clarksburg,OH,Ross
258,3740,Bath,NH,Grafton
2739,32311,Tallahassee,FL,Leon
8435,98575,Quinault,WA,Grays Harbor
8347,97756,Redmond,OR,Deschutes
2674,31569,Woodbine,GA,Camden
5110,57533,Gregory,SD,Gregory
5512,61727,Clinton,IL,De Witt
2341,28424,Brunswick,NC,Columbus
5069,57249,Lake Preston,SD,Kingsbury
7716,88260,Lovington,NM,Lea
4515,51014,Cleghorn,IA,Cherokee
7137,78884,Utopia,TX,Uvalde
6662,74369,Welch,OK,Craig
7240,80101,Agate,CO,Elbert
3117,36736,Dixons Mills,AL,Marengo
6565,73108,Oklahoma City,OK,Oklahoma
5742,63547,Hurdland,MO,Knox
6678,74557,Moyers,OK,Pushmataha
4386,49965,Toivola,MI,Houghton
1179,15413,Allison,PA,Fayette
2286,27968,Rodanthe,NC,Dare
508,7014,Clifton,NJ,Passaic
1002,13796,Laurens,NY,Otsego
6157,68455,Union,NE,Cass
8180,95819,Sacramento,CA,Sacramento
7353,81526,Palisade,CO,Mesa
5291,59638,Jefferson City,MT,Jefferson
7840,91506,Burbank,CA,Los Angeles
5653,62872,Opdyke,IL,Jefferson
5567,62207,East Saint Louis,IL,St. Clair
8374,98056,Renton,WA,King
6394,71659,Moscow,AR,Jefferson
2562,30295,Zebulon,GA,Pike
987,13670,Oswegatchie,NY,St. Lawrence
3153,37150,Red Boiling Springs,TN,Macon
4390,50006,Alden,IA,Hardin
6127,68123,Bellevue,NE,Sarpy
7411,83320,Carey,ID,Blaine
1427,17815,Bloomsburg,PA,Columbia
6237,69037,Max,NE,Dundy
4629,52773,Walcott,IA,Scott
5790,64075,Oak Grove,MO,Jackson
839,12444,Jewett,NY,Greene
4171,48117,Carleton,MI,Monroe
716,10954,Nanuet,NY,Rockland
6095,67841,Ensign,KS,Gray
1043,14222,Buffalo,NY,Erie
5166,58269,Osnabrock,ND,Cavalier
2405,28730,Fairview,NC,Buncombe
634,8641,Joint Base Mdl,NJ,Burlington
6594,73542,Frederick,OK,Tillman
5116,57563,Okreek,SD,Todd
3661,43204,Columbus,OH,Franklin
919,13126,Oswego,NY,Oswego
2415,28904,Hayesville,NC,Clay
7207,79603,Abilene,TX,Taylor
3029,35593,Vina,AL,Franklin
162,2543,Woods Hole,MA,Barnstable
930,13202,Syracuse,NY,Onondaga
8259,96816,Honolulu,HI,Honolulu
5592,62353,Mount Sterling,IL,Brown
1292,16402,Bear Lake,PA,Warren
5866,65058,Meta,MO,Maries
4545,51533,Emerson,IA,Mills
3775,44221,Cuyahoga Falls,OH,Summit
7345,81425,Olathe,CO,Montrose
2146,26542,Masontown,WV,Preston
2731,32205,Jacksonville,FL,Duval
4244,48738,Greenbush,MI,Alcona
2913,33890,Zolfo Springs,FL,Hardee
2047,25442,Shenandoah Junction,WV,Jefferson
4671,53533,Dodgeville,WI,Iowa
7973,93287,Woody,CA,Kern
7316,81054,Las Animas,CO,Bent
8074,95004,Aromas,CA,Monterey
8226,96124,Calpine,CA,Sierra
8066,94904,Greenbrae,CA,Marin
5561,62079,Piasa,IL,Macoupin
7348,81435,Telluride,CO,San Miguel
7283,80610,Ault,CO,Weld
7878,92115,San Diego,CA,San Diego
6200,68817,Ashton,NE,Sherman
4808,54944,Hortonville,WI,Outagamie
