CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timeliness,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
2166,W304055,87664597-a008-432b-a18a-dfc3ac35c406,Oakridge,OR,Lane,97463,43.74773,-122.40386,3866,Suburban,America/Los_Angeles,Sales promotion account executive,3.0,0.1111111111111111,Associate's/Some College,Retired,64117.45,Never Married,Female,No,0.4484722693702504,8,-0.5,0.0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,No,No,Yes,Yes,Bank Transfer(automatic),-0.31016266822041383,-0.3348543027220298,-0.3904580061902738,4,6,4,3,4,5,4,5
2167,W319899,2eb1909d-90d1-4f1c-a2cb-5ac6b33e34a5,Augusta,GA,Columbia,30903,33.49014,-82.16265,658,Suburban,America/New_York,Medical physicist,3.0,0.19444444444444445,Highschool,Student,23691.5,Separated,Male,Yes,-0.8470144948478293,14,-0.5,1.0,No,Two Year,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Electronic Check,-0.3021095814158162,1.2392423862450352,-0.16970712354048972,2,3,3,4,5,3,3,3
2168,R86309,b5ec3eda-8983-40cf-bb71-045843272bd0,Boca Raton,FL,Palm Beach,33487,26.41008,-80.09148,20176,Suburban,America/New_York,"Engineer, land",1.0,-0.5555555555555556,Bachelor's Degree,Full Time,17274.61,Widowed,Male,Yes,1.0322253467442566,6,0.5,1.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Electronic Check,-0.23333395462767473,0.44650620030599725,-0.18841941686576122,2,2,3,6,2,3,3,4
2169,W616179,e0154eb3-b375-42e6-b599-4b7790ea0cee,Topeka,KS,Shawnee,66606,39.0616,-95.72116,10951,Rural,America/Chicago,Legal secretary,0.0,0.7222222222222222,Associate's/Some College,Full Time,52089.36,Separated,Female,No,0.7561967962931958,11,1.0,1.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,-0.00520573269429008,0.3902605397205954,-0.08351949957522938,4,4,4,4,3,5,5,4
2170,R468786,12a79a05-f0b9-485a-9bef-c10a005b46f1,Dickerson,MD,Montgomery,20842,39.21077,-77.42556,1712,Suburban,America/New_York,Higher education careers adviser,1.0,0.8888888888888888,No Diploma,Full Time,44186.7,Divorced,Female,Yes,1.4734319261036304,14,-0.5,1.0,No,Two Year,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),-0.26266045027190177,-0.11661173237566091,-0.2748044147315711,3,4,2,4,4,2,5,4
2171,Z680392,d97afec2-123a-4917-9cb7-742daee769a8,Lincoln,DE,Sussex,19960,38.84899,-75.41364,6571,Suburban,America/New_York,"Teacher, secondary school",0.0,-0.2777777777777778,Highschool,Full Time,102090.53,Widowed,Male,Yes,-0.6545937980279986,12,-0.5,0.0,No,Month-to-month,Yes,No,None,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),-0.2267195053638551,0.4994655277233423,-0.21277111179553262,2,2,1,3,1,4,3,4
2172,C813162,aa65487a-a3af-462f-ba54-791821804662,Edgewater,FL,Volusia,32141,28.92304,-80.90101,18828,Suburban,America/New_York,Civil Service administrator,8.0,-0.5555555555555556,No Diploma,Full Time,33186.785,Married,Female,No,-0.20182364649675494,12,0.0,0.0,No,Month-to-month,No,Yes,None,Yes,No,Yes,No,No,No,No,Yes,No,Electronic Check,-0.026405338377419124,-0.8365046007593885,-0.05673970889716883,2,3,3,3,5,2,2,3
2173,C209549,a293395e-a3cb-403c-8564-cc6f6d4fc568,Dallas Center,IA,Dallas,50063,41.69932,-93.93612,2469,Urban,America/Chicago,Plant breeder/geneticist,0.0,-0.027777777777777776,Highschool,Full Time,4033.46,Widowed,Female,Yes,-0.32027497729758786,14,0.5,2.0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Electronic Check,-0.26620637421418847,0.4423243583335676,-0.20622816034697097,3,3,4,4,3,3,4,3
2174,H813670,03941a3e-51cb-441c-8795-ae2d8e25dcef,Chickasaw,OH,Mercer,45826,40.43575,-84.49344,484,Urban,America/New_York,Adult guidance worker,2.0,-0.5277777777777778,Associate's/Some College,Full Time,11970.69,Separated,Male,Yes,6.995968481359435,13,0.0,1.0,No,Month-to-month,No,No,None,Yes,No,No,No,No,No,No,Yes,No,Credit Card (automatic),-0.1892744624796185,-0.41082117889525344,-0.2554113116450465,3,4,4,5,3,5,3,4
2175,Z129976,214a7327-e20a-43d5-9ba1-77f41a0b80af,Ray,ND,Williams,58849,48.31888,-103.19973,790,Urban,America/Chicago,Paediatric nurse,0.0,0.16666666666666666,Associate's/Some College,Full Time,18205.32,Married,Male,Yes,0.5199357984165603,13,0.5,1.0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),-0.18037244805536737,0.04126614562578884,-0.2058228395326448,3,2,2,3,4,4,4,4
2176,Z21281,b8b86908-32eb-4b73-9265-3514c6b4a034,Spring,TX,Harris,77389,30.11516,-95.50749,35349,Suburban,America/Chicago,Publishing rights manager,1.0,0.4722222222222222,Bachelor's Degree,Full Time,26012.53,Married,Female,No,-0.7743417376368137,11,0.5,1.0,No,Month-to-month,Yes,No,None,Yes,No,Yes,No,No,No,No,Yes,No,Electronic Check,0.2562196812821003,-0.8358533701958497,0.164843077893275,5,3,4,6,2,5,5,3
2177,S66272,dca45dd8-5894-4547-ab6a-b3e183d5c680,Gibsonburg,OH,Sandusky,43431,41.38988,-83.33775,4868,Urban,America/New_York,Community development worker,0.0,0.4444444444444444,Highschool,Retired,27386.37,Divorced,Female,No,0.1131194795870427,12,1.5,1.0,No,Two Year,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Electronic Check,-0.09529269207548201,0.5015646815263995,-0.015718276382412348,3,3,5,4,3,6,3,5
2178,C993846,f970505b-1081-4dc6-bea1-003f649f60d0,Parkhill,PA,Cambria,15945,40.35788,-78.86693,99,Urban,America/New_York,"Engineer, civil (contracting)",0.0,0.3888888888888889,Bachelor's Degree,Full Time,33186.785,Never Married,Female,No,-0.001752446756499742,10,0.0,1.0,No,Two Year,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,-0.20454331860357375,1.212034740590936,-0.1920315471467005,4,3,3,4,4,3,4,3
2179,R564739,e30eb337-a91e-43d2-9602-c080f93955e5,Bangor,WI,La Crosse,54614,43.90108,-90.97024,2820,Urban,America/Chicago,Medical laboratory scientific officer,1.0,0.2777777777777778,No Diploma,Full Time,47079.18,Separated,Male,Yes,0.873179718688174,11,0.5,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),-0.2688846968862821,0.6065540718116113,-0.303541903433004,2,3,2,3,5,2,1,3
2180,Q858315,c7c807a8-b0c2-4ac1-a705-b94690eba676,Manlius,IL,Bureau,61338,41.45877,-89.67613,257,Rural,America/Chicago,Physiological scientist,10.0,-0.2777777777777778,Bachelor's Degree,Full Time,38310.04,Never Married,Male,No,-0.7871905178069933,13,-0.5,1.0,No,Two Year,Yes,No,Fiber Optic,No,No,No,No,No,No,Yes,No,No,Electronic Check,-0.24494812767794294,-0.5081093905720405,-0.2601941149513932,5,3,4,3,3,4,4,3
2181,C341035,1d06f9d8-2b0e-4369-b1c8-aafae0861232,Wells,MI,Delta,49894,45.78192,-87.07438,676,Urban,America/Detroit,"Surveyor, land/geomatics",6.0,-0.9166666666666666,No Diploma,Full Time,35022.32,Married,Female,No,-0.24943775608290958,9,-0.5,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),-0.29732204079353275,-0.714712051232737,-0.3616199507618167,3,2,3,3,5,4,3,3
2182,K340706,f6abedba-2dfb-42c0-98e0-1298fe6830e2,Sorrento,ME,Hancock,4677,44.49016,-68.17945,327,Rural,America/New_York,"Nurse, mental health",3.0,0.1111111111111111,Associate's/Some College,Student,27252.38,Separated,Female,Yes,0.6691236182571214,12,-0.5,0.0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Electronic Check,-0.21729055033951472,0.7962304804592207,-0.20055797513139764,3,4,4,3,5,4,4,4
2183,C461782,4b79430c-e278-4c4a-bb5f-791b14d7dd39,Newbury,MA,Essex,1951,42.77803,-70.84977,3755,Suburban,America/New_York,Chief of Staff,0.0,0.5833333333333334,Graduate Degree,Full Time,33186.785,Never Married,Female,No,0.10594420566838225,13,0.0,1.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),-0.026197670385897,-0.5893488863823285,-0.1920315471467005,3,3,2,5,3,4,3,3
2184,Y271616,0e179322-312b-448a-9151-3c95fa84323c,Mishawaka,IN,St. Joseph,46545,41.693,-86.1464,24871,Urban,America/Indiana/Indianapolis,Newspaper journalist,0.0,0.8611111111111112,Highschool,Full Time,1179.53,Never Married,Female,Yes,0.32269164736556294,13,0.5,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),0.0800802783322975,0.5264722543728557,-0.013860003622157195,3,2,4,4,4,2,3,1
2185,D39279,a85bcf33-74e3-4e46-8fb9-be7ef2a22fa6,Cold Brook,NY,Herkimer,13324,43.3262,-74.95408,2382,Suburban,America/New_York,"Psychologist, prison and probation services",4.0,-0.75,Graduate Degree,Part Time,78989.36,Widowed,Female,Yes,1.325013513733754,11,0.0,1.0,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Electronic Check,-0.13301666384247077,-0.15012759592311775,-0.16655988402953528,5,5,3,1,6,4,3,3
2186,S981645,ae370730-3d6e-46fe-9f32-0b824e770a8a,Rienzi,MS,Alcorn,38865,34.78437,-88.59098,5060,Urban,America/Chicago,"Engineer, communications",1.0,0.5833333333333334,Highschool,Full Time,36649.03,Divorced,Male,No,0.4067148680221253,14,-0.5,0.0,No,One year,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,No,Mailed Check,-0.12270351728635596,0.2427522792620209,-0.049956559276674306,6,5,5,4,1,6,6,8
2187,Z578943,0cfcf2dd-037e-4722-a33e-8e008ffa060a,Seattle,WA,King,98148,47.44374,-122.32507,11761,Urban,America/Los_Angeles,"Engineer, agricultural",4.0,-0.9722222222222222,Bachelor's Degree,Unemployed,65762.88,Never Married,Male,No,0.3082721190243989,16,-0.5,0.0,No,One year,No,No,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),0.002767369200381881,0.39720935289312853,0.10336581519980523,1,2,3,4,3,3,2,2
2188,B842292,5f2f363c-aef8-4e04-9fe6-73fe88896710,Gaston,NC,Northampton,27832,36.51201,-77.72581,3001,Urban,America/New_York,Accommodation manager,1.0,-0.2777777777777778,Highschool,Full Time,42200.98,Widowed,Female,No,1.1657105909472374,16,0.0,0.0,No,Two Year,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Mailed Check,-0.1865998788096386,0.09851471878922516,-0.1255082642719316,6,5,3,4,2,3,4,4
2189,S06924,ac9695df-20e7-4e0e-8f00-db223e9aaceb,Clayton,OK,Pushmataha,74536,34.56177,-95.45187,1557,Suburban,America/Chicago,Exhibition designer,0.0,0.75,Bachelor's Degree,Retired,3456.77,Never Married,Female,Yes,-0.10456648448572595,11,0.0,0.0,No,Month-to-month,No,No,DSL,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Electronic Check,-0.16297954502083875,0.8451110957893448,-0.09570091341921834,3,3,3,5,3,3,3,3
2190,W286676,3487f65d-3078-4e8b-9978-f8cab107621a,Siler,KY,Whitley,40763,36.69269,-83.92336,398,Urban,America/New_York,Data scientist,1.0,-0.3055555555555556,Associate's/Some College,Full Time,9011.25,Never Married,Female,Yes,0.05234595718490247,12,1.5,0.0,No,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Bank Transfer(automatic),-0.2517958790962925,0.2400317578936214,-0.1920315471467005,2,2,2,5,3,2,2,3
2191,K863807,8147eeca-8b1c-41dc-9f93-6e68f9903ef5,Conroe,TX,Montgomery,77306,30.27976,-95.31256,13245,Suburban,America/Chicago,Dramatherapist,0.0,0.8055555555555556,Bachelor's Degree,Full Time,104548.67,Widowed,Female,Yes,-0.33412799549708755,11,-0.5,1.0,Yes,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,-0.24103945949923292,-0.8356223457934231,-0.2977422007192569,5,4,4,4,5,5,4,5
2192,F851755,6bd9b69e-8688-4821-9194-c1b9389c65b1,Estero,FL,Lee,33928,26.41977,-81.72336,24682,Suburban,America/New_York,Public affairs consultant,0.0,-0.8888888888888888,Bachelor's Degree,Full Time,36224.99,Separated,Male,No,-0.08172470865852402,13,-0.5,0.0,No,One year,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Yes,Credit Card (automatic),-0.19743848763709235,-1.0036780314566107,-0.1920315471467005,4,4,4,3,3,4,4,3
2193,J150941,701d1eae-8cc3-4156-a6e5-c5fea43bf79d,Macatawa,MI,Ottawa,49434,42.76916,-86.20766,6,Urban,America/Detroit,Outdoor activities/education manager,1.0,0.1388888888888889,Bachelor's Degree,Full Time,52409.75,Widowed,Male,Yes,0.3026206282928286,12,0.0,2.0,Yes,Month-to-month,Yes,No,DSL,No,Yes,No,No,No,No,No,Yes,Yes,Electronic Check,0.01106978943642074,-0.15015990683876834,0.03571116698322154,3,4,2,3,5,3,2,3
2194,B446255,c7eed96a-4220-4d8b-8c8b-8e9da4a848b4,Longview,WA,Cowlitz,98632,46.21685,-123.06853,51045,Rural,America/Los_Angeles,"Scientist, physiological",1.0,0.75,Associate's/Some College,Full Time,42530.46,Married,Male,Yes,0.00020850243199275093,14,2.0,0.0,No,Month-to-month,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),-0.27779976384129634,0.6923885478921492,-0.1920315471467005,1,1,2,3,3,3,2,2
2195,O128322,7c42f4f3-43ef-464a-8852-c0436114e149,Cisco,UT,Grand,84515,38.9426,-109.17928,0,Rural,America/Denver,Hydrographic surveyor,0.0,0.75,No Diploma,Full Time,25761.05,Separated,Male,Yes,-0.03199317617905294,12,0.5,0.0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Electronic Check,-0.18037244805536737,-0.12653279575699924,-0.29333375750141555,3,2,3,3,3,4,4,4
2196,B717434,874d213f-46eb-4ac7-a91b-fef9ae88f7b9,Zenda,WI,Walworth,53195,42.51399,-88.49021,121,Suburban,America/Chicago,Counselling psychologist,2.0,-0.7777777777777778,Associate's/Some College,Unemployed,61145.59,Never Married,Female,No,-0.6750013596728147,3,0.0,1.0,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Electronic Check,-0.29154726690137456,-0.06930005830712145,-0.3696674263982017,3,3,2,3,4,3,3,3
2197,L09452,adda00b7-1381-4747-9942-7e0dd14c619c,Bangor,PA,Northampton,18013,40.85301,-75.17174,18029,Rural,America/New_York,Acupuncturist,1.0,0.3611111111111111,Bachelor's Degree,Part Time,91825.37,Separated,Male,No,0.582689280755252,7,0.5,0.0,Yes,Two Year,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,-0.24904535828021093,-0.5157887659704175,-0.25073577411915476,4,3,4,3,4,5,4,4
2198,Y112097,a983e19f-a09c-4dcf-884c-25ebfb382aeb,Gifford,WA,Stevens,99131,48.27906,-118.1232,138,Urban,America/Los_Angeles,Cabin crew,1.0,-0.9722222222222222,Highschool,Full Time,44080.0,Married,Female,No,1.3918284231445766,7,0.0,0.0,No,Month-to-month,No,Yes,None,Yes,No,No,No,No,Yes,No,Yes,Yes,Electronic Check,-0.2417494090879349,-0.6850985667896613,-0.30714777872328763,3,4,3,1,7,2,2,4
2199,E613276,b76c85b1-23cd-47b1-a837-687b206a95e1,Eden,MD,Worcester,21822,38.27518,-75.63759,2013,Rural,America/New_York,"Therapist, horticultural",1.0,-0.8333333333333334,Bachelor's Degree,Retired,18445.73,Never Married,Male,Yes,1.4698492752926846,14,0.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,-0.06209279494492098,1.1985907109578875,-0.0036618413766843602,4,3,5,4,3,4,5,4
2200,Y358625,82363a6e-dcb0-4b80-8d2c-f46da9aa5a9c,Kingsville,MD,Baltimore,21087,39.44771,-76.4157,5407,Urban,America/New_York,"Lecturer, further education",9.0,-0.7777777777777778,Graduate Degree,Retired,33186.785,Separated,Prefer not to answer,No,-0.47402345980784855,7,0.5,1.0,No,Month-to-month,No,Yes,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Mailed Check,-0.23928943864012933,-0.8819388943724786,-0.2295729132812314,3,3,3,2,5,2,3,4
2201,L473992,85158a48-0069-474c-a17b-08ae9439bf0e,Thatcher,AZ,Graham,85552,32.82182,-109.76941,6572,Rural,America/Phoenix,"Engineer, structural",1.0,-0.7777777777777778,Highschool,Full Time,33186.785,Separated,Female,No,-0.09898994522990086,12,1.0,0.0,Yes,One year,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-0.18037244805536737,-0.7113983444470334,-0.13637144253889352,3,3,4,4,5,2,3,3
2202,L146780,426706ea-4fb1-409f-a66c-9dc93cc0d10e,San Francisco,CA,San Francisco,94118,37.7801,-122.46246,41468,Rural,America/Los_Angeles,"Production assistant, television",0.0,0.7222222222222222,Associate's/Some College,Full Time,49276.44,Divorced,Male,No,-1.0524701346107643,11,-0.5,1.0,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,No,Electronic Check,-0.2565293543600512,0.0480719621454138,-0.35158684152731223,3,2,3,4,4,4,4,2
2203,K487772,bacba8b3-5c5f-4db1-a7fc-99bc8b026da5,Alderson,OK,Pittsburg,74522,34.90361,-95.69292,266,Rural,America/Chicago,Proofreader,1.0,0.9722222222222222,No Diploma,Retired,98189.95,Married,Female,Yes,6.550428033404281,15,0.0,0.0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Credit Card (automatic),0.1789916268782601,1.6495195214665195,0.2540350192667814,4,3,3,4,4,4,2,5
2204,P87929,8877cbfe-a4fc-45fc-8631-044442d4d60f,Saint Louis,MO,St. Louis,63110,38.62586,-90.26699,18208,Suburban,America/Chicago,Charity officer,8.0,0.8611111111111112,Bachelor's Degree,Full Time,24364.42,Divorced,Female,Yes,0.3636825668410378,11,0.0,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Mailed Check,-0.2565050492740299,-0.5325748503895943,-0.18960957693179648,4,3,2,4,4,4,5,4
2205,P549470,ffaf394f-12e7-460d-976b-8adaedef1dc4,Orleans,CA,Humboldt,95556,41.30078,-123.58461,627,Rural,America/Los_Angeles,"Editor, magazine features",1.0,-0.9444444444444444,Associate's/Some College,Student,18199.63,Married,Female,Yes,-0.0008017582239668315,13,-0.5,0.0,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,Yes,No,Mailed Check,0.043687152560986424,0.49981230114505504,0.1701205165909807,4,4,3,4,3,4,4,2
2206,U469886,22239834-3fef-40df-82ad-6b4b76e9c3eb,Johnson,VT,Lamoille,5656,44.64938,-72.68772,3587,Suburban,America/New_York,Dentist,2.0,0.16666666666666666,Associate's/Some College,Unemployed,38683.31,Widowed,Female,No,0.1515491654286394,14,-0.5,1.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Electronic Check,-0.2153879489267137,0.367227130750108,-0.28479651254541133,2,2,2,5,4,2,4,2
2207,Z827010,ae0e0ddd-4a3d-4922-931d-d5d9245ae2d6,Orient,NY,Suffolk,11957,41.14927,-72.26173,782,Suburban,America/New_York,Oncologist,1.0,0.8888888888888888,Highschool,Part Time,18593.16,Separated,Male,No,0.07839679939033703,11,0.0,1.0,No,One year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Electronic Check,-0.25724716256031777,-0.5536060717934009,-0.3863467402297742,4,4,4,2,2,4,4,5
2208,N816335,08c2c197-8d13-452f-8acf-4b035e133df0,Dundee,MS,Tunica,38626,34.51371,-90.41772,1006,Suburban,America/Chicago,Heritage manager,2.0,-0.5277777777777778,Associate's/Some College,Full Time,21302.74,Separated,Male,No,6.182058520916809,17,0.0,0.0,No,One year,No,No,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),-0.10547168422821197,0.48320639620832595,-0.13035279965229177,4,4,4,4,4,4,4,3
2209,P888263,fbd95678-36df-4674-a757-c9f7657505a1,Cypress Inn,TN,Wayne,38452,35.08042,-87.79628,1330,Suburban,America/Chicago,Economist,1.0,-0.19444444444444445,Highschool,Full Time,16752.3,Separated,Male,Yes,0.8337480730393194,13,-0.5,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Credit Card (automatic),-0.19197688283070238,1.531802693899907,-0.1411936559321567,3,3,4,2,5,2,2,2
2210,Y221956,0eaac351-575e-4aad-a840-7694a227bc7c,Poughkeepsie,AR,Sharp,72569,36.10291,-91.44522,391,Suburban,America/Chicago,Prison officer,10.0,-0.08333333333333333,Associate's/Some College,Full Time,11359.36,Divorced,Female,No,1.1467556322607615,9,-0.5,0.0,No,Two Year,Yes,No,DSL,Yes,No,No,No,No,No,No,No,No,Credit Card (automatic),-0.3060486180142795,-1.0374592492560182,-0.2782262484480899,2,4,4,4,2,4,4,3
2211,G838188,81db5728-2717-4622-b203-fd5352e3762d,Annapolis,MD,Anne Arundel,21402,38.98822,-76.47247,6409,Urban,America/New_York,Recycling officer,1.0,-0.3611111111111111,Bachelor's Degree,Student,75769.12,Separated,Female,No,-1.1661061130794435,19,0.0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-0.16702374866110345,-0.9308961558320137,-0.3093118497114265,2,4,4,3,3,3,4,4
2212,X946359,d3e51c18-343e-4ac0-83ab-b856611f8cbe,Brooklyn,NY,Kings,11223,40.59715,-73.97359,81789,Urban,America/New_York,Community education officer,1.0,-0.3888888888888889,Graduate Degree,Student,51427.43,Separated,Female,No,0.2059314538843059,8,0.0,0.0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Mailed Check,-0.20259585587636877,0.4092174915584412,-0.26633739409531654,6,5,5,3,5,4,4,5
2213,A53575,bece1d53-80bf-483b-a1cc-1533240678cd,Carthage,TX,Panola,75633,32.12895,-94.27705,13553,Rural,America/Chicago,Mental health nurse,1.0,-0.7222222222222222,Highschool,Unemployed,65499.28,Separated,Male,No,-0.019457123942276645,14,0.0,0.0,No,One year,No,No,None,Yes,Yes,No,Yes,No,No,No,No,Yes,Credit Card (automatic),0.05807471945188712,-0.5547089582770739,-0.1920315471467005,4,3,4,4,2,5,4,3
2214,F335560,d1e86a49-6438-4f50-ab94-f867b4fd7cdd,Craftsbury,VT,Orleans,5826,44.64668,-72.40248,960,Suburban,America/New_York,"Surveyor, building",2.0,-0.6666666666666666,Highschool,Full Time,38914.87,Never Married,Male,No,-0.33315167854532146,18,0.0,1.0,No,Two Year,Yes,No,None,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Credit Card (automatic),-0.2818590717255486,0.27502468366933225,-0.27443764262539533,3,3,3,4,3,2,4,3
2215,S487434,e1d42527-629f-4f0b-81ef-53dc139ca0ec,Troutville,VA,Botetourt,24175,37.42845,-79.93959,7901,Rural,America/New_York,"Psychologist, counselling",1.0,0.16666666666666666,Highschool,Student,33186.785,Never Married,Female,No,-0.14678880937706548,14,0.0,0.0,Yes,Month-to-month,No,Yes,DSL,Yes,No,No,No,No,No,No,No,Yes,Bank Transfer(automatic),-0.2133401872693557,-1.2468535784510315,-0.22217998919968635,4,4,3,3,4,4,6,4
2216,Q667742,b0a3a1d9-45d3-4064-827e-ae819b021bfc,Southampton,MA,Hampshire,1073,42.23083,-72.73857,6140,Urban,America/New_York,Public relations account executive,1.0,0.19444444444444445,Associate's/Some College,Full Time,13622.45,Divorced,Female,Yes,-0.14532006916282944,11,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Mailed Check,-0.19075634786647777,0.7422555750824633,-0.26353544892835057,5,4,3,3,3,5,4,4
2217,N842500,dbae704c-8482-4ba4-9bd9-fb39e4f3ac61,East Meadow,NY,Nassau,11554,40.71961,-73.56021,37358,Urban,America/New_York,Forest/woodland manager,3.0,0.4444444444444444,Bachelor's Degree,Retired,33186.785,Separated,Male,Yes,0.05935719460375861,15,1.0,0.0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),-0.24814180583800846,1.0071292123296576,-0.13787957343132293,3,3,3,6,3,2,3,4
2218,R506451,defe31fe-e955-425a-a576-44333433415a,Riverton,UT,Salt Lake,84065,40.49541,-111.94444,42161,Urban,America/Denver,Risk analyst,0.0,-0.4166666666666667,Graduate Degree,Part Time,33186.785,Never Married,Male,No,0.449047545253257,10,0.0,0.0,No,Two Year,Yes,No,None,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),-0.09143846008380553,-0.17322106100004045,-0.1920315471467005,3,3,3,4,5,2,3,3
2219,U565764,b50b5f5f-6105-4c5e-8f9c-290a33ca4b1b,Piney Creek,NC,Alleghany,28663,36.53905,-81.30477,617,Rural,America/New_York,Solicitor,1.0,-0.6111111111111112,Graduate Degree,Full Time,4032.31,Widowed,Female,No,-0.761018774191353,13,-0.5,0.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,-0.0816282037706491,0.19514631129460638,-0.12545678025662024,3,3,4,3,3,5,4,5
2220,L142934,2ab9bf69-4585-46aa-8974-31ac8eacc3c6,Watts,OK,Adair,74964,36.11707,-94.66434,2709,Rural,America/Chicago,Chief Technology Officer,1.0,-0.7222222222222222,Highschool,Full Time,33186.785,Married,Female,Yes,0.8494480456390184,12,0.0,0.0,No,Two Year,No,No,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Bank Transfer(automatic),0.15893957264123518,0.8924815406083154,0.29572459849993554,3,3,3,3,4,4,3,3
2221,G17131,be3306b9-5b07-4ef8-a0d3-2ce46b093f80,Charleston,SC,Charleston,29403,32.80462,-79.94377,21888,Suburban,America/New_York,Occupational psychologist,2.0,0.4166666666666667,Bachelor's Degree,Student,33578.92,Widowed,Male,No,6.428161025315061,14,-0.5,0.0,Yes,Two Year,Yes,No,Fiber Optic,No,No,Yes,Yes,No,Yes,No,No,No,Mailed Check,-0.27452410819123074,0.1788408367950973,-0.3335707285273473,5,5,4,3,5,2,3,3
