CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Timeliness,Fixes,Replacements,Reliability,Options,Respectfulness,Courteous,Listening
3017,P302775,90856af8-f1e6-422e-9e57-c415052ecf50,Albion,IN,Noble,46701,41.36059,-85.42993,8008,Rural,America/Indiana/Indianapolis,Human resources officer,1.0,-0.05555555555555555,Bachelor's Degree,Retired,58836.68,Separated,Male,Yes,7.357428773407462,15,-0.5,1.0,Yes,Month-to-month,Yes,No,,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,-0.558657004707123,1.1072273509749682,-0.45379339528602447,3,4,5,4,4,4,3,3
3018,E491747,3ff43fe0-197a-4ffd-92b2-c8dd67d3707d,Baldwin,ND,Burleigh,58521,47.02466,-100.692,615,Suburban,America/Chicago,"Scientist, research (physical sciences)",1.0,0.6111111111111112,Associate's/Some College,Full Time,33186.785,Divorced,Male,No,-0.3343079362425506,13,-0.5,0.0,No,Two Year,No,Yes,,Yes,No,No,No,No,No,No,Yes,Yes,Electronic Check,-0.4226398353982756,-0.8565685774169279,-0.43590836770128416,5,5,5,5,3,5,5,4
3019,T274245,3f3c3391-0f9f-4910-ad48-2255737ab8ac,Wayne,NJ,Passaic,7470,40.94802,-74.24525,54190,Urban,America/New_York,Probation officer,7.0,-0.6944444444444444,High School,Full Time,96788.12,Never Married,Female,No,7.510297473776158,14,0.0,2.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Electronic Check,-0.283217755434707,0.6661636573720376,-0.20280789683979217,5,4,4,1,6,5,4,4
3020,W613906,8463d78f-68d6-4fa9-b53d-3759d17536a2,Oklahoma City,OK,Oklahoma,73102,35.47077,-97.51894,4996,Suburban,America/Chicago,Management consultant,0.0,0.19444444444444445,Graduate Degree,Full Time,12100.28,Married,Female,No,-0.5231899138164896,12,1.0,0.0,No,One year,No,No,DSL,Yes,Yes,No,No,No,No,No,No,No,Credit Card (automatic),-0.5792547749702808,-0.7137202348173348,-0.49453381199061236,3,2,2,3,5,3,3,4
3021,E602471,9cfb302e-424c-4000-9648-557a22e8dfbd,Saulsville,WV,Wyoming,25876,37.63668,-81.44927,94,Suburban,America/New_York,Computer games developer,1.0,0.08333333333333333,High School,Part Time,33186.785,Never Married,Female,No,0.21321085608519802,14,0.0,1.0,No,Two Year,No,No,,Yes,Yes,No,No,No,No,Yes,No,Yes,Bank Transfer(automatic),-0.3655151132523364,-0.5049918153979616,-0.32294968293678294,3,3,3,2,4,3,2,2
3022,U46254,6471032d-6519-4db3-9e78-5b8cf1fb7b63,Elk Creek,NE,Johnson,68348,40.30612,-96.13923,341,Urban,America/Chicago,"Conservator, museum/gallery",0.0,-0.75,High School,Full Time,10270.29,Never Married,Female,No,-1.5154440439566288,18,-0.5,1.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,-0.6363187374473503,-0.3465358062728623,-0.6124850807088561,3,4,4,4,3,4,2,4
3023,A561114,1876441b-8516-43a9-bbc6-30959da5e1e9,Pasadena,TX,Harris,77505,29.64608,-95.13826,24022,Suburban,America/Chicago,Geoscientist,0.0,-0.9722222222222222,High School,Full Time,104539.2,Separated,Female,No,0.3619968020653306,13,0.5,3.0,No,Month-to-month,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,-0.42924131652290487,-1.0346844734252851,0.31189354696866867,6,5,4,5,5,4,6,4
3024,L258111,bf0a8efc-c265-4cc6-9fbe-09f992402e45,Limestone,NY,Cattaraugus,14753,42.05049,-78.64554,1148,Suburban,America/New_York,Magazine journalist,7.0,0.4444444444444444,No Diploma,Part Time,26803.44,Separated,Male,No,-1.0473411403495838,14,0.5,0.0,No,Two Year,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),-0.319721500369968,0.8174018981621578,-0.20687663852397303,5,5,4,4,4,5,5,4
3025,Z712367,49dcd4c5-a0cf-4790-9bd0-0d4d3d25e671,Lapoint,UT,Uintah,84039,40.48557,-109.8085,910,Suburban,America/Denver,Broadcast engineer,0.0,0.3055555555555556,Associate's/Some College,Part Time,44900.84,Widowed,Male,Yes,0.13592950354012842,9,0.0,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,-0.5517322306560241,1.4906094978089646,-0.4665174184767793,4,5,4,4,3,6,5,4
3026,J307274,2734648f-f52f-48b7-9957-fb42189542e9,Philadelphia,PA,Philadelphia,19152,40.0607,-75.04673,37067,Suburban,America/New_York,Leisure centre manager,4.0,0.0,Graduate Degree,Full Time,33186.785,Widowed,Female,Yes,-0.8176970331868427,14,0.0,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Credit Card (automatic),-0.6548886794127482,-0.3275760078339386,-0.6338265313110122,3,3,3,3,3,3,3,3
3027,T547742,e94cac80-eb3e-40eb-85cd-102f0f05a4bb,Alton,VA,Halifax,24520,36.58394,-79.03674,2245,Suburban,America/New_York,Archaeologist,4.0,0.8055555555555556,No Diploma,Full Time,28738.5,Married,Male,Yes,0.3446597577390878,14,-0.5,1.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,No,Credit Card (automatic),-0.2977674295340432,0.4990689714748254,-0.11956788864856978,3,3,3,2,4,4,3,2
3028,Q111213,b60d5c08-8921-4f2a-8947-411e789c8962,Houston,TX,Harris,77081,29.71205,-95.48116,52078,Suburban,America/Chicago,Insurance broker,3.0,-0.8611111111111112,Associate's/Some College,Full Time,33186.785,Divorced,Female,Yes,0.4250088152391002,13,0.0,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Bank Transfer(automatic),-0.3441378581859697,-0.5853967340195512,-0.2002941555015588,4,4,4,4,5,4,2,4
3029,R597388,392820e2-47d7-48e8-b966-3903803ee34e,Norton,VA,Norton,24273,36.96167,-82.65648,6366,Suburban,America/New_York,Cabin crew,3.0,-0.7777777777777778,Bachelor's Degree,Full Time,32221.49,Separated,Male,No,-0.24021713951018042,11,1.0,0.0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,Yes,Credit Card (automatic),-0.6594022628095406,-0.16306638655692118,-0.632289999175134,4,3,4,4,3,5,5,3
3030,W726311,e3e9737a-5c84-4943-972e-574a396f8500,Manson,WA,Chelan,98831,47.9346,-120.1301,2962,Urban,America/Los_Angeles,Chartered legal executive (England and Wales),3.0,0.3888888888888889,Associate's/Some College,Full Time,5099.11,Separated,Male,Yes,1.8996613540763176,9,-0.5,0.0,No,Month-to-month,No,Yes,,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Bank Transfer(automatic),-0.3669103283689358,0.28639039470553096,-0.2798838818243289,2,2,1,4,2,3,2,2
3031,B981819,2f83dd8e-8f9c-4571-8534-e4202b4b717a,Cambridge,MA,Middlesex,2138,42.38004,-71.13463,38835,Urban,America/New_York,Chartered accountant,1.0,0.8333333333333334,High School,Student,45594.27,Divorced,Female,No,-0.7090032841693225,15,0.0,1.0,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,-0.5255298146707705,-0.1041154311281012,-0.46923717786025626,4,4,4,2,4,4,5,3
3032,S455794,ffdcc511-0db3-43ef-ac2d-75e1e6c33e9b,Frenchglen,OR,Harney,97736,42.71475,-119.0058,104,Suburban,America/Los_Angeles,Intelligence analyst,1.0,-0.4722222222222222,High School,Part Time,72663.08,Never Married,Female,No,0.22414632198340573,11,0.5,0.0,No,One year,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),-0.43937999163414215,0.2111779316072937,-0.2952613623773186,4,3,3,4,3,3,3,4
3033,O361295,4fb8b782-f267-445f-9459-e8ceb3aa85f0,Gayville,SD,Yankton,57031,42.87454,-97.18348,801,Urban,America/Chicago,"Designer, industrial/product",2.0,1.0,Bachelor's Degree,Full Time,33186.785,Divorced,Male,Yes,0.6847396643139835,20,0.0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),-0.5523157062971776,0.24143961342889456,-0.5302382263237131,5,3,6,4,3,4,5,3
3034,A527793,ec4e519d-dd64-4694-9d84-7ea58a7d1f8c,Richland,NJ,Atlantic,8350,39.49174,-74.87832,629,Rural,America/New_York,Intelligence analyst,8.0,-0.25,High School,Full Time,43620.71,Separated,Male,Yes,0.2223575793148251,13,-0.5,2.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Credit Card (automatic),-0.42782446148739584,1.6821100004535303,-0.2776603552157537,3,3,4,4,3,4,4,3
3035,S698557,2143a274-1431-4704-895e-c9030cb20242,Church Road,VA,Dinwiddie,23833,37.2077,-77.67272,2301,Urban,America/New_York,Consulting civil engineer,0.0,-0.05555555555555555,Associate's/Some College,Student,36149.29,Widowed,Female,Yes,-1.3889104627934121,13,0.0,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,-0.3482705230446442,0.9933027079537039,-0.16967891041958083,1,1,2,4,3,3,2,4
3036,O287174,614ed886-9dea-47d2-b066-c0dca373d3b5,Offerle,KS,Edwards,67563,37.84409,-99.55639,318,Rural,America/Chicago,Proofreader,4.0,0.9444444444444444,Bachelor's Degree,Full Time,17615.71,Widowed,Female,No,-0.06901145833985448,15,-0.5,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Mailed Check,-0.630855534712473,-0.1488413548406123,-0.5812137438609678,3,3,2,6,1,5,5,5
3037,F946414,5d49e4c4-76b9-46b2-99d5-0cbc2c2c7df9,Clifton,SC,Spartanburg,29324,34.98374,-81.82677,336,Suburban,America/New_York,Garment/textile technologist,4.0,0.3333333333333333,High School,Full Time,40599.16,Never Married,Female,No,-0.7683354047964053,20,2.0,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),-0.5739772837808741,0.024102817192857656,-0.5477297089699114,3,3,3,4,4,6,4,5
3038,B133081,bfea2f24-945f-4ef1-bc50-b9677e745c1c,Saxon,WV,Raleigh,25180,37.79008,-81.43459,100,Suburban,America/New_York,Immunologist,0.0,-0.5,No Diploma,Full Time,38418.96,Divorced,Male,No,0.23580134514678017,9,-0.5,0.0,No,One year,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,No,No,Electronic Check,-0.5772023965576198,-0.6794796904248608,-0.4766414388760585,3,4,3,4,3,4,3,4
3039,M441477,f8e12042-ce14-4e41-88f5-dd53d2d0ac51,Raleigh,NC,Wake,27617,35.90726,-78.7717,18856,Suburban,America/New_York,Multimedia specialist,1.0,-0.4722222222222222,Bachelor's Degree,Full Time,69960.26,Married,Male,No,0.5065330744167044,10,-0.5,0.0,No,One year,No,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),-0.41193460482385985,0.866613810015698,-0.21817643006119558,3,3,4,3,3,3,4,4
3040,R119419,4889ac30-9906-4dd2-a84f-8487d88c699e,Abilene,KS,Dickinson,67410,38.9558,-97.22134,9924,Suburban,America/Chicago,Community arts worker,3.0,0.3055555555555556,Bachelor's Degree,Full Time,33186.785,Never Married,Prefer not to answer,Yes,0.01581532056167023,14,0.0,0.0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic Check,-0.5446581971297558,1.3408208706769302,-0.45246506067359665,4,4,4,4,3,5,4,4
3041,Q796182,e5fcd3f3-d8bc-41a3-b3a9-ced469fdc335,Glen Fork,WV,Wyoming,25845,37.69584,-81.52433,594,Rural,America/New_York,English as a second language teacher,1.0,0.6944444444444444,No Diploma,Student,33186.785,Widowed,Female,Yes,-0.7660995892439499,13,0.0,0.0,Yes,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Electronic Check,-0.6494105152856592,0.7413537941873122,-0.6116036538382261,2,2,2,4,3,3,3,1
3042,U426708,5485952b-5f60-495f-86a4-e7e89f9bbf59,Teaneck,NJ,Bergen,7666,40.88988,-74.01063,40543,Rural,America/New_York,"Scientist, forensic",7.0,-0.05555555555555555,High School,Student,43098.2,Divorced,Male,Yes,-0.2684352881982968,13,0.5,0.0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),-0.6230740996990881,0.6403305532495613,-0.5233242790788403,3,3,3,6,1,4,4,4
3043,A671833,ab49b7ef-467e-46fe-8a41-474eac0984c7,Cos Cob,CT,Fairfield,6807,41.0611,-73.59203,7390,Suburban,America/New_York,Agricultural consultant,1.0,0.4722222222222222,High School,Full Time,33186.785,Widowed,Female,No,-0.057442601595067026,10,0.5,1.0,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Electronic Check,-0.6295307985731502,0.06308610198043303,-0.6421429154273481,6,5,6,4,3,6,5,5
3044,R711547,1690baa4-8470-4347-9442-e28b326bb624,Polk City,IA,Polk,50226,41.79268,-93.70235,6289,Rural,America/Chicago,Television camera operator,2.0,0.2222222222222222,Associate's/Some College,Full Time,37993.51,Separated,Male,Yes,0.6648469510804241,14,0.5,1.0,Yes,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Electronic Check,-0.6464228259985372,0.6991491457151019,-0.4682327825350043,4,4,4,3,4,5,5,3
3045,Z495429,5b5b2d37-e97e-454c-a67d-e58d7da833bf,Lee Vining,CA,Mono,93541,37.98193,-119.1157,226,Suburban,America/Los_Angeles,Radio broadcast assistant,8.0,0.8333333333333334,High School,Full Time,24875.19,Separated,Male,No,-0.22235497627694442,15,0.0,0.0,No,Month-to-month,No,No,,No,No,No,No,Yes,No,Yes,No,Yes,Credit Card (automatic),-0.5246508235507822,-0.8377523050827657,-0.47553999941590885,3,3,4,2,4,5,3,4
3046,B682234,47950f41-d64a-4587-a839-64cffc5a0c4e,Elloree,SC,Orangeburg,29047,33.53361,-80.58157,3263,Suburban,America/New_York,"Designer, graphic",2.0,0.2222222222222222,Associate's/Some College,Full Time,13138.02,Divorced,Female,Yes,0.5855445223297455,15,0.5,0.0,No,Two Year,Yes,Yes,,Yes,No,No,No,Yes,No,Yes,Yes,No,Electronic Check,-0.5476129788160531,0.2875242509331426,-0.4753158572887341,4,4,3,3,3,5,4,4
3047,L582634,da28ba01-53fd-4bcf-b2fa-0de8d668307b,Springfield,VA,Fairfax,22152,38.77578,-77.23156,29599,Urban,America/New_York,Television floor manager,0.0,0.8611111111111112,High School,Full Time,33186.785,Married,Prefer not to answer,Yes,-1.263806747932356,8,0.0,1.0,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,-0.4648152911491499,1.5575835624939227,-0.2900709923822294,4,4,3,4,3,4,2,2
3048,F586435,bde42c29-5bc4-40bf-aa5c-999840f5d883,Kalskag,AK,Bethel,99607,61.75722,-159.7857,222,Rural,America/Anchorage,"Teacher, primary school",0.0,-0.5555555555555556,Associate's/Some College,Full Time,29581.15,Separated,Female,No,-0.30605482474060924,14,1.0,0.0,No,One year,Yes,No,,Yes,Yes,No,No,No,No,Yes,No,Yes,Mailed Check,-0.5796026926320615,-0.5138505655307076,-0.3795683972148971,5,3,4,4,4,5,4,4
3049,W630940,3a5d33a4-d91d-4263-b793-929e33d6a48c,Imbler,OR,Union,97841,45.46511,-117.9449,610,Urban,America/Los_Angeles,Chief of Staff,0.0,-0.1111111111111111,Bachelor's Degree,Retired,33186.785,Separated,Female,Yes,0.23644420978807343,12,0.0,2.0,No,Month-to-month,No,No,DSL,No,Yes,No,No,Yes,No,No,No,Yes,Credit Card (automatic),-0.6355872522228955,-0.5413916302998394,-0.5704286303668403,1,2,2,4,3,4,3,4
3050,L507374,16ee93cb-1746-4f62-86ee-5e6da173d924,Cape Neddick,ME,York,3902,43.22145,-70.63766,2593,Rural,America/New_York,Clinical research associate,0.0,0.6388888888888888,No Diploma,Unemployed,33186.785,Married,Female,No,-0.21299937843053232,12,0.0,0.0,No,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Electronic Check,-0.3661135689408042,0.023125244945985935,-0.2602332474732252,4,2,4,3,5,2,3,3
3051,V649833,cc6652b1-260e-4914-89cb-71d8bf130ef6,Holcomb,KS,Finney,67851,38.06266,-101.0261,2781,Suburban,America/Chicago,Art gallery manager,1.0,-0.5833333333333334,High School,Part Time,52558.45,Separated,Female,Yes,-1.168994138269411,13,-0.5,0.0,No,Month-to-month,Yes,Yes,,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),-0.29435615748936655,0.9862380341304701,-0.1770453173402102,3,3,4,2,4,2,1,2
3052,J803858,22a92426-6384-451f-b690-220cb7157f3e,Saint Petersburg,FL,Pinellas,33704,27.79665,-82.63295,16503,Suburban,America/New_York,Trade mark attorney,3.0,-0.8333333333333334,High School,Full Time,19508.33,Separated,Male,No,-0.50675084988919,10,-0.5,0.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,No,Yes,Mailed Check,-0.6054659215435082,-0.7211293712919953,0.6690948834447105,3,3,2,4,2,3,3,3
3053,H799114,acf52779-1d0b-494b-ac03-d7ac6a0374ec,Mandan,ND,Morton,58554,46.738,-100.9402,25735,Rural,America/North_Dakota/New_Salem,Contracting civil engineer,1.0,0.8055555555555556,Bachelor's Degree,Full Time,40528.85,Never Married,Female,No,0.021161247578739592,15,0.0,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Electronic Check,-0.3943460145259136,0.5399723165972032,-0.39347117398745746,4,4,3,5,3,4,4,4
3054,F945096,314abe99-4f92-4040-b839-e52f94ed8f2e,Caguas,PR,Caguas,725,18.21858,-66.04275,80555,Rural,America/Puerto_Rico,Community education officer,1.0,0.05555555555555555,Associate's/Some College,Unemployed,89747.43,Widowed,Female,No,0.9208063275930544,14,-0.5,1.0,No,Month-to-month,Yes,Yes,,Yes,Yes,Yes,No,No,No,No,No,No,Electronic Check,-0.47765224028719455,-0.8627162789041894,-0.2471706021947426,6,6,4,4,4,4,4,3
3055,N699045,30eb019d-1fdb-43b1-a298-95f138e74aad,Malakoff,TX,Henderson,75148,32.12462,-96.01216,6060,Rural,America/Chicago,Marine scientist,1.0,0.1388888888888889,Associate's/Some College,Full Time,33186.785,Married,Female,No,-0.39107987663150107,18,0.5,0.0,No,Two Year,No,No,,Yes,No,No,No,No,No,No,No,Yes,Electronic Check,-0.6200834442506674,-1.4288105060413379,-0.6775898572171839,2,2,3,3,3,4,3,3
3056,O916460,cb3843a2-7d7b-4b54-81c8-f8f915b8f639,Ezel,KY,Morgan,41425,37.88389,-83.42416,1075,Rural,America/New_York,Mechanical engineer,4.0,-0.8888888888888888,High School,Unemployed,94836.83,Never Married,Female,Yes,-0.01004813900698679,8,-0.5,0.0,No,One year,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,-0.5587239951802304,1.378014863358485,-0.31065559049968783,4,3,3,1,5,3,3,4
3057,W462762,5eeee0b0-b5f6-4769-865b-e3520e3aa448,Amberg,WI,Marinette,54102,45.50014,-87.9836,815,Urban,America/Chicago,Operations geologist,1.0,0.7777777777777778,No Diploma,Part Time,65435.46,Divorced,Male,Yes,-0.7897612938078135,19,0.0,0.0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,-0.5671691787408624,-0.48763791459786354,-0.4922779332075337,4,5,5,5,1,6,5,5
3058,M411726,be4c5a5c-703b-4dde-b077-6710e1d7cee9,Elsberry,MO,Lincoln,63343,39.15856,-90.82796,4403,Urban,America/Chicago,"Engineer, agricultural",4.0,-0.3333333333333333,High School,Full Time,28593.48,Separated,Prefer not to answer,No,-0.2647497564880905,9,0.0,0.0,No,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),-0.3971987528014903,-0.15179001892620145,-0.3637327674009371,4,3,4,4,3,3,4,4
3059,V900234,040ef4cd-1c5b-476f-bec5-6794f9445121,Jellico,TN,Campbell,37762,36.57706,-84.12601,2845,Urban,America/New_York,Structural engineer,1.0,0.2777777777777778,Graduate Degree,Student,33186.785,Never Married,Female,Yes,0.7527908340093278,14,1.0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Bank Transfer(automatic),-0.5525882200346197,-0.07533844712352754,-0.438525347480898,4,3,4,2,6,2,3,3
3060,L463700,31689626-1932-4f13-ac81-57523c681484,North Newton,KS,Harvey,67117,38.07424,-97.34734,1879,Suburban,America/Chicago,"Designer, ceramics/pottery",2.0,-0.3055555555555556,Bachelor's Degree,Full Time,42517.98,Separated,Male,Yes,-0.19678881340906737,12,0.5,0.0,No,One year,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),-0.557521953650105,1.1793890869797865,-0.32956199039781814,3,3,3,4,4,3,3,3
3061,X657705,4ac006b3-ea10-47bf-9bb7-b1942dd74c7b,Herndon,PA,Northumberland,17830,40.68817,-76.79456,1968,Urban,America/New_York,"Nurse, adult",0.0,0.25,High School,Full Time,61879.76,Divorced,Female,Yes,0.04517731717820742,15,0.0,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,-0.3697623204404121,0.6781815765440224,-0.19683406178400512,2,2,3,5,3,4,5,4
3062,U358684,dcfde902-afc4-4815-af9f-969c1a7b9fcc,Las Vegas,NV,Clark,89128,36.19682,-115.2644,36753,Urban,America/Los_Angeles,Audiological scientist,1.0,0.3611111111111111,High School,Full Time,33186.785,Married,Female,No,0.2503188077129654,17,0.5,1.0,No,One year,No,Yes,,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,-0.6408912523129667,-0.8238462202659256,-0.5906792177136193,4,3,4,2,5,3,3,3
3063,H203149,bfc1564d-ed7b-4af3-ad23-26971038af49,Oswego,NY,Oswego,13126,43.43486,-76.46232,36335,Suburban,America/New_York,"Nurse, learning disability",1.0,-0.6666666666666666,High School,Part Time,78712.17,Separated,Female,Yes,-0.47877157616778515,14,0.0,0.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Bank Transfer(automatic),-0.5341079718020819,-0.2846011025995114,-0.39559582111106606,3,3,3,4,3,4,4,3
3064,Y953871,b7e9b7d3-247a-4113-823d-bd258122f71e,Parshall,CO,Grand,80468,39.94766,-106.1189,410,Suburban,America/Denver,Media buyer,1.0,0.6111111111111112,Bachelor's Degree,Student,33869.92,Married,Female,Yes,0.20123552843388073,9,0.0,0.0,No,Month-to-month,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,No,Yes,Credit Card (automatic),-0.6432328407798145,-0.017157748456924925,-0.6593362225129639,5,4,4,3,4,5,4,4
3065,T500134,5781c7f2-4f2f-4bbe-8bb7-f09645760737,Fairless Hills,PA,Bucks,19030,40.18068,-74.83717,11722,Rural,America/New_York,"Horticulturist, amenity",1.0,-0.9166666666666666,Graduate Degree,Full Time,97694.83,Never Married,Male,No,-0.015820386786177164,16,0.5,0.0,No,Month-to-month,No,No,,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,-0.46823682350020596,-0.9167506678776979,-0.4606117207923032,3,3,4,4,3,3,4,3
3066,G678658,c0e04e93-92df-405b-925e-015ce8f1a63c,Fairmont,MN,Martin,56031,43.62218,-94.46743,11846,Urban,America/Chicago,Fish farm manager,0.0,-0.9444444444444444,Associate's/Some College,Full Time,35980.24,Married,Female,No,1.1197289485978288,4,-0.5,1.0,No,Two Year,No,Yes,,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),-0.16516714745572741,0.0266703397335816,-0.12221102216666666,4,3,4,3,5,3,2,4
3067,W938798,f8ccb925-e98b-49d8-99e5-b6559d5d96b9,Tolleson,AZ,Maricopa,85353,33.41824,-112.2729,41818,Rural,America/Phoenix,Research scientist (physical sciences),1.0,0.1111111111111111,Bachelor's Degree,Full Time,33186.785,Separated,Female,Yes,-0.13182970985507256,15,-0.5,1.0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Yes,Electronic Check,-0.5017509017074792,0.5041370377073848,-0.48289447656108986,5,4,4,3,3,4,6,3
3068,H174467,83cf442c-f745-409c-b34f-315430d18a50,Nanuet,NY,Rockland,10954,41.09996,-74.01276,23354,Suburban,America/New_York,Building control surveyor,3.0,0.5277777777777778,High School,Full Time,34940.98,Separated,Female,No,-0.2857105272923593,11,-0.5,0.0,No,One year,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Credit Card (automatic),-0.6004369722848202,0.07359540231793064,-0.5797856120885391,3,2,4,4,4,3,2,2
3069,D248807,ab896275-14d6-429e-8dba-adf9a62a64ff,Boring,OR,Clackamas,97009,45.42426,-122.3379,8470,Suburban,America/Los_Angeles,Biomedical scientist,1.0,0.75,No Diploma,Full Time,33186.785,Married,Female,Yes,6.735307231206699,13,0.5,0.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,Yes,Yes,No,Mailed Check,-0.4663489271263611,0.9516243218656174,-0.3199197493916475,3,5,5,4,2,5,3,5
3070,V877610,075760ea-9c4d-4294-b581-a1d6053437a5,Commerce,GA,Jackson,30529,34.21824,-83.48022,11435,Urban,America/New_York,Metallurgist,0.0,-0.25,Graduate Degree,Full Time,50629.79,Married,Female,No,-2.301432008789558,13,-0.5,0.0,No,Two Year,No,No,,Yes,No,No,No,No,Yes,No,Yes,Yes,Bank Transfer(automatic),-0.3898725209444117,-0.7236745675497563,-0.39022971634687154,5,4,5,2,5,4,4,4
3071,H289802,d71887e5-13e7-432e-9959-9c09bda48667,Hortonville,WI,Outagamie,54944,44.32503,-88.62775,9145,Suburban,America/Chicago,Mechanical engineer,3.0,0.25,No Diploma,Full Time,72764.42,Divorced,Female,No,-0.9306995542668128,6,-0.5,1.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Yes,Credit Card (automatic),-0.5540213982848236,-0.3709464072237076,-0.5661451527245882,4,5,4,3,4,4,4,3
3072,O880598,4033fa6e-f3ee-4439-ab32-841b25b480cc,Springfield,MO,Greene,65810,37.11738,-93.31724,22744,Rural,America/Chicago,"Engineer, maintenance (IT)",0.0,-0.2777777777777778,No Diploma,Full Time,32017.56,Widowed,Female,No,1.122652290966657,10,0.0,0.0,No,One year,No,No,DSL,No,Yes,No,No,No,Yes,Yes,No,Yes,Electronic Check,0.5896880701154326,-0.11071284774361317,-0.5015065321919068,4,4,4,3,3,2,3,4
