customer_id,age,tenure,monthly_charge,payment_type,multiple
T809308,28,1.798433,179.9476,Electronic Check,t
S627734,59,22.34478,194.9744,Electronic Check,t
I246752,82,15.2121,167.4564,Bank Transfer Automatic,t
O845822,53,8.909806,139.9875,Bank Transfer Automatic,t
B455335,47,7.617535,159.9656,Mailed Check,t
N224205,75,12.359,159.9794,Electronic Check,t
Z172324,68,1.563383,124.9607,Credit Card Automatic,t
H330611,65,16.75789,172.4705,Electronic Check,t
E25818,40,8.473966,162.4982,Electronic Check,t
K111418,33,30.82191,162.5005,Electronic Check,t
Y07907,76,9.38517,255.1555,Mailed Check,t
Q69497,30,6.554584,127.5112,Mailed Check,t
W872847,29,23.9038,137.4836,Mailed Check,t
N524531,45,3.533323,182.4676,Bank Transfer Automatic,t
C221288,20,16.93329,179.9476,Credit Card Automatic,t
O549028,38,6.652608,252.6378,Mailed Check,t
Q616832,40,16.4299,179.9794,Mailed Check,t
T399319,22,16.5852,182.4433,Electronic Check,t
U954852,20,10.81514,195.0062,Credit Card Automatic,t
D308819,18,5.874949,194.9663,Bank Transfer Automatic,t
S509823,66,22.12945,147.4783,Electronic Check,t
A595003,83,8.377189,240.1149,Bank Transfer Automatic,t
O608143,79,10.55294,169.9741,Bank Transfer Automatic,t
U509405,43,9.499599,172.4733,Mailed Check,t
S287151,19,3.155929,162.4653,Credit Card Automatic,t
Y875215,31,4.448953,172.4871,Electronic Check,t
Q527117,25,6.128314,137.4684,Electronic Check,t
H813222,55,11.16116,192.4885,Credit Card Automatic,t
F636452,64,23.22012,199.9902,Bank Transfer Automatic,t
F494529,72,16.57284,204.9634,Electronic Check,t
I133946,81,1.835564,172.4624,Bank Transfer Automatic,t
Q940233,21,10.44767,162.4653,Electronic Check,t
V67946,30,1.050155,157.4698,Electronic Check,t
S614208,61,2.210399,217.4725,Mailed Check,t
N506492,34,6.246939,179.9476,Credit Card Automatic,t
S159222,50,11.16354,169.9741,Electronic Check,t
C739541,22,12.01983,164.9853,Electronic Check,t
T923695,83,23.99384,172.4567,Bank Transfer Automatic,t
V852885,87,18.47356,127.4783,Credit Card Automatic,t
Y295853,32,12.95415,137.4684,Mailed Check,t
C143365,33,3.588245,124.9935,Electronic Check,t
J908654,82,5.705638,159.9875,Bank Transfer Automatic,t
V920462,19,6.853152,149.9741,Mailed Check,t
H775532,57,14.7867,124.9935,Electronic Check,t
H530265,34,11.56278,214.9525,Mailed Check,t
E457135,52,8.479465,147.5031,Bank Transfer Automatic,t
Y285316,60,13.03957,150.0208,Credit Card Automatic,t
F31690,48,4.99913,174.991,Mailed Check,t
R714826,81,3.852241,149.989,Electronic Check,t
C336869,45,21.0878,174.9768,Mailed Check,t
W912425,32,11.47008,169.9447,Electronic Check,t
E566674,61,8.0239,157.4698,Mailed Check,t
C885204,66,11.40421,159.9794,Mailed Check,t
W896687,37,9.546909,204.9496,Bank Transfer Automatic,t
F426265,21,8.24734,162.4538,Mailed Check,t
K19269,64,9.938487,194.9992,Credit Card Automatic,t
O186325,34,3.612294,149.9447,Bank Transfer Automatic,t
J437588,39,6.699323,192.4567,Bank Transfer Automatic,t
X367479,21,2.458795,147.4564,Mailed Check,t
L61634,77,6.6307,169.9447,Credit Card Automatic,t
Q483838,52,11.52687,149.9776,Mailed Check,t
M928377,27,2.984004,137.4836,Bank Transfer Automatic,t
C485577,22,16.42222,217.4725,Credit Card Automatic,t
X19436,64,5.585075,195.0062,Mailed Check,t
O220358,67,11.9781,245.175,Credit Card Automatic,t
D981634,24,9.453234,182.4538,Bank Transfer Automatic,t
G912657,80,16.93921,167.4564,Mailed Check,t
B75095,44,10.16511,174.9581,Electronic Check,t
X371370,30,1.717806,147.4564,Bank Transfer Automatic,t
S130816,31,11.16076,124.9607,Bank Transfer Automatic,t
Z236621,77,1.200249,194.9663,Mailed Check,t
P988126,30,21.53238,204.9634,Electronic Check,t
M134797,63,22.38582,157.4836,Credit Card Automatic,t
U448618,29,15.23335,192.4705,Mailed Check,t
R245369,35,4.273105,147.4893,Credit Card Automatic,t
M726047,56,15.38202,147.4783,Mailed Check,t
E399736,87,6.611955,194.9744,Bank Transfer Automatic,t
B874036,74,25.11299,125.0073,Electronic Check,t
E245051,44,16.12811,162.497,Credit Card Automatic,t
A981600,63,10.92196,182.497,Mailed Check,t
G991106,62,5.966695,149.9776,Electronic Check,t
C234083,74,4.367739,152.5104,Electronic Check,t
X279803,40,10.29318,137.5165,Electronic Check,t
F603571,22,6.039499,124.9607,Bank Transfer Automatic,t
Y993038,89,10.11079,147.4893,Credit Card Automatic,t
K99070,46,1.602966,137.4836,Bank Transfer Automatic,t
G512688,79,17.25514,137.4836,Electronic Check,t
G320703,29,5.526815,162.4538,Mailed Check,t
C14997,31,10.24306,162.4818,Electronic Check,t
R628814,25,1.125218,169.9928,Bank Transfer Automatic,t
M659475,65,7.012788,182.4653,Electronic Check,t
G329032,71,8.58684,192.4567,Bank Transfer Automatic,t
T274245,28,21.73641,182.4653,Electronic Check,t
W613906,60,5.867453,124.9607,Credit Card Automatic,t
E602471,28,17.32489,137.4684,Bank Transfer Automatic,t
S455794,36,13.36539,182.4433,Credit Card Automatic,t
B133081,35,5.97747,127.4783,Electronic Check,t
A671833,61,3.172425,172.5104,Electronic Check,t
F586435,33,15.64015,137.4684,Mailed Check,t
L507374,38,17.29281,172.4885,Electronic Check,t
H799114,82,15.77942,202.4433,Electronic Check,t
F945096,27,11.31382,115.0021,Electronic Check,t
T500134,20,11.81853,112.4844,Electronic Check,t
G678658,19,28.06447,169.9671,Credit Card Automatic,t
H289802,62,7.220079,147.4783,Credit Card Automatic,t
O880598,43,4.454344,162.4538,Electronic Check,t
E693837,89,11.20366,144.9607,Electronic Check,t
E367250,89,5.538303,124.9935,Mailed Check,t
A254137,25,10.12304,147.4713,Mailed Check,t
P746019,69,16.17631,152.4624,Mailed Check,t
Q485617,50,8.33073,182.49,Electronic Check,t
C203739,76,6.06866,167.4564,Mailed Check,t
Z239104,63,6.725815,182.497,Mailed Check,t
C656853,85,12.55601,167.4564,Electronic Check,t
D761680,65,20.51646,127.525,Bank Transfer Automatic,t
T55820,54,1.598975,204.961,Mailed Check,t
S942225,50,2.159586,184.9634,Bank Transfer Automatic,t
C380194,69,8.718999,255.1417,Bank Transfer Automatic,t
W306804,87,19.92045,187.4974,Bank Transfer Automatic,t
K288187,18,4.433189,127.4783,Bank Transfer Automatic,t
B442835,42,12.03278,169.9741,Electronic Check,t
V565903,85,7.802142,159.9794,Credit Card Automatic,t
Y566973,22,10.16083,137.4836,Electronic Check,t
E198809,58,7.194486,172.5104,Bank Transfer Automatic,t
N754270,59,3.769755,219.9902,Bank Transfer Automatic,t
R960206,37,4.540275,172.5104,Credit Card Automatic,t
D694526,50,9.705314,140.0342,Bank Transfer Automatic,t
Q727920,21,5.623623,137.4836,Bank Transfer Automatic,t
C702452,48,16.31066,194.9663,Electronic Check,t
B520911,69,13.51008,204.9797,Electronic Check,t
P266026,19,3.949032,172.4885,Electronic Check,t
Q877999,25,10.96818,157.4836,Bank Transfer Automatic,t
B522238,77,14.84017,149.989,Electronic Check,t
N901954,71,14.71926,182.4762,Bank Transfer Automatic,t
E69371,89,1.113741,204.961,Electronic Check,t
R236363,28,2.149435,179.9656,Bank Transfer Automatic,t
Z662588,67,15.84051,160.0122,Bank Transfer Automatic,t
B565042,87,15.53401,144.9607,Bank Transfer Automatic,t
B528928,76,2.668217,184.9963,Electronic Check,t
I879540,57,8.664975,169.9928,Credit Card Automatic,t
L421212,23,16.23853,147.4564,Mailed Check,t
N563417,80,16.12056,214.9663,Mailed Check,t
A448406,37,6.465898,214.9525,Electronic Check,t
Z745059,39,3.062161,164.9715,Electronic Check,t
P913243,81,10.70349,184.9715,Mailed Check,t
W952186,50,2.049307,162.4982,Electronic Check,t
A50168,81,2.71724,147.4713,Credit Card Automatic,t
M917985,47,7.603445,194.9581,Electronic Check,t
O101585,88,16.41429,140.0342,Bank Transfer Automatic,t
W738466,18,7.006647,172.4705,Credit Card Automatic,t
R517437,49,14.56261,157.4836,Mailed Check,t
P452954,51,2.326806,194.9768,Mailed Check,t
Z994762,24,10.88204,179.9794,Credit Card Automatic,t
Z503842,83,24.26165,157.4698,Bank Transfer Automatic,t
O555493,49,17.54953,207.4754,Electronic Check,t
E135974,31,3.555031,149.9776,Bank Transfer Automatic,t
F346649,43,23.18508,172.4705,Bank Transfer Automatic,t
F454437,74,7.602068,124.9935,Mailed Check,t
W845098,40,4.461349,172.4871,Mailed Check,t
P854487,59,17.4113,124.9935,Mailed Check,t
J430418,29,4.672744,174.9768,Bank Transfer Automatic,t
B91628,86,18.16755,137.4698,Mailed Check,t
I514878,57,4.066766,162.4833,Credit Card Automatic,t
Q985321,86,5.8078,255.1417,Bank Transfer Automatic,t
X254030,58,18.11168,182.4676,Bank Transfer Automatic,t
R457250,22,14.77367,137.4978,Bank Transfer Automatic,t
F16781,51,2.644504,204.9634,Electronic Check,t
N26220,80,10.90461,209.9931,Credit Card Automatic,t
D480755,68,13.0257,172.4871,Bank Transfer Automatic,t
Q907189,25,1.668767,169.9447,Bank Transfer Automatic,t
G254016,24,26.90099,167.4564,Credit Card Automatic,t
E785921,31,7.756546,147.4713,Electronic Check,t
E321920,18,9.767357,187.4974,Electronic Check,t
V522146,71,9.29979,179.9794,Bank Transfer Automatic,t
N293608,49,21.37858,152.5104,Credit Card Automatic,t
Y933855,30,9.39804,204.9797,Electronic Check,t
I940654,36,7.158287,164.9853,Electronic Check,t
I29405,53,15.56801,192.4705,Mailed Check,t
S113370,19,11.64763,172.4567,Mailed Check,t
E726244,22,6.89036,124.9607,Electronic Check,t
H203700,65,14.00176,157.4836,Electronic Check,t
C850954,41,19.19435,192.4404,Electronic Check,t
J374945,74,23.08359,172.4848,Bank Transfer Automatic,t
E683240,43,3.424062,147.4564,Bank Transfer Automatic,t
G18578,57,11.84721,172.4624,Mailed Check,t
N809088,67,17.19789,157.4698,Mailed Check,t
G346319,41,7.621099,194.9768,Mailed Check,t
B870877,70,21.45305,162.5299,Credit Card Automatic,t
J709344,53,4.597088,124.9607,Electronic Check,t
J314399,60,6.523366,147.5031,Electronic Check,t
R513986,86,27.44938,204.9634,Electronic Check,t
X30939,47,2.942683,127.4783,Mailed Check,t
D959007,51,16.49093,127.4783,Electronic Check,t
U307619,75,11.21716,159.9794,Electronic Check,t
A863691,51,1.740498,169.9928,Electronic Check,t
T875085,49,19.42268,179.9476,Mailed Check,t
G55258,41,6.896176,182.4653,Electronic Check,t
G890475,58,22.97518,179.9656,Electronic Check,t
Q641658,46,13.21355,149.9447,Mailed Check,t
E830745,44,3.084418,147.4783,Credit Card Automatic,t
X105310,62,18.34717,192.4705,Mailed Check,t
Y148562,38,19.28984,179.9476,Bank Transfer Automatic,t
N860253,37,17.35639,174.9744,Electronic Check,t
Z881348,45,7.281658,184.9496,Credit Card Automatic,t
B448076,72,9.543016,167.4564,Credit Card Automatic,t
T157623,49,10.6052,162.497,Mailed Check,t
N815042,62,4.740006,177.4945,Bank Transfer Automatic,t
I602999,66,8.846877,127.4783,Bank Transfer Automatic,t
J342420,33,14.74297,149.9741,Bank Transfer Automatic,t
K405740,87,9.298353,169.9447,Electronic Check,t
Z648852,27,11.32383,192.4404,Electronic Check,t
M723914,29,5.001663,169.9671,Mailed Check,t
H441282,54,9.38783,172.5104,Electronic Check,t
T09327,24,19.95038,192.4885,Bank Transfer Automatic,t
H707643,37,19.13997,214.9525,Mailed Check,t
P308042,43,8.631838,184.961,Electronic Check,t
Z120876,51,6.597395,217.484,Electronic Check,t
J216031,62,10.8378,125.0073,Mailed Check,t
S947350,82,5.27717,137.4698,Mailed Check,t
S373191,58,13.33383,157.4698,Bank Transfer Automatic,t
C130615,37,5.63355,152.509,Credit Card Automatic,t
H35497,88,9.570397,149.9928,Credit Card Automatic,t
D580035,49,16.43691,149.9447,Electronic Check,t
Y389559,41,10.92718,179.9656,Bank Transfer Automatic,t
E82552,56,1.216309,149.989,Bank Transfer Automatic,t
C359144,50,5.638782,184.9853,Mailed Check,t
Y140735,45,3.857792,152.4624,Electronic Check,t
S102431,55,3.048345,144.9607,Mailed Check,t
S611900,73,11.62262,139.9861,Mailed Check,t
G315668,44,7.567398,139.9875,Electronic Check,t
D281561,60,10.45425,179.9476,Electronic Check,t
B714519,62,23.75492,157.4836,Mailed Check,t
T620393,71,10.55165,159.9794,Bank Transfer Automatic,t
D39042,36,7.863565,127.5112,Bank Transfer Automatic,t
B329338,24,4.561449,182.497,Electronic Check,t
K429689,27,4.674127,112.4844,Electronic Check,t
N685548,35,3.911083,172.4848,Credit Card Automatic,t
H858502,72,11.30129,112.4844,Bank Transfer Automatic,t
C461781,45,2.976407,204.9634,Bank Transfer Automatic,t
I526734,57,4.560311,162.4653,Bank Transfer Automatic,t
C67850,30,11.92723,169.9741,Electronic Check,t
H106495,59,9.447103,152.4952,Credit Card Automatic,t
O983275,30,15.84313,172.4871,Mailed Check,t
C250137,22,4.434036,162.4676,Credit Card Automatic,t
Z958847,33,4.087832,149.9447,Electronic Check,t
R939963,57,13.05964,172.4705,Credit Card Automatic,t
Y790493,65,7.488398,207.4811,Electronic Check,t
O683824,33,10.07156,204.9634,Mailed Check,t
J238568,72,22.7117,182.4762,Credit Card Automatic,t
S123232,21,18.81173,160.0013,Electronic Check,t
L562712,87,7.374499,172.4624,Credit Card Automatic,t
W194911,77,20.7012,169.9447,Electronic Check,t
T115827,53,3.767302,169.9928,Electronic Check,t
R590860,72,12.80172,182.4676,Bank Transfer Automatic,t
T283168,50,6.864699,162.4653,Credit Card Automatic,t
U114164,28,12.50785,175.0048,Credit Card Automatic,t
Y514231,80,7.637611,159.9875,Bank Transfer Automatic,t
O818301,62,15.58596,124.9607,Electronic Check,t
R958596,40,11.69762,169.9928,Mailed Check,t
V102290,27,18.2864,157.4836,Mailed Check,t
R949574,35,4.636111,184.9963,Mailed Check,t
W284255,41,9.573255,169.9741,Electronic Check,t
A121664,67,6.483314,159.9875,Mailed Check,t
X189609,46,2.440105,160.0122,Bank Transfer Automatic,t
X00601,27,26.91021,210.1563,Electronic Check,t
Z72807,59,12.13947,207.4811,Mailed Check,t
P348821,69,10.52734,124.9607,Electronic Check,t
J284155,65,17.78769,149.989,Credit Card Automatic,t
B199888,40,18.59752,149.9447,Bank Transfer Automatic,t
W639994,48,4.534691,169.9447,Electronic Check,t
M350158,21,9.724026,162.4833,Bank Transfer Automatic,t
C155482,80,2.138612,157.4698,Electronic Check,t
E304383,19,10.33427,195.0062,Electronic Check,t
A506823,35,6.893142,147.4564,Bank Transfer Automatic,t
C102532,80,2.719751,184.9939,Electronic Check,t
H100341,85,5.446201,179.9656,Bank Transfer Automatic,t
K105019,86,7.100883,169.9928,Bank Transfer Automatic,t
J141371,82,14.36438,192.4705,Mailed Check,t
B266835,29,16.22349,169.9741,Bank Transfer Automatic,t
K682011,55,18.76373,139.9875,Electronic Check,t
H365334,86,9.621889,182.497,Credit Card Automatic,t
K561985,46,4.570915,197.4725,Credit Card Automatic,t
T933057,31,28.2824,137.4836,Mailed Check,t
F515835,48,14.55,184.9797,Electronic Check,t
V655125,73,10.90922,162.5299,Electronic Check,t
C501301,66,11.51439,140.0013,Bank Transfer Automatic,t
L493737,40,1.302103,160.0013,Bank Transfer Automatic,t
Z888916,33,8.666281,157.4836,Electronic Check,t
L544824,57,11.00328,179.9794,Electronic Check,t
G175682,56,5.21614,214.9663,Electronic Check,t
A128723,40,4.86918,137.4978,Credit Card Automatic,t
K498495,56,4.629362,194.9992,Bank Transfer Automatic,t
Q164590,77,6.611696,202.4433,Bank Transfer Automatic,t
G255435,52,6.247141,197.4945,Mailed Check,t
P495171,54,20.44277,157.4698,Bank Transfer Automatic,t
V750673,42,7.022294,187.4673,Mailed Check,t
Z383963,67,16.74968,159.9794,Electronic Check,t
N126788,35,6.435125,207.6386,Mailed Check,t
P754286,76,5.614935,144.9607,Credit Card Automatic,t
U88099,47,8.475773,150.0208,Mailed Check,t
T591964,52,14.14568,182.4676,Electronic Check,t
Z493920,42,7.62689,179.9794,Mailed Check,t
V855299,62,3.199643,159.9805,Electronic Check,t
O575007,42,13.21976,207.4811,Bank Transfer Automatic,t
C838302,52,1.669639,194.9744,Bank Transfer Automatic,t
A00088,46,11.40214,147.4783,Bank Transfer Automatic,t
H77300,71,2.198687,172.4624,Bank Transfer Automatic,t
M545168,30,2.068518,194.9663,Bank Transfer Automatic,t
D766594,31,22.48816,169.9741,Mailed Check,t
D791037,29,19.70995,194.9663,Credit Card Automatic,t
P290956,59,10.30326,127.4783,Mailed Check,t
M07233,32,10.94068,182.4676,Electronic Check,t
T08967,36,15.19686,159.9794,Electronic Check,t
B607212,21,14.17125,227.4754,Mailed Check,t
Y761222,32,17.31427,147.4713,Electronic Check,t
J243604,48,3.983529,169.9447,Bank Transfer Automatic,t
H557601,45,3.903228,182.4538,Credit Card Automatic,t
Y401866,55,14.9206,184.9963,Electronic Check,t
Q675449,41,15.09343,137.4978,Electronic Check,t
L700603,39,20.25956,194.9581,Credit Card Automatic,t
T20095,66,6.979037,172.4871,Mailed Check,t
W651542,20,14.87243,174.9581,Mailed Check,t
N497781,55,21.31617,222.6792,Bank Transfer Automatic,t
D654440,22,12.57306,194.9768,Electronic Check,t
B961572,44,6.971251,149.9447,Mailed Check,t
H289305,21,3.033303,137.4698,Electronic Check,t
A270578,25,11.88029,169.9928,Bank Transfer Automatic,t
P340852,69,17.92442,192.4404,Electronic Check,t
D262797,61,20.80434,192.4705,Bank Transfer Automatic,t
W471076,49,18.85404,207.4673,Mailed Check,t
Y33925,61,4.120579,162.4676,Electronic Check,t
S322948,20,15.82734,137.5165,Electronic Check,t
R791095,25,12.50526,202.4433,Mailed Check,t
Y680403,56,6.580765,149.9447,Bank Transfer Automatic,t
K549862,71,14.61014,149.9447,Credit Card Automatic,t
E548977,24,10.05766,144.9607,Electronic Check,t
C312446,65,17.21579,179.9476,Mailed Check,t
V316726,58,10.36378,127.4783,Mailed Check,t
Q816736,48,5.814507,192.4885,Electronic Check,t
V62176,53,17.62624,172.5034,Electronic Check,t
T491190,31,18.67357,149.9913,Electronic Check,t
Y147990,58,7.33513,124.9607,Electronic Check,t
A212257,32,13.70911,124.9607,Mailed Check,t
F768518,82,9.102322,169.9741,Bank Transfer Automatic,t
Q908465,22,26.10713,139.9861,Credit Card Automatic,t
H18222,24,5.648594,174.9581,Bank Transfer Automatic,t
O08300,39,4.109741,137.4836,Electronic Check,t
A536604,61,16.19111,240.1149,Credit Card Automatic,t
E564911,34,14.48515,179.9476,Bank Transfer Automatic,t
S504552,57,8.526865,179.9476,Bank Transfer Automatic,t
F474662,59,13.33556,179.9476,Electronic Check,t
F172554,49,10.99657,162.4653,Electronic Check,t
H113239,43,8.361438,137.4978,Electronic Check,t
M925867,82,6.470869,165.0182,Credit Card Automatic,t
U200056,52,17.13675,169.9447,Electronic Check,t
C956479,70,13.99745,159.9794,Mailed Check,t
H645568,71,1.14019,127.525,Bank Transfer Automatic,t
Q453288,32,20.52789,115.0021,Bank Transfer Automatic,t
V191716,74,16.74543,219.9902,Mailed Check,t
F708213,86,5.321365,157.4698,Bank Transfer Automatic,t
U05301,61,8.06514,144.9607,Electronic Check,t
X120078,21,9.468306,124.9607,Credit Card Automatic,t
R570772,79,8.052952,182.4538,Credit Card Automatic,t
M643332,56,22.05456,175.0062,Mailed Check,t
Q52006,37,8.172776,184.9853,Bank Transfer Automatic,t
U610444,24,1.649887,137.5165,Credit Card Automatic,t
G48472,35,7.294292,134.9801,Electronic Check,t
Z99425,64,14.69884,137.4698,Credit Card Automatic,t
K76431,57,9.564915,257.6513,Bank Transfer Automatic,t
P325481,81,13.61148,199.9902,Mailed Check,t
J68487,45,21.72968,127.5112,Electronic Check,t
S281786,24,5.682535,207.4974,Credit Card Automatic,t
B652550,85,5.111561,160.0122,Electronic Check,t
F64095,33,13.19063,162.4833,Bank Transfer Automatic,t
J695377,22,21.42226,139.9875,Electronic Check,t
Q291482,23,6.186286,150.007,Electronic Check,t
E814583,48,11.20643,159.9642,Bank Transfer Automatic,t
S655334,41,6.463724,157.4836,Bank Transfer Automatic,t
Y264144,38,8.584144,112.4844,Bank Transfer Automatic,t
G453675,55,6.91807,147.4783,Bank Transfer Automatic,t
I288648,31,18.32428,157.4836,Bank Transfer Automatic,t
M922982,84,10.03914,124.9935,Electronic Check,t
H104879,30,4.225661,192.4885,Bank Transfer Automatic,t
Q843780,56,1.15025,164.9715,Bank Transfer Automatic,t
C884701,33,2.637164,179.9476,Electronic Check,t
U888719,48,8.547698,179.9794,Electronic Check,t
W843152,51,13.84934,169.9447,Mailed Check,t
C400987,29,4.055418,149.9928,Electronic Check,t
Q150878,29,6.92143,157.4698,Bank Transfer Automatic,t
F533118,19,16.27572,187.5139,Credit Card Automatic,t
M255491,85,12.36516,169.9447,Credit Card Automatic,t
L167261,72,4.849803,182.4833,Credit Card Automatic,t
N42375,42,14.47965,192.4404,Bank Transfer Automatic,t
P42965,27,21.36386,115.0021,Mailed Check,t
H619362,74,12.45303,137.4684,Electronic Check,t
E450808,45,9.05217,167.4564,Credit Card Automatic,t
C875335,38,2.509742,162.4653,Electronic Check,t
H557046,38,5.452285,147.4564,Bank Transfer Automatic,t
J916027,55,16.77025,147.4564,Bank Transfer Automatic,t
T867131,18,2.546083,124.9607,Mailed Check,t
Q615981,31,15.85774,149.989,Electronic Check,t
D860746,54,9.894265,214.9525,Bank Transfer Automatic,t
B346107,28,12.75395,202.4433,Electronic Check,t
Y773120,60,12.94793,144.9607,Bank Transfer Automatic,t
Q864563,50,19.69566,172.5104,Bank Transfer Automatic,t
A553226,70,5.141927,182.497,Mailed Check,t
T157033,85,29.30064,147.4713,Bank Transfer Automatic,t
R673895,62,10.32752,214.9663,Bank Transfer Automatic,t
S60656,55,10.07469,147.4564,Bank Transfer Automatic,t
P795203,28,15.54856,204.9634,Electronic Check,t
Q978096,34,4.480346,149.9447,Bank Transfer Automatic,t
Z812779,84,21.55836,144.9607,Credit Card Automatic,t
I123852,57,14.0669,192.4567,Mailed Check,t
W279417,78,10.35346,184.9496,Bank Transfer Automatic,t
F534259,32,17.95045,162.4538,Bank Transfer Automatic,t
C486385,68,10.5771,149.9447,Mailed Check,t
U36625,39,12.09048,112.4844,Mailed Check,t
F801493,47,3.896108,179.9794,Electronic Check,t
M733994,79,14.41688,169.9447,Mailed Check,t
Q943269,65,4.899337,162.4538,Mailed Check,t
J378975,20,8.574964,169.9447,Credit Card Automatic,t
U791625,66,3.147832,159.9642,Bank Transfer Automatic,t
C985142,37,9.042296,184.9496,Mailed Check,t
W679242,78,5.933094,172.4624,Electronic Check,t
J900539,66,7.634806,144.9607,Mailed Check,t
G957553,20,2.507107,144.9607,Electronic Check,t
Y306545,39,10.35845,169.9671,Credit Card Automatic,t
F119249,59,1.877939,182.4676,Credit Card Automatic,t
F444920,75,1.921112,159.9875,Bank Transfer Automatic,t
O317698,73,11.72692,159.9942,Bank Transfer Automatic,t
D993926,86,9.517342,194.9882,Electronic Check,t
A727077,67,3.27379,137.4836,Electronic Check,t
I589605,29,17.74303,192.4705,Bank Transfer Automatic,t
V55806,36,15.46234,179.9476,Bank Transfer Automatic,t
Y842024,32,10.97775,165.0182,Electronic Check,t
P263323,69,4.208515,139.9875,Bank Transfer Automatic,t
M154436,37,18.34508,184.9496,Electronic Check,t
W441951,80,10.76731,162.4538,Mailed Check,t
O903764,75,5.833919,159.9656,Electronic Check,t
T380611,36,10.61246,167.4564,Credit Card Automatic,t
F537282,46,3.878332,172.4567,Bank Transfer Automatic,t
Z483037,64,9.914638,160.0122,Credit Card Automatic,t
O288038,77,14.0795,159.9942,Electronic Check,t
H690253,63,3.422801,164.9853,Mailed Check,t
B848374,37,4.219362,167.4564,Electronic Check,t
X686233,24,18.75702,167.4564,Credit Card Automatic,t
Y147099,86,2.323179,187.4974,Credit Card Automatic,t
S682687,52,5.793869,172.4624,Electronic Check,t
T22671,66,4.685087,217.484,Bank Transfer Automatic,t
M908203,85,15.75222,207.4974,Mailed Check,t
C315562,35,12.2982,197.4945,Bank Transfer Automatic,t
S217763,40,11.51671,124.9935,Bank Transfer Automatic,t
Z74524,87,17.88722,179.9656,Mailed Check,t
T710947,55,5.506063,192.4705,Mailed Check,t
K38297,43,9.312734,152.509,Bank Transfer Automatic,t
L717585,44,13.17784,179.9794,Electronic Check,t
R434150,70,7.03957,204.9634,Mailed Check,t
Q895834,25,12.9557,174.9744,Mailed Check,t
F02497,65,19.48914,152.5104,Bank Transfer Automatic,t
F193526,43,4.546842,162.4538,Electronic Check,t
L681773,56,4.320048,194.9663,Credit Card Automatic,t
H581110,68,22.01734,162.4676,Electronic Check,t
N472963,33,2.628926,162.4818,Electronic Check,t
B451399,83,7.295203,127.5112,Bank Transfer Automatic,t
P464896,68,15.62643,202.4433,Mailed Check,t
U960393,70,13.21887,207.4811,Bank Transfer Automatic,t
G563440,78,7.888574,147.4783,Credit Card Automatic,t
S753119,75,13.34222,174.9581,Credit Card Automatic,t
Q867792,58,29.71753,194.9768,Bank Transfer Automatic,t
V122687,31,11.99482,179.9656,Bank Transfer Automatic,t
F644019,41,23.63005,152.509,Mailed Check,t
Q140635,72,6.088456,159.9875,Credit Card Automatic,t
I52077,53,17.93561,159.9875,Bank Transfer Automatic,t
F412119,45,9.389007,179.9656,Mailed Check,t
I524441,63,3.305552,127.525,Electronic Check,t
S263090,87,9.187823,179.9656,Mailed Check,t
M949486,61,5.276321,162.4676,Mailed Check,t
K447350,32,12.70321,194.9581,Bank Transfer Automatic,t
S651835,50,1.40024,152.4624,Bank Transfer Automatic,t
A634512,31,3.384599,147.5031,Electronic Check,t
J974076,85,7.277274,182.4676,Bank Transfer Automatic,t
S744209,35,8.423652,144.9607,Electronic Check,t
W458856,23,11.12081,182.497,Electronic Check,t
E262279,45,20.16597,157.4836,Mailed Check,t
C93992,30,2.919224,157.4836,Mailed Check,t
Q64947,77,14.13869,240.1149,Electronic Check,t
U176935,30,9.448515,179.9656,Credit Card Automatic,t
X867518,70,8.91671,179.9794,Electronic Check,t
K845651,19,11.51972,149.9928,Electronic Check,t
F988047,65,15.19674,160.0013,Electronic Check,t
C533910,74,11.7516,147.4783,Credit Card Automatic,t
O178098,61,4.197945,112.4844,Electronic Check,t
B518186,51,19.39483,172.4624,Electronic Check,t
W143356,25,6.383328,217.4702,Mailed Check,t
U271265,86,2.348386,175.0062,Electronic Check,t
E47652,67,11.54316,140.0013,Bank Transfer Automatic,t
N810011,71,9.309073,127.4783,Mailed Check,t
N979670,82,14.67731,152.509,Credit Card Automatic,t
U407326,75,6.482702,159.9794,Credit Card Automatic,t
I642753,49,5.368306,182.4538,Bank Transfer Automatic,t
G627048,80,41.88907,169.9741,Mailed Check,t
P584359,61,54.04107,184.9634,Bank Transfer Automatic,t
M913115,20,61.5999,169.9671,Mailed Check,t
P263005,79,58.30317,179.9656,Bank Transfer Automatic,t
S703204,42,38.69991,162.4538,Bank Transfer Automatic,t
I86147,80,70.19733,162.4676,Electronic Check,t
V134244,50,66.44552,169.9447,Bank Transfer Automatic,t
D217513,58,55.11148,162.4818,Mailed Check,t
H978429,56,68.7729,159.9476,Bank Transfer Automatic,t
R974706,47,56.30647,240.1149,Credit Card Automatic,t
P228431,53,66.77924,194.9525,Mailed Check,t
U783014,34,71.7083,159.9875,Mailed Check,t
H978832,28,71.106,167.4564,Electronic Check,t
V507469,59,48.57163,197.5169,Mailed Check,t
L406991,28,44.98551,207.4974,Credit Card Automatic,t
C761863,22,64.30623,267.6647,Bank Transfer Automatic,t
N59942,19,64.01652,255.1555,Electronic Check,t
G367803,29,71.37293,127.525,Electronic Check,t
